P31946	9606.ENSP00000361930
Q9HB20	9606.ENSP00000234453
Q9H4M7	9606.ENSP00000263265
Q9HAU0	9606.ENSP00000404296
Q9Y2H5	9606.ENSP00000272203
Q6IQ23	9606.ENSP00000347883
Q96JA3	9606.ENSP00000397947
Q9UF11	9606.ENSP00000346127
Q96CS7	9606.ENSP00000385892
P08F94	9606.ENSP00000360158
Q96S99	9606.ENSP00000389787
Q9H8W4	9606.ENSP00000322373
Q9ULL1	9606.ENSP00000356297
Q9H7P9	9606.ENSP00000392906
A1L390	9606.ENSP00000247226
Q58EX7	9606.ENSP00000353646
O94827	9606.ENSP00000439625
Q3KR16	9606.ENSP00000380185
Q6ZR37	9606.ENSP00000344961
Q9ULM0	9606.ENSP00000330278
Q8IVE3	9606.ENSP00000282406
Q7Z736	9606.ENSP00000468678
Q9NW61	9606.ENSP00000464955
Q86WI1	9606.ENSP00000367655
Q9Y4G2	9606.ENSP00000389913
Q8IWE5	9606.ENSP00000364956
Q6ZWE6	9606.ENSP00000417003
Q494U1	9606.ENSP00000368720
Q53GL0	9606.ENSP00000358120
Q8TD55	9606.ENSP00000326706
Q5SXH7	9606.ENSP00000358316
Q16512	9606.ENSP00000343325
Q16513	9606.ENSP00000359552
Q6P5Z2	9606.ENSP00000291906
P55347	9606.ENSP00000291547
Q96KN3	9606.ENSP00000298282
Q13835	9606.ENSP00000263946
Q99959	9606.ENSP00000070846
Q9Y446	9606.ENSP00000331678
Q99569	9606.ENSP00000374409
Q8TCW9	9606.ENSP00000303775
Q8NFJ6	9606.ENSP00000217270
Q9H875	9606.ENSP00000419270
A1L4L8	9606.ENSP00000309087
Q53H76	9606.ENSP00000273371
Q13018	9606.ENSP00000283243
Q9HBJ0	9606.ENSP00000352173
Q9NZF1	9606.ENSP00000399700
Q5JTB6	9606.ENSP00000361337
Q6DJT9	9606.ENSP00000325546
P14923	9606.ENSP00000377508
Q9UM63	9606.ENSP00000353734
Q9UPG8	9606.ENSP00000246229
Q9Y263	9606.ENSP00000380460
Q9HDD0	9606.ENSP00000264735
Q9NWW9	9606.ENSP00000255695
P53816	9606.ENSP00000320337
Q9UL19	9606.ENSP00000255688
Q96KN8	9606.ENSP00000301790
Q6P1J6	9606.ENSP00000330442
Q6P4A8	9606.ENSP00000240617
Q8NHP8	9606.ENSP00000280800
Q99943	9606.ENSP00000378877
Q9NQ66	9606.ENSP00000338185
Q00722	9606.ENSP00000260402
Q01970	9606.ENSP00000443631
Q15147	9606.ENSP00000367762
O15120	9606.ENSP00000360761
Q9NRZ7	9606.ENSP00000381140
P51178	9606.ENSP00000430344
Q8N3E9	9606.ENSP00000479636
Q9BRC7	9606.ENSP00000388631
Q9NRZ5	9606.ENSP00000314036
Q9P212	9606.ENSP00000360431
Q9NUQ2	9606.ENSP00000285518
P19174	9606.ENSP00000244007
P16885	9606.ENSP00000482457
Q4KWH8	9606.ENSP00000345988
O75038	9606.ENSP00000367747
Q15111	9606.ENSP00000402861
Q9UPR0	9606.ENSP00000478458
Q9NUJ7	9606.ENSP00000371073
Q0VAA5	9606.ENSP00000420686
Q63HM9	9606.ENSP00000367032
Q86YW0	9606.ENSP00000266505
Q13393	9606.ENSP00000342793
O14939	9606.ENSP00000263088
Q96N28	9606.ENSP00000404700
Q9Y3B1	9606.ENSP00000348206
Q8IV08	9606.ENSP00000387050
Q96BZ4	9606.ENSP00000376372
Q8N7P1	9606.ENSP00000440896
Q8N2A8	9606.ENSP00000317177
Q8IUK5	9606.ENSP00000323927
Q15149	9606.ENSP00000323856
Q9NYT0	9606.ENSP00000216446
P08567	9606.ENSP00000234313
Q6UQ28	9606.ENSP00000341412
P02776	9606.ENSP00000296029
Q02325	9606.ENSP00000352458
P49763	9606.ENSP00000451040
Q6UW63	9606.ENSP00000365172
Q7Z4H8	9606.ENSP00000315386
A6NEE1	9606.ENSP00000317175
O60240	9606.ENSP00000300055
Q99541	9606.ENSP00000276914
O60664	9606.ENSP00000221957
Q96Q06	9606.ENSP00000301286
Q00G26	9606.ENSP00000371272
P53350	9606.ENSP00000300093
Q9NYY3	9606.ENSP00000274289
Q9H4B4	9606.ENSP00000361275
O00444	9606.ENSP00000270861
Q496M5	9606.ENSP00000466248
Q9Y342	9606.ENSP00000219207
P00747	9606.ENSP00000308938
O00168	9606.ENSP00000481244
Q02809	9606.ENSP00000196061
O00469	9606.ENSP00000282903
O60568	9606.ENSP00000223127
Q04941	9606.ENSP00000365505
O94903	9606.ENSP00000333551
Q8N8W4	9606.ENSP00000378072
Q96AD5	9606.ENSP00000337701
Q9NST1	9606.ENSP00000216180
P41247	9606.ENSP00000370430
Q7Z6Z6	9606.ENSP00000216177
Q8IY17	9606.ENSP00000407509
Q6ZV29	9606.ENSP00000384610
Q9NP80	9606.ENSP00000410804
O60733	9606.ENSP00000333142
O43688	9606.ENSP00000329697
O14495	9606.ENSP00000360296
Q5VZY2	9606.ENSP00000381302
Q8NEB5	9606.ENSP00000392553
Q8IY26	9606.ENSP00000371307
Q8NBV4	9606.ENSP00000361338
Q96GD0	9606.ENSP00000215904
Q8TBJ4	9606.ENSP00000364008
Q96GM1	9606.ENSP00000466898
Q6T4P5	9606.ENSP00000352962
Q7Z2D5	9606.ENSP00000359204
Q32ZL2	9606.ENSP00000263177
O43660	9606.ENSP00000424417
Q9HBL7	9606.ENSP00000223864
O15162	9606.ENSP00000345494
Q9NRY7	9606.ENSP00000420132
Q9NRY6	9606.ENSP00000438547
Q9NRQ2	9606.ENSP00000347038
A0PG75	9606.ENSP00000390111
Q14651	9606.ENSP00000336831
P13796	9606.ENSP00000381581
P13797	9606.ENSP00000348163
P55058	9606.ENSP00000417138
Q9BX97	9606.ENSP00000252590
Q9UIW2	9606.ENSP00000377061
O75051	9606.ENSP00000356000
P51805	9606.ENSP00000358696
Q9HCM2	9606.ENSP00000352882
O43157	9606.ENSP00000351338
O15031	9606.ENSP00000409171
Q9ULL4	9606.ENSP00000442736
O60486	9606.ENSP00000258526
Q9Y4D7	9606.ENSP00000317128
O43808	9606.ENSP00000390722
P40967	9606.ENSP00000402758
Q969W9	9606.ENSP00000345826
Q6P1K2	9606.ENSP00000357259
Q8TBY8	9606.ENSP00000237353
P07738	9606.ENSP00000376840
Q8WZA1	9606.ENSP00000361060
Q8NAT1	9606.ENSP00000344125
P29590	9606.ENSP00000268058
Q92871	9606.ENSP00000216259
O15305	9606.ENSP00000268261
Q01453	9606.ENSP00000484631
P54277	9606.ENSP00000406490
P54278	9606.ENSP00000265849
Q15126	9606.ENSP00000357452
Q99640	9606.ENSP00000262300
Q6XQN6	9606.ENSP00000401508
Q8NA58	9606.ENSP00000376007
Q8TF01	9606.ENSP00000358242
Q8N490	9606.ENSP00000273077
Q96T60	9606.ENSP00000323511
P0CW24	9606.ENSP00000391488
Q86V59	9606.ENSP00000318131
Q9ULN7	9606.ENSP00000473036
Q8ND90	9606.ENSP00000318914
Q9UL42	9606.ENSP00000429344
Q9UL41	9606.ENSP00000469445
Q96PV4	9606.ENSP00000388850
P11086	9606.ENSP00000269582
Q9NRX1	9606.ENSP00000263657
Q13519	9606.ENSP00000301908
P00491	9606.ENSP00000354532
Q9NVS9	9606.ENSP00000225573
Q8TCS8	9606.ENSP00000400646
Q12796	9606.ENSP00000336931
Q9NPJ4	9606.ENSP00000334840
Q8TEM1	9606.ENSP00000254508
P14859	9606.ENSP00000356840
P09086	9606.ENSP00000431603
Q9UKI9	9606.ENSP00000260264
Q03052	9606.ENSP00000362103
P20265	9606.ENSP00000329170
P20264	9606.ENSP00000355001
P49335	9606.ENSP00000362296
Q01851	9606.ENSP00000366413
Q12837	9606.ENSP00000281321
Q15319	9606.ENSP00000230732
Q01860	9606.ENSP00000259915
Q8N7G0	9606.ENSP00000464890
Q14863	9606.ENSP00000373895
P78424	9606.ENSP00000384004
Q8NBT0	9606.ENSP00000296484
Q8TC44	9606.ENSP00000323302
Q8NA72	9606.ENSP00000410216
Q7Z5L7	9606.ENSP00000308315
Q9NP85	9606.ENSP00000356587
O00592	9606.ENSP00000367817
Q8WVV4	9606.ENSP00000262753
Q9P215	9606.ENSP00000356849
Q7Z3K3	9606.ENSP00000271715
Q9Y253	9606.ENSP00000361310
Q9UNA4	9606.ENSP00000462664
Q9UBT6	9606.ENSP00000241436
Q5K4E3	9606.ENSP00000268281
Q9Y244	9606.ENSP00000370222
Q9Y6A1	9606.ENSP00000361302
Q9UKY4	9606.ENSP00000261534
P27169	9606.ENSP00000222381
Q15165	9606.ENSP00000222572
Q15166	9606.ENSP00000265627
Q6PEZ8	9606.ENSP00000345175
Q99575	9606.ENSP00000385787
Q969H6	9606.ENSP00000350098
O75817	9606.ENSP00000304353
Q8NE79	9606.ENSP00000313172
Q9HBU9	9606.ENSP00000264231
Q9HBV1	9606.ENSP00000254765
Q9H237	9606.ENSP00000322304
Q9H8P0	9606.ENSP00000264228
Q8N131	9606.ENSP00000381204
Q15063	9606.ENSP00000369071
H3BUK9	9606.ENSP00000457689
A0JP26	9606.ENSP00000483103
Q9NUX5	9606.ENSP00000350249
B2RU33	9606.ENSP00000351856
Q86YR6	9606.ENSP00000299443
Q6S8J3	9606.ENSP00000439189
A5A3E0	9606.ENSP00000350052
Q6S5H5	9606.ENSP00000450853
Q6S545	9606.ENSP00000340610
P0CG38	9606.ENSP00000392718
P0CG39	9606.ENSP00000387176
A6NI47	9606.ENSP00000448062
Q6PJE2	9606.ENSP00000309233
Q9BZL4	9606.ENSP00000263433
B7ZBB8	9606.ENSP00000393832
Q9UHV8	9606.ENSP00000221797
Q96A00	9606.ENSP00000301242
Q96C90	9606.ENSP00000310117
Q8TAE6	9606.ENSP00000355260
Q9NXH3	9606.ENSP00000398342
Q96I34	9606.ENSP00000292539
Q96T49	9606.ENSP00000299824
P62136	9606.ENSP00000326031
P62140	9606.ENSP00000378769
P36873	9606.ENSP00000341779
Q15435	9606.ENSP00000234038
Q12972	9606.ENSP00000311677
Q96QC0	9606.ENSP00000365694
O60927	9606.ENSP00000365963
P67775	9606.ENSP00000418447
P62714	9606.ENSP00000221138
Q08209	9606.ENSP00000378323
P16298	9606.ENSP00000378306
P48454	9606.ENSP00000380878
A8MPX8	9606.ENSP00000373702
P60510	9606.ENSP00000279387
Q86T03	9606.ENSP00000381102
Q8N4L2	9606.ENSP00000285419
Q8TF05	9606.ENSP00000383402
Q9NY27	9606.ENSP00000349124
Q6NUP7	9606.ENSP00000305924
E7EU14	9606.ENSP00000471730
Q9UPN7	9606.ENSP00000414202
O75170	9606.ENSP00000478417
Q5H9R7	9606.ENSP00000377390
P13686	9606.ENSP00000468767
Q9NPH0	9606.ENSP00000463574
P11117	9606.ENSP00000256997
P15309	9606.ENSP00000323036
Q07869	9606.ENSP00000385523
Q03181	9606.ENSP00000310928
P37231	9606.ENSP00000287820
Q9BZG2	9606.ENSP00000270593
P05187	9606.ENSP00000375881
P09923	9606.ENSP00000295463
P10696	9606.ENSP00000295453
P05186	9606.ENSP00000363973
Q4J6C6	9606.ENSP00000386543
P48147	9606.ENSP00000358106
Q9HAB8	9606.ENSP00000361642
Q9UKL6	9606.ENSP00000268896
Q9H3Y8	9606.ENSP00000359198
O14829	9606.ENSP00000354871
O14830	9606.ENSP00000286719
P10619	9606.ENSP00000361562
Q8NEY8	9606.ENSP00000378935
P62937	9606.ENSP00000419425
P23284	9606.ENSP00000300026
P45877	9606.ENSP00000303057
Q08752	9606.ENSP00000303754
Q9UNP9	9606.ENSP00000361918
P30405	9606.ENSP00000225174
Q13427	9606.ENSP00000260970
O43447	9606.ENSP00000306614
Q9Y3C6	9606.ENSP00000362803
Q13356	9606.ENSP00000334553
Q8WUA2	9606.ENSP00000253329
Q8IXY8	9606.ENSP00000392257
O43586	9606.ENSP00000452746
Q9H939	9606.ENSP00000387261
Q8TCE9	9606.ENSP00000353893
P26678	9606.ENSP00000350132
P35813	9606.ENSP00000327255
O75688	9606.ENSP00000282412
O15297	9606.ENSP00000306682
Q8WY54	9606.ENSP00000312411
P49593	9606.ENSP00000263212
O15355	9606.ENSP00000342778
Q9ULR3	9606.ENSP00000228705
Q5JR12	9606.ENSP00000308926
Q8N3J5	9606.ENSP00000477341
Q5SGD2	9606.ENSP00000417659
Q96MI6	9606.ENSP00000387046
Q8N819	9606.ENSP00000397050
Q9Y570	9606.ENSP00000381461
O95428	9606.ENSP00000345395
P50336	9606.ENSP00000356978
P53041	9606.ENSP00000012443
O96001	9606.ENSP00000340125
Q6NYC8	9606.ENSP00000274853
Q13522	9606.ENSP00000257905
Q9UD71	9606.ENSP00000254079
Q8WVI7	9606.ENSP00000280295
Q6ZMI0	9606.ENSP00000294952
Q5T8A7	9606.ENSP00000349274
Q86WC6	9606.ENSP00000331065
Q5R3F8	9606.ENSP00000385277
Q7Z5V6	9606.ENSP00000344140
Q8TAP8	9606.ENSP00000292330
Q96LQ0	9606.ENSP00000298705
O75864	9606.ENSP00000221462
Q16821	9606.ENSP00000284601
Q86XI6	9606.ENSP00000308318
Q9UQK1	9606.ENSP00000238994
O95685	9606.ENSP00000360035
Q9H7J1	9606.ENSP00000408288
Q6ZSY5	9606.ENSP00000055335
Q7Z4L9	9606.ENSP00000315035
Q5VV67	9606.ENSP00000278070
P50897	9606.ENSP00000394863
Q9UMR5	9606.ENSP00000354608
Q8NI37	9606.ENSP00000346255
Q96BP3	9606.ENSP00000261308
O60828	9606.ENSP00000218224
Q5THK1	9606.ENSP00000331845
O75807	9606.ENSP00000200453
Q5SWA1	9606.ENSP00000356156
Q9BU68	9606.ENSP00000300557
P86496	9606.ENSP00000438757
A6NEV1	9606.ENSP00000372649
Q6ZRT6	9606.ENSP00000328768
Q6ZRP0	9606.ENSP00000396648
Q8NAV1	9606.ENSP00000257181
Q5VTL8	9606.ENSP00000359042
O75400	9606.ENSP00000386458
Q6NWY9	9606.ENSP00000448073
O60809	9606.ENSP00000235347
O60813	9606.ENSP00000480027
O95522	9606.ENSP00000350358
Q5VTA0	9606.ENSP00000365266
Q5VWM3	9606.ENSP00000485473
Q5VT98	9606.ENSP00000346275
A6NGN4	9606.ENSP00000485656
Q96KF2	9606.ENSP00000290294
D3DTV9	9606.ENSP00000484945
Q9UI14	9606.ENSP00000222008
O60831	9606.ENSP00000451962
O75915	9606.ENSP00000273258
Q86YV5	9606.ENSP00000481109
O95521	9606.ENSP00000332134
O60811	9606.ENSP00000240189
O60810	9606.ENSP00000235349
Q5TYX0	9606.ENSP00000480122
Q5VXH4	9606.ENSP00000365360
Q5VXH5	9606.ENSP00000484237
Q5VWM4	9606.ENSP00000349931
Q5VWM5	9606.ENSP00000365322
P78395	9606.ENSP00000445675
Q96QH2	9606.ENSP00000408342
Q96NZ9	9606.ENSP00000416126
Q9BXM0	9606.ENSP00000326018
P02812	9606.ENSP00000374013
Q04118	9606.ENSP00000442626
P10163	9606.ENSP00000279575
O43663	9606.ENSP00000377793
P48634	9606.ENSP00000365201
Q5JSZ5	9606.ENSP00000349856
Q9Y520	9606.ENSP00000343629
Q8NCQ7	9606.ENSP00000301039
Q92733	9606.ENSP00000271526
Q00LT1	9606.ENSP00000465932
Q9NQV6	9606.ENSP00000351686
Q9NQV5	9606.ENSP00000480626
Q9H4Q4	9606.ENSP00000253008
Q9H4Q3	9606.ENSP00000358217
Q9GZV8	9606.ENSP00000276594
P57071	9606.ENSP00000269844
Q9HAZ2	9606.ENSP00000270722
Q9NRG1	9606.ENSP00000318602
O75626	9606.ENSP00000358092
Q13029	9606.ENSP00000235372
Q9UKN5	9606.ENSP00000228437
Q9NQX1	9606.ENSP00000264808
Q9NQX0	9606.ENSP00000384725
Q9NQW5	9606.ENSP00000396732
Q9NQV8	9606.ENSP00000339764
Q9NQV7	9606.ENSP00000296682
Q06830	9606.ENSP00000262746
P32119	9606.ENSP00000301522
P30048	9606.ENSP00000298510
Q13162	9606.ENSP00000368646
P30044	9606.ENSP00000265462
P30041	9606.ENSP00000342026
Q9HCU5	9606.ENSP00000260643
P51888	9606.ENSP00000343924
Q5JRX3	9606.ENSP00000370377
Q8TCU6	9606.ENSP00000361009
Q70Z35	9606.ENSP00000288368
Q96I23	9606.ENSP00000273968
P13727	9606.ENSP00000312134
Q9Y2Y8	9606.ENSP00000287143
Q92954	9606.ENSP00000399679
Q9UBK2	9606.ENSP00000264867
Q86YN6	9606.ENSP00000312649
P06401	9606.ENSP00000325120
P49642	9606.ENSP00000350491
P49643	9606.ENSP00000484105
Q96MT3	9606.ENSP00000345064
Q7Z3G6	9606.ENSP00000295902
O43900	9606.ENSP00000470248
Q2TBC4	9606.ENSP00000404911
Q86XR5	9606.ENSP00000376848
P04156	9606.ENSP00000368752
Q96LW4	9606.ENSP00000313816
P78527	9606.ENSP00000313420
O60260	9606.ENSP00000355865
O75569	9606.ENSP00000318176
P51817	9606.ENSP00000262848
Q9Y255	9606.ENSP00000302114
Q8N945	9606.ENSP00000335675
P49683	9606.ENSP00000239032
P16471	9606.ENSP00000482954
P01236	9606.ENSP00000302150
P04554	9606.ENSP00000403681
Q9NNZ6	9606.ENSP00000325638
Q9UKY0	9606.ENSP00000306900
Q86SH4	9606.ENSP00000321242
E7EW31	9606.ENSP00000416033
P04070	9606.ENSP00000234071
O43272	9606.ENSP00000481127
P07737	9606.ENSP00000225655
P35080	9606.ENSP00000239940
P60673	9606.ENSP00000351379
Q8NHR9	9606.ENSP00000322170
P58294	9606.ENSP00000271331
Q9HC23	9606.ENSP00000295619
Q99935	9606.ENSP00000382485
Q16378	9606.ENSP00000228811
O43490	9606.ENSP00000426809
Q8N271	9606.ENSP00000318270
O75360	9606.ENSP00000311290
P27918	9606.ENSP00000247153
P07225	9606.ENSP00000377783
Q92786	9606.ENSP00000355925
Q3B8N5	9606.ENSP00000451223
P22891	9606.ENSP00000344458
Q92620	9606.ENSP00000268482
O60508	9606.ENSP00000357928
Q99633	9606.ENSP00000367835
Q9UMS4	9606.ENSP00000227524
P04280	9606.ENSP00000420826
Q8WWY3	9606.ENSP00000324122
Q86UA1	9606.ENSP00000348010
Q13523	9606.ENSP00000337194
O43172	9606.ENSP00000363313
O94906	9606.ENSP00000266079
Q6P2Q9	9606.ENSP00000460348
P02810	9606.ENSP00000379682
O43395	9606.ENSP00000315379
P23942	9606.ENSP00000230381
Q96S44	9606.ENSP00000361186
P60891	9606.ENSP00000361512
P11908	9606.ENSP00000381504
P21108	9606.ENSP00000424595
Q96HE9	9606.ENSP00000262293
Q9ULL5	9606.ENSP00000394510
Q9NZ81	9606.ENSP00000412064
Q9BWN1	9606.ENSP00000441641
Q8IV56	9606.ENSP00000317836
Q8N4B5	9606.ENSP00000319590
A6NJB7	9606.ENSP00000445247
Q8IZ63	9606.ENSP00000407653
Q96S07	9606.ENSP00000301698
Q8N8Z3	9606.ENSP00000414034
Q6MZM9	9606.ENSP00000343172
P0C7W0	9606.ENSP00000396936
Q53SZ7	9606.ENSP00000335017
B1ATL7	9606.ENSP00000360166
A8MZF0	9606.ENSP00000375311
Q9NV39	9606.ENSP00000379329
P0CG20	9606.ENSP00000386499
Q9H6K5	9606.ENSP00000482374
P79522	9606.ENSP00000365744
Q6MZQ0	9606.ENSP00000368144
P85299	9606.ENSP00000384848
Q8TB68	9606.ENSP00000327168
Q5T870	9606.ENSP00000357733
Q96M27	9606.ENSP00000421965
P81277	9606.ENSP00000165524
Q99946	9606.ENSP00000211413
Q7Z6L0	9606.ENSP00000456226
Q5FWE3	9606.ENSP00000392511
C9JH25	9606.ENSP00000415026
P54821	9606.ENSP00000239461
Q99811	9606.ENSP00000361547
P62333	9606.ENSP00000401802
O95084	9606.ENSP00000280258
Q9BQR3	9606.ENSP00000306390
Q8NF86	9606.ENSP00000293851
Q8N3Z0	9606.ENSP00000358714
A4D1T9	9606.ENSP00000297767
A1L453	9606.ENSP00000355719
Q7Z5A4	9606.ENSP00000401701
E5RG02	9606.ENSP00000430307
Q7RTY5	9606.ENSP00000401328
P62191	9606.ENSP00000261303
Q2L4Q9	9606.ENSP00000280606
Q6PEW0	9606.ENSP00000219301
Q6UWB4	9606.ENSP00000333003
P0CW18	9606.ENSP00000479745
Q6UWY2	9606.ENSP00000482358
Q8IYP2	9606.ENSP00000446916
P17980	9606.ENSP00000481029
P43686	9606.ENSP00000157812
P35998	9606.ENSP00000391211
P62195	9606.ENSP00000310572
Q86XN7	9606.ENSP00000332034
Q86WR7	9606.ENSP00000277570
Q2NL68	9606.ENSP00000380116
Q16651	9606.ENSP00000319730
Q2VWP7	9606.ENSP00000373937
P24158	9606.ENSP00000234347
Q86TP1	9606.ENSP00000271620
Q8WUY3	9606.ENSP00000365908
P20472	9606.ENSP00000216200
Q9UIG5	9606.ENSP00000259881
Q9UIG4	9606.ENSP00000259845
P25786	9606.ENSP00000414359
P25787	9606.ENSP00000223321
P25788	9606.ENSP00000216455
P25789	9606.ENSP00000044462
P28066	9606.ENSP00000271308
P60900	9606.ENSP00000261479
O14818	9606.ENSP00000359910
P55786	9606.ENSP00000320324
P40306	9606.ENSP00000351314
A5LHX3	9606.ENSP00000386212
P20618	9606.ENSP00000262193
P49721	9606.ENSP00000362334
P49720	9606.ENSP00000483688
P28070	9606.ENSP00000290541
P28074	9606.ENSP00000355325
P28072	9606.ENSP00000270586
Q99436	9606.ENSP00000259457
P28062	9606.ENSP00000364016
P28065	9606.ENSP00000363993
O43653	9606.ENSP00000301258
O75832	9606.ENSP00000217958
O00231	9606.ENSP00000261712
O00232	9606.ENSP00000348442
A5PKW4	9606.ENSP00000020673
Q9BQI7	9606.ENSP00000274710
Q9NYI0	9606.ENSP00000324127
Q8NDX1	9606.ENSP00000245796
O00487	9606.ENSP00000386541
Q14691	9606.ENSP00000262460
Q9Y248	9606.ENSP00000253462
Q9UQ72	9606.ENSP00000319140
P11464	9606.ENSP00000308970
P11465	9606.ENSP00000385706
Q16557	9606.ENSP00000332215
Q00888	9606.ENSP00000384770
Q15238	9606.ENSP00000382334
Q00889	9606.ENSP00000292125
Q13046	9606.ENSP00000421986
Q9UQ74	9606.ENSP00000305005
Q00887	9606.ENSP00000270077
O75475	9606.ENSP00000370109
Q8TAA3	9606.ENSP00000311121
Q99460	9606.ENSP00000309474
Q13200	9606.ENSP00000310129
O43242	9606.ENSP00000264639
P55036	9606.ENSP00000357879
Q16401	9606.ENSP00000210313
P51665	9606.ENSP00000219313
P48556	9606.ENSP00000215071
O00233	9606.ENSP00000440485
Q06323	9606.ENSP00000372155
Q9UL46	9606.ENSP00000216802
P61289	9606.ENSP00000293362
Q14997	9606.ENSP00000384211
Q92530	9606.ENSP00000338039
O95456	9606.ENSP00000329915
Q969U7	9606.ENSP00000325919
Q9BT73	9606.ENSP00000288607
P49768	9606.ENSP00000326366
P49810	9606.ENSP00000355747
P07988	9606.ENSP00000386346
Q8WXF1	9606.ENSP00000343966
P11686	9606.ENSP00000316152
O60542	9606.ENSP00000245810
Q6PGN9	9606.ENSP00000358925
Q8IV42	9606.ENSP00000357882
Q8IYL9	9606.ENSP00000267549
P0DJ07	9606.ENSP00000470539
Q6UWS5	9606.ENSP00000397881
P25105	9606.ENSP00000362965
Q7Z6K3	9606.ENSP00000344299
P26599	9606.ENSP00000349428
Q9UKA9	9606.ENSP00000359216
O95758	9606.ENSP00000414921
Q13635	9606.ENSP00000332353
Q9Y6C5	9606.ENSP00000361266
Q14761	9606.ENSP00000325589
O75127	9606.ENSP00000292478
Q8WV60	9606.ENSP00000370013
Q96EY7	9606.ENSP00000254630
Q6ISU1	9606.ENSP00000477815
P60484	9606.ENSP00000361021
Q96BW5	9606.ENSP00000367239
Q7RTS3	9606.ENSP00000365687
P41222	9606.ENSP00000360687
O14684	9606.ENSP00000342385
Q16647	9606.ENSP00000244043
Q14914	9606.ENSP00000385763
Q8N8N7	9606.ENSP00000452280
Q8N4Q0	9606.ENSP00000323678
Q03431	9606.ENSP00000321999
P49190	9606.ENSP00000272847
Q9Y3E5	9606.ENSP00000464327
Q3SYG4	9606.ENSP00000242067
Q96NR3	9606.ENSP00000368666
Q3KNS1	9606.ENSP00000417658
Q6ZW05	9606.ENSP00000341914
P12272	9606.ENSP00000441765
P01270	9606.ENSP00000282091
Q86Y79	9606.ENSP00000418661
Q13882	9606.ENSP00000442460
Q13308	9606.ENSP00000418754
P06454	9606.ENSP00000344547
P20962	9606.ENSP00000478828
Q06124	9606.ENSP00000340944
Q05209	9606.ENSP00000248594
Q12923	9606.ENSP00000394794
Q15678	9606.ENSP00000355923
Q99952	9606.ENSP00000175756
P18031	9606.ENSP00000360683
Q4JDL3	9606.ENSP00000363459
Q16825	9606.ENSP00000452414
Q9Y2R2	9606.ENSP00000352833
Q9H3S7	9606.ENSP00000265562
P17706	9606.ENSP00000311857
P26045	9606.ENSP00000363667
P29074	9606.ENSP00000263708
P54829	9606.ENSP00000351342
P29350	9606.ENSP00000391592
P35236	9606.ENSP00000309116
P43378	9606.ENSP00000482732
P21246	9606.ENSP00000341170
Q86YD1	9606.ENSP00000375717
Q15257	9606.ENSP00000377036
A2A3K4	9606.ENSP00000477817
Q8WUK0	9606.ENSP00000325958
Q92932	9606.ENSP00000374069
P18433	9606.ENSP00000369756
P23467	9606.ENSP00000334928
P08575	9606.ENSP00000411355
P23468	9606.ENSP00000370593
P23469	9606.ENSP00000254667
P10586	9606.ENSP00000353030
P23470	9606.ENSP00000418112
Q9HD43	9606.ENSP00000365528
Q12913	9606.ENSP00000400010
Q15262	9606.ENSP00000357196
P28827	9606.ENSP00000463325
Q16849	9606.ENSP00000295718
Q16827	9606.ENSP00000281171
Q9UMZ3	9606.ENSP00000482885
Q15256	9606.ENSP00000283228
Q13332	9606.ENSP00000349932
O14522	9606.ENSP00000362294
Q92729	9606.ENSP00000334941
P23471	9606.ENSP00000377047
Q03393	9606.ENSP00000280362
Q6GMV3	9606.ENSP00000330389
P48651	9606.ENSP00000430548
Q9BVG9	9606.ENSP00000308258
O95997	9606.ENSP00000377536
Q9NZH5	9606.ENSP00000424261
P53801	9606.ENSP00000328325
P26022	9606.ENSP00000295927
Q96A99	9606.ENSP00000293922
Q9UHX1	9606.ENSP00000434359
Q14671	9606.ENSP00000391723
Q8TB72	9606.ENSP00000338173
Q15397	9606.ENSP00000380982
Q06203	9606.ENSP00000264220
P22102	9606.ENSP00000371253
O15067	9606.ENSP00000313490
P22234	9606.ENSP00000382595
P30566	9606.ENSP00000485525
P31939	9606.ENSP00000236959
Q8N142	9606.ENSP00000333019
P30520	9606.ENSP00000355493
Q00577	9606.ENSP00000332706
Q96QR8	9606.ENSP00000379051
Q9UJV8	9606.ENSP00000418721
Q3MIT2	9606.ENSP00000326003
Q9BZE2	9606.ENSP00000227474
Q9H0K6	9606.ENSP00000415899
Q96PZ0	9606.ENSP00000348722
Q8N0Z8	9606.ENSP00000368318
Q6DKI7	9606.ENSP00000316675
P15151	9606.ENSP00000402060
Q13610	9606.ENSP00000387365
Q96N64	9606.ENSP00000305151
Q6NUJ5	9606.ENSP00000306324
Q15269	9606.ENSP00000291576
Q2TAK8	9606.ENSP00000467083
Q5H9M0	9606.ENSP00000338641
O75192	9606.ENSP00000300056
O96011	9606.ENSP00000358312
Q96HA9	9606.ENSP00000221480
Q5TGL8	9606.ENSP00000369636
Q6UX71	9606.ENSP00000366460
A1KZ92	9606.ENSP00000348645
Q92626	9606.ENSP00000252804
Q7Z7A4	9606.ENSP00000348472
Q9BRX8	9606.ENSP00000482445
Q8TBF2	9606.ENSP00000413218
Q7RTV5	9606.ENSP00000364382
Q9NR77	9606.ENSP00000321271
Q9Y6I8	9606.ENSP00000386385
Q8NFP0	9606.ENSP00000419944
Q8TE99	9606.ENSP00000286353
P11498	9606.ENSP00000377532
Q8WXC3	9606.ENSP00000304336
Q56P42	9606.ENSP00000428325
P11216	9606.ENSP00000216962
