PA37438	P31946
PA134922807	Q8IVL5
PA134890414	Q8IVL6
PA162399553	Q96FE7
PA134886398	P09131
PA32874	P13674;Q5VSQ6
PA32875	O15460;Q05DA4
PA134870931	Q7Z4N8
PA164724295	Q9NXG6
PA162399304	Q9BTU6
PA142671173	Q8TCG2
PA162403940	Q6IN85
PA162403977	Q5MIZ7
PA33781	O43422
PA36679	P04637;Q53GA5
PA33314	Q92569;Q8N381
PA34064	P32322
PA134881955	Q96C36
PA134889043	Q53H96
PA34065	P54886
PA33547	Q06416
PA134967898	O14683
PA143485659	Q8NBR0
PA162406776	Q9H3D4
PA142671746	Q86YP4
PA142671747	Q8WXI9
PA36684	O15350
PA33312	P27986
PA33313	O00459
PA32906	P68402
PA32907	Q15102
PA33361	P04054
PA271	P47712
PA165479070	P0C869
PA33365	Q9UP65
PA134974074	Q86XP0
PA142671170	Q68DD2;A5PKZ7
PA38267	Q9NZ20
PA32877	Q9UQ80
PA33366	P39877
PA270	P14555
PA33363	Q9UNK4
PA134889019	Q9NZK7
PA134931043	Q9BZM2
PA33360	O15496
PA162398551	Q9BRP4
PA134993933	Q9H8K7
PA32880	P11940
PA32891	Q86U42
PA32882	Q9H361;Q5VX58
PA32883	Q13310
PA32884	Q96DU9
PA24564	P18509
PA162406386	Q9H813
PA142670945	Q8IZE3
PA134942431	Q9H714
PA32896	Q9BY11;Q5TZC3
PA32897	Q9UNF0;Q6FIA3
PA32898	Q9UKS6
PA134909011	Q96M98
PA164724318	Q8N7B6
PA24565	P41586
PA134989529	Q6VY07
PA134941470	Q86VP3
PA25895	Q9BSG0
PA32899	Q9ULC6
PA32900	Q9Y2J8
PA32901	Q9ULW8
PA32903	Q9UM07
PA134975206	Q6TGC4
PA32904	P09466
PA134974023	Q15004
PA142671206	Q8N7H5
PA32910	Q99487
PA33368	Q13093
PA164724567	Q8NCC3
PA28522	O75459
PA142671202	Q7Z2X7
PA28523	O60829
PA142671204	Q96GU1
PA142672260	Q9BTK6
PA33690	P01298
PA33280	O14832
PA261	P05121
PA162398595	Q9ULR5
PA35500	P05120
PA134941557	Q9H074
PA134897284	Q9BPZ3
PA413	Q8NC51;Q5VU21;Q63HR1
PA32917	Q13153
PA32918	Q13177;A8K5M4
PA32919	O75914;B2RCU6
PA32920	O96013
PA32922	Q9P286;B0AZM9
PA32921	Q9NQU5
PA164724917	Q9Y536
PA162398608	Q86YC2
PA134986569	Q9ULE6
PA142671205	Q8WX93;B2RTX2
PA32924	Q8IXS6
PA165393890	A6NDB9
PA32925	Q9NP74
PA32923	O75781
PA164724339	Q6UXH9
PA162398664	Q504Q3
PA144596398	Q58A45
PA32928	Q8TE04
PA38048	Q9BZ23;Q6P1K9
PA134903180	Q9H999
PA134887214	Q9NVE7
PA25508	Q7Z3H0;Q0VAA8;Q5K617
PA32929	Q96RD7
PA32930	Q96RD6;B3KTT7;Q495U3
PA134920643	Q96QZ0
PA134907695	Q6QHF9
PA162398552	Q4VXU2
PA162398594	Q5JQF8
PA164723192	Q9NVV4
PA134949693	Q8NDF8
PA33523	Q5XG87;B7ZLL4;B4E0T3
PA32932	P51003
PA32933	Q9NRJ5;A4D1Z6
PA32934	Q9BWT3;Q9H7W6
PA32935	Q13219
PA33373	Q9BXP8
PA384	O43252
PA383	O95340;Q5TB52
PA134861801	Q96A54
PA128394711	Q86V24
PA134952039	Q6TCH7
PA134945614	Q8N4S7
PA142671199	Q9NXK6
PA134931897	Q6TCH4;Q5TCK7
PA142671200	Q86WK9
PA25934	Q8TEZ7;B3KXW6
PA134880790	Q6ZVX9
PA134910250	Q8IY49
PA30863	Q15546
PA134892853	Q53GL7
PA25507	Q9NR21
PA134953063	Q9H0J9;A4D1T0
PA134861585	Q460N5;Q8N546
PA134905094	Q460N3
PA134984504	Q8N5Y8
PA27946	P25116
PA27947	P55085
PA162398721	Q8TEW8
PA27948	O00254
PA27949	Q96RI0
PA32937	Q9NPB6
PA32938	Q9BYG5
PA32939	Q9BYG4
PA32936	Q8TEW0
PA32940	Q86W56
PA143485378	Q9NWS1
PA32946	Q99497
PA134939789	Q9H300
PA165664393	Q6UWI2
PA32949	O95453
PA32	P09874
PA24592	Q9UGN5
PA24593	Q9Y6F1
PA24591	Q9UKK3
PA134900863	Q2NL67
PA134870403	Q8IXQ6;Q59ER9
PA134885396	Q7Z3E1
PA32950	Q9NVD7
PA32951	Q9HBI1
PA32952	Q9HBI0
PA134909788	Q8IV76
PA32953	Q96RG2
PA164724368	Q8WXA2
PA164724383	Q6UY27
PA164724396	B3GLJ2
PA162398769	Q86TB9
PA164724408	C9JE40
PA162398806	Q9HBE1
PA32954	Q96IZ0
PA32955	P15863
PA32956	Q02962
PA32957	P23760;Q12777
PA32958	O43316
PA32959	Q02548
PA32960	P26367;Q66SS1
PA32961	P23759
PA32962	Q06710
PA32963	P55771;Q2L4T1
PA25861	Q9Y5B6;Q8N6E6
PA32964	Q6ZW49
PA34062	P49023;Q9BTK0;Q59GS5
PA143485344	Q9BUH6
PA162398846	Q86U86
PA128394657	Q9BVG4
PA134956095	Q96AQ6
PA162398821	P30039
PA134869958	Q9GZY1
PA32970	P40424;Q68DD6;A8K5V0
PA32971	P40425
PA32972	P40426;Q96AL5
PA32973	Q9BYU1
PA32996	Q9BZA7
PA32997	Q9BZA8
PA143485573	A6NKN8
PA162379508	A6NGG8
PA162394232	Q8NF37
PA162394265	Q7L5N7
PA32986	Q15365;Q53SS8
PA32987	Q15366
PA32990	P57721
PA32991	P57723
PA32992	P05165
PA32993	P05166
PA32995	Q9P2E7;Q9NSR3
PA32998	Q9NPG4
PA32999	Q96QU1;A2A3E6;A2A3E3;A2A3E7;A2A3E8
PA33000	Q96JQ0
PA33001	O14917
PA33002	Q9HCL0
PA33003	Q8TAB3;B3KU71
PA33004	Q8N6Y1;B3KSZ7
PA134953793	Q6V1P9;Q6V1P8
PA33009	Q9Y5I3
PA33014	Q9Y5H9
PA33015	Q9Y5H8
PA33016	Q9UN74
PA33017	Q9Y5H7
PA33018	Q9UN73
PA33019	Q9UN72
PA33020	Q9Y5H6
PA33021	Q9Y5H5
PA33010	Q9Y5I2
PA33011	Q9Y5I1
PA33012	Q9UN75
PA33013	Q9Y5I0
PA33025	Q9Y5F3
PA33036	Q9Y5E7
PA33037	Q9Y5E6
PA33038	Q9Y5E5
PA33039	Q9Y5E4
PA33040	Q9Y5E3
PA33041	Q9Y5E2
PA33042	Q9UN66
PA33043	Q9Y5E1
PA33026	Q9UN67
PA33027	Q9Y5F2
PA33028	Q9Y5F1
PA33029	Q9Y5F0;Q9HAB4
PA33030	Q9Y5E9
PA33031	Q9Y5E8
PA33032	Q9NRJ7
PA33022	Q9H158
PA33023	Q9Y5I4
PA33044	Q9Y5H4
PA33048	Q9Y5H1
PA33049	Q9Y5H0
PA33050	Q9Y5G9
PA33051	Q9Y5G8
PA33052	Q9Y5G7
PA33053	Q9Y5G6
PA33054	Q9Y5G5
PA33055	Q9Y5G4
PA33045	Q9Y5H3
PA33046	Q9Y5H2
PA33047	O60330
PA33056	Q9Y5G3
PA33057	Q9Y5G2
PA33058	Q9Y5G1
PA33059	Q9UN71
PA33060	Q9Y5G0
PA33061	Q9Y5F9
PA33062	Q9Y5F8
PA33064	Q9UN70;Q9BR81
PA33065	Q9Y5F7;A4FU17
PA33066	Q9Y5F6
PA32994	Q08174;B3KQM8
PA33006	O60245
PA33007	O95206
PA33008	Q9HC56
PA142671196	O94913
PA162403775	Q96NT5
PA134976631	Q9BSM1
PA37516	P35227
PA34433	Q3KNV8
PA134929149	Q86SE9
PA134887110	Q9BYE7
PA36986	Q15645
PA144596397	Q5JVF3;A8K097
PA33069	P35558
PA33070	Q16822
PA162399462	Q7Z2X4
PA33072	Q9Y6V0
PA33073	Q15154;A2RUU9
PA142671194	Q96MG8
PA25750	Q9NV79
PA263	P12004
PA143485572	Q8WW12
PA33079	O95613
PA33083	Q15113
PA33084	Q9UKZ9
PA134864901	Q8IVA1
PA33087	P48539
PA33705	P42785
PA33090	Q9UHG2
PA33092	Q6UW60;B3KQ28
PA33093	Q92824
PA32895	P29122
PA33094	Q16549
PA38617	Q8NBP7
PA134905848	Q96RV3
PA33081	A6NKB5;B3KNZ5
PA38680	Q9H6A9
PA134919147	Q63HM2;B6ZDM2
PA33099	P49585
PA33100	Q9Y5K3
PA33101	Q99447
PA134959852	Q9UHG3
PA147357517	Q8NBM8
PA134915280	Q9NZQ7
PA134891547	Q9BQ51
PA28891	Q9Y5Y4
PA285	Q13258
PA33111	Q9BUL8
PA33116	Q8WUM4
PA33110	Q15116
PA33112	Q16342
PA33113	Q53EL6
PA33114	O14737
PA33115	O75340;Q53FC3
PA33117	Q8N8D1;Q6IEG3
PA134987062	Q8N4E4
PA134979849	Q9H2J4
PA144596395	Q9BRP1
PA33120	Q9Y233
PA33121	Q9HCR9
PA162399016	Q6L8Q7
PA33122	P54750
PA33123	Q01064;Q7Z364
PA33124	Q14123
PA33125	O00408;Q8IW54
PA33126	Q14432
PA33127	Q13370;A7E2E5
PA33128	P27815
PA33129	Q07343;Q59GM8
PA264	Q08493;Q32MM7;P78505;Q7KYS4;O43849
PA33130	Q08499
PA33132	O76074
PA33133	P16499
PA33134	P35913;B4DHV7
PA33135	P51160
PA33136	O43924;Q6IB24
PA33139	Q13946
PA33140	Q9NP56
PA33141	O60658
PA33142	O95263;B3KMJ9;Q3ZCW6
PA33143	O76083
PA33144	P04085
PA33145	P01127
PA33146	Q9NRA1
PA134892327	Q9GZP0
PA32876	P07237
PA33153	Q13087
PA29000	P30101
PA142671190	P13667
PA142671191	Q14554
PA134977905	Q15084
PA164724442	Q8N807
PA134866227	Q9Y2S7
PA134899124	Q9BY77
PA134959839	Q8N165
PA33154	Q15118
PA33155	Q15119
PA33156	Q15120
PA33157	Q16654;A4D1H4
PA33158	O00151
PA33159	Q96JY6
PA134970631	Q53GG5
PA134869796	P50479
PA134917248	Q96HC4
PA128394546	Q9NR12
PA33607	Q9P0J1;Q6P1N1;B4DYX8
PA165450460	Q9P2J9
PA134881233	Q8WWR9
PA33160	O15530
PA142671187	Q86YL7
PA25667	Q9NUG6
PA162399027	Q29RF7
PA162399098	Q9NTI5
PA162399173	P52945
PA162399182	Q6P996
PA33162	O00764
PA134860950	Q9NZ53
PA33163	P01213
PA134968632	Q5EBL8
PA142671188	Q13113
PA33164	O15018
PA134896313	Q76G19
PA142671189	Q9H5P4
PA134916380	Q8NEN9
PA165450481	Q8IXQ8
PA286	P34995
PA287	P43116
PA288	P43115;O00325
PA289	P35408;A0PJF5
PA33166	Q15121;B1AKZ4
PA134922698	Q6ZS72
PA162399233	Q5VY43
PA26114	Q13951
PA32968	P30086
PA165585814	Q96S96
PA33167	P16284
PA134967510	Q9BY49
PA25790	Q9H1Q7
PA143485471	Q96HM7
PA35508	P36955
PA142671184	Q9UBV8
PA33170	Q86TG7;B4DSP0
PA33171	Q9GZU2;Q96Q96
PA33172	Q96FA3;Q53T26
PA33173	Q9HAT8
PA142671185	Q8N2H9
PA33174	Q9BRX2
PA142671186	Q8IZL8
PA33175	Q9UBM1
PA142671122	Q9NZ42
PA33176	P01210
PA162377675	Q96RR1;Q9H6V3
PA33224	P0DJD9
PA33228	P20142
PA33181	P12955
PA31702	Q8NDH3
PA33602	O60437
PA33184	O15534
PA33185	O15055
PA33186	P56645;A2I2N5
PA27841	P11678
PA33732	P14222
PA33816	P41219;B3KWQ6
PA30439	P22079
PA243	P05164
PA134944221	Q96FX8
PA36694	P07202;Q6P534;Q502Y3
PA33190	O00541;B2RDF2
PA33193	O60683
PA33196	O00623
PA33197	Q92968
PA33198	O75381
PA33199	Q9Y5Y5
PA34058	P40855;B7Z6I5
PA33192	O43933
PA134983458	Q7Z412
PA34060	P28328
PA33200	P56589
PA134892044	Q8IYB4
PA34063	P50542;B4DR50
PA33201	Q13608
PA33202	O00628;Q6FGN1
PA134977844	Q96BD5
PA134872136	Q96EK2
PA290	P43088
PA33204	P10720
PA33207	O60925
PA33208	Q9UHV9;B1AQP2
PA37285	P61758
PA33209	Q9NQP4
PA33210	Q99471
PA29304	O15212;Q5STK2
PA33215	P17858;Q7L2M7
PA33216	P08237
PA33217	Q01813
PA38347	Q9BZM1;Q542Y6
PA38573	Q9BX93
PA165663488	Q9H720
PA33225	P18669;Q6FHU2
PA33226	P15259
PA142671183	Q8N0Y7
PA143485574	Q96HS1
PA162399235	Q75T13
PA165543520	Q9UHJ9
PA165432310	Q96FM1
PA134919893	Q96JS3
PA134877743	Q6P3X8
PA134927747	Q8N328
PA134885912	Q96DM1
PA134905621	Q8N414
PA29537	P98160
PA24616	P16112
PA134868393	Q96GW7
PA29424	P15428
PA33949	Q9H7Z7
PA33147	P16234
PA33148	P09619;Q59F04
PA33149	Q15198
PA142672576	Q32M88
PA24346	P23219
PA293	P35354
PA33234	P00558
PA33237	P07205
PA162393771	Q8NBL1
PA33242	P36871;B7Z6C2;B4DDQ8
PA134938366	Q6PCE3
PA33243	Q96G03
PA33245	Q15124
PA165479208	A6NFU8
PA33247	Q9NXJ5
PA142671180	Q32NB8
PA33246	A6NDG6
PA33248	O00264;Q6IB11
PA33241	O75594
PA134929965	Q96PD5
PA134861692	Q96LB9
PA134902492	Q96LB8
PA25346	P21810
PA27177	P07585;Q6FH10
PA34156	Q92696
PA33233	P53609
PA34157	P53611;Q6IB63
PA32911	P00439
PA142671201	Q9NWQ8
PA134923900	Q9C0D0
PA134944445	O75167
PA128394750	Q96KR7
PA134959472	Q8IZ21
PA164724444	Q9H814
PA142671181	Q99623
PA33251	P35232;A8K401
PA27619	P78364;Q6GMQ3
PA27620	Q8IXK0
PA134886018	Q8NDX5
PA33258	P78562
PA134972675	Q8WUB8
PA134947696	Q9UIL8
PA134954478	Q96QT6
PA134901883	Q86YI8
PA134867397	O94880;B4DG57
PA134911501	Q5T6S3;B3KV88
PA33259	O43189
PA25644	Q9BVI0
PA142671175	Q9BUL5
PA134993280	Q9UPV7
PA33260	O75151
PA33261	Q92576
PA134876104	Q7RTV0
PA33263	Q8IWS0
PA38541	Q9BWX1;Q9NS08
PA134889361	Q9UPP1
PA165479224	C9JFL3
PA134906827	Q96FC7
PA33265	Q8WWQ0
PA33271	Q16816
PA33272	P15735
PA33274	Q8WV24
PA37053	Q53GA4
PA33275	Q9Y5J5
PA134917952	Q86UU1;Q6ZUD6
PA134884060	Q86SQ0
PA28842	P80108
PA165429055	O60346
PA165450496	Q6ZVD8;Q3ZCW4
PA33119	Q13371
PA162396053	Q9Y3A3
PA33276	Q8TCT1
PA134947617	Q8TCD6
PA33109	P20941
PA134948141	Q9NRX4;Q9P019
PA164724459	Q9P1Y6
PA142671197	Q9H0N5
PA32985	P61457
PA33278	Q9UMS5
PA33279	Q8N3S3
PA28093	O14813
PA33467	Q99453
PA134959674	Q5SRE7
PA33281	Q92561
PA33282	O43692
PA134867616	Q6UXB8
PA291	P43119
PA33315	Q99570
PA134890823	Q8WYR1
PA162399570	Q5UE93
PA162399615	P48426
PA162399640	P78356
PA162399665	Q8TBX8;B3KQV3
PA162399305	P42356;Q4LE69
PA162399420	Q9UBF8
PA33327	Q99755
PA33328	O14986
PA33329	O60331
PA134926015	Q5T9C9
PA164720918	Q15735
PA143485382	Q8IYJ0
PA33285	O75925
PA134933292	O75928
PA134989011	Q9Y6X2;B3KNI3
PA134945903	Q8N2W9
PA162399421	Q8WXW3
PA33287	Q13492
PA33760	Q9NRD5
PA30445	Q9HB75
PA134930761	Q9H5I5
PA162399475	Q9H611
PA142672472	Q8TCI5
PA33288	P37287;B3KUV7
PA33290	Q92521
PA33291	Q92535
PA33293	Q07326;Q6IB04
PA143485575	Q5H8A4;Q8NCI4
PA33295	Q14442
PA33297	Q9Y2B2
PA38718	Q9H3S5
PA33298	O95427
PA134993507	Q8TEQ8
PA27498	P57054
PA33299	Q9BRB3
PA33300	P01833
PA33301	Q96S52;Q96IR5;Q8NBL9
PA33302	Q969N2
PA162399506	Q9H490
PA134952230	Q9NUD9
PA134894412	Q7Z7B1
PA134928970	Q8TBF5
PA143485576	Q3MUY2;Q96I23
PA142671171	Q86VD9
PA162399535	Q9NWS0
PA162399536	Q8WWB5
PA134882142	Q9NQM4
PA134873007	Q9UKJ1
PA134906700	Q9UKJ0
PA33318	P11309
PA33319	Q9P1W9
PA134980758	Q86V86
PA142671874	Q9BSJ6
PA33320	Q13526
PA33324	Q9Y237
PA33484	Q9H307
PA33325	Q9BXM7
PA165585852	Q96BK5
PA165450001	Q9GZU8
PA33335	Q00169
PA33336	P48739
PA33326	P12273
PA134870022	O00625
PA33333	Q9UG56
PA33534	P28069
PA128394642	Q9UKF7
PA142672446	Q9GZP4
PA33337	O00562;B2R787
PA134963002	Q9BZ72;Q9UF51
PA134971883	Q9BZ71;A1A5C9
PA33338	P78337
PA33339	Q99697
PA33340	O75364
PA33341	Q96J94
PA38461	Q8TC59
PA38332	Q7Z3Z3
PA38333	Q7Z3Z4
PA33342	Q8NG27
PA134873520	O43164
PA134927047	Q0ZLH3
PA134928299	Q9NWT1
PA38282	Q8TDX9
PA134874396	Q7Z442
PA33344	Q9P0L9
PA33345	Q9NZM6
PA33307	Q8NEB9
PA33308	P42336
PA33309	P42338
PA33310	O00329;A7E2E0
PA33311	P48736
PA162409890	Q9ULU4
PA35521	P98161
PA33343	Q13563
PA165697259	Q504Y2
PA33347	Q9NTG1
PA162399667	Q96PX9
PA33401	Q9HB21;B3KQL5
PA33402	Q9HB19;A8K727
PA33403	Q9HB20
PA33404	Q9H4M7
PA134949896	Q9HAU0;B4DHK5
PA134955964	Q9Y2H5
PA134894945	Q6IQ23
PA134926954	Q96JA3
PA134868961	O95397
PA38787	Q9UF11
PA134885873	Q96CS7
PA33348	P08F94
PA134928547	Q96S99
PA128394715	Q9H8W4
PA134922441	Q9ULL1;Q5JYA6
PA134893492	Q9H7P9
PA134925358	A1L390
PA142671163	Q58EX7
PA142671164	O94827
PA142671165	Q3KR16
PA162399708	Q6ZR37
PA134879998	Q9ULM0
PA134912826	Q8IVE3
PA143485577	Q7Z736
PA134936152	Q9NW61
PA134950222	Q86WI1
PA134906881	Q9Y4G2
PA134888781	Q8IWE5
PA162399738	Q6ZWE6
PA142671166	Q494U1
PA142671167	Q53GL0
PA162399756	Q8TD55
PA134886856	Q5SXH7
PA33769	Q16512
PA33770	Q16513
PA134919098	Q6P5Z2
PA33354	P55347;Q96I87;Q6PKH2
PA33355	Q96KN3
PA33356	Q13835
PA33357	Q99959
PA33358	Q9Y446
PA33359	Q99569
PA28916	Q8TCW9
PA30014	Q8NFJ6
PA134952162	Q9H875
PA134890176	A1L4L8
PA134955851	Q53H76
PA33369	Q13018
PA33371	Q9HBJ0
PA33374	Q8WY50
PA134950814	Q9NZF1
PA134941839	Q5JTB6
PA33378	Q6DJT9
PA30009	P14923
PA33379	Q9UM63;A1YLA1
PA33380	Q9UPG8
PA33370	Q9Y263
PA29445	Q9HDD0
PA29446	Q9NWW9
PA164724584	P53816
PA34230	Q9UL19
PA142671672	Q96KN8;B4DY88;Q8NE88
PA134891309	Q6P1J6;B2RWP8
PA164724597	Q6P4A8
PA164724624	Q8NHP8
PA24621	Q99943
PA33384	Q9NQ66
PA33385	Q00722;Q59F77
PA33386	Q01970
PA33387	Q15147
PA24622	O15120
PA24623	Q9NRZ7
PA33388	P51178;A8K8F9
PA33389	Q8N3E9
PA33390	Q9BRC7
PA134961047	Q9NRZ5
PA33391	Q9P212
PA134952751	Q9NUQ2
PA33392	P19174;Q4LE43
PA33393	P16885
PA134914471	O75038
PA33394	Q15111
PA33395	Q9UPR0
PA134878642	Q9NUJ7
PA134928848	Q0VAA5
PA134886053	Q63HM9;B3KXD1
PA134875646	Q86YW0
PA164742228	Q13393;Q59EA4
PA33397	O14939
PA162403903	Q96N28
PA162403922	Q9Y3B1
PA134887482	Q8IV08
PA134861676	Q96BZ4
PA142671168	Q8N7P1
PA164724625	Q8N2A8
PA134990658	Q8IUK5
PA33399	Q15149
PA134963543	Q9NYT0
PA33400	P08567
PA134915529	Q6UQ28
PA33203	P02776
PA33406	Q02325
PA33231	P49763;Q53XY6
PA134974174	Q6UW63
PA134904072	Q7Z4H8
PA33409	O60240
PA24569	Q99541;Q6FHZ7
PA165394001	O60664
PA165394042	Q96Q06
PA165394043	Q00G26
PA33410	P53350
PA134940798	Q9NYY3
PA26664	Q9H4B4
PA36205	O00444
PA38572	Q9Y342
PA33405	P00747;Q5TEH5
PA28441	O00168
PA33411	Q02809
PA33412	O00469
PA33413	O60568;Q9UG85
PA33415	Q04941
PA33810	O94903
PA134887192	Q8N8W4;B8XXQ3
PA134903083	Q96AD5
PA38592	Q9NST1
PA134910531	P41247
PA134869344	Q7Z6Z6
PA145148268	Q8IY17
PA134935962	Q6ZV29
PA145148236	Q9NP80
PA33367	O60733
PA33552	O14494
PA33554	O43688
PA33553	O14495
PA134907381	Q5VZY2
PA142671154	Q8NEB5
PA142671155	Q8IY26
PA134931886	Q8NBV4
PA134882132	Q96GD0
PA33416	O43660
PA134964114	Q9HBL7
PA33419	O15162
PA33420	Q9NRY7
PA33421	Q9NRY6
PA33422	Q9NRQ2
PA134902268	A0PG75
PA33417	Q14651
PA30312	P13796
PA33418	P13797;B4DPW9
PA273	P55058
PA33424	Q9BX97
PA33426	O75051
PA33427	P51805
PA162399757	Q9HCM2
PA33429	O43157
PA33430	O15031
PA33431	Q9ULL4;A8K920
PA33432	O60486
PA128394602	Q9Y4D7
PA35863	O43808
PA35781	P40967
PA162399822	Q969W9;Q5JY37
PA33438	Q6P1K2
PA38464	Q8TBY8
PA25401	P07738
PA142671161	Q8WZA1
PA142672374	Q8NAT1
PA33439	P29590
PA33440	Q92871
PA33441	O15305
PA33444	Q01453;Q6FH25
PA33447	P54277
PA33448	P54278
PA33465	Q15126;Q6FGV9
PA385	Q99640
PA142671293	Q6XQN6
PA134892245	Q8NA58
PA162402984	Q8TF01;Q8TEZ9
PA33476	Q8N490
PA33477	Q96T60
PA162399835	Q86V59
PA162399847	Q9ULN7
PA33481	Q8ND90
PA33482	Q9UL42;Q5U5Z3
PA38667	Q9UL41
PA38668	Q96PV4
PA274	P11086
PA162399854	Q9NRX1
PA33485	Q13519
PA31694	P00491
PA134915565	Q9NVS9
PA134915354	Q8TCS8
PA33804	Q12796
PA134931421	Q9NPJ4
PA128394614	Q8TEM1
PA33536	P14859
PA33537	P09086
PA134963258	Q9UKI9
PA33538	Q03052
PA33539	P20265;B3KTH8
PA33540	P20264
PA33541	P49335
PA33542	Q01851
PA33543	Q12837
PA33544	Q15319
PA33545	Q01860;D2IYK3
PA162399970	Q8N7G0
PA33548	Q14863
PA134969420	P78424
PA165698089	Q8NBT0
PA165513299	Q8TC44;A0MNP0
PA165660427	Q8NA72
PA134980106	Q7Z5L7
PA31710	Q9NP85
PA33493	O00592;Q96N83
PA134937695	Q8WVV4
PA38684	Q9P215
PA38685	Q7Z3K3
PA279	Q9Y253
PA33502	Q9UNA4
PA33503	Q9UBT6
PA142671123	Q5K4E3
PA134898606	Q9Y244
PA33527	Q9Y6A1
PA134980627	Q9UKY4
PA33529	P27169
PA33530	Q15165
PA33531	Q15166
PA162399855	Q6PEZ8;A8K3W6
PA134907403	Q99575;Q96F88
PA128394660	Q969H6
PA134887425	O75817
PA25469	Q8NE79
PA134982197	Q9HBU9
PA134935151	Q9HBV1
PA134906089	Q9H237;B3KQ96
PA162404779	Q9H8P0
PA143485643	Q8N131
PA134900304	Q15063
PA164724702	A0JP26
PA134934904	Q9NUX5;A8MTK3;Q5MJ33
PA164724701	Q6S8J7
PA164724729	B2RU33
PA164724756	Q86YR6
PA164724783	Q6S8J3
PA164724818	A5A3E0
PA164724853	Q6S5H5
PA24458	Q6S545
PA165697301	P0CG38
PA165697368	P0CG39
PA165479276	A6NI47
PA33619	Q9BZL4
PA33657	B7ZBB8
PA134923011	Q9UHV8
PA33623	Q96A00
PA33624	Q96C90
PA33630	Q8TAE6
PA33631	Q9NXH3;Q4V755
PA33634	Q96I34
PA33635	Q96T49
PA33609	P62136
PA33610	P62140
PA33611	P36873
PA33658	Q15435
PA33659	Q12972;Q6ICT4
PA33612	Q96QC0;Q2L6I0;Q58F28
PA33614	O60927;A2BEK1
PA33663	P67775;B3KUN1
PA33664	P62714
PA33678	Q08209
PA33679	P16298
PA33680	P48454
PA33683	P60510
PA134919069	Q86T03
PA142670771	Q8N4L2
PA33684	Q8TF05
PA38520	Q9NY27
PA164724938	Q6NUP7
PA165394108	Q9UPN7
PA165378360	O75170
PA25487	Q5H9R7
PA24448	P13686
PA134930830	Q9NPH0
PA24446	P24666;Q59EH3
PA24447	P11117
PA24449	P15309
PA280	Q07869
PA33557	Q03181
PA281	P37231;D2KUA6
PA24450	Q9BZG2
PA24730	P05187
PA24728	P09923
PA24731	P10696
PA24729	P05186
PA142671134	Q4J6C6
PA33730	P48147;Q9UM02
PA142671158	Q9HAB8
PA33098	Q9UKL6;Q549N3
PA25691	Q9H3Y8
PA33564	O14829
PA33565	O14830
PA33572	P10619;B4E324
PA134881011	Q8NEY8
PA33574	P62937
PA33580	P23284
PA33581	P45877
PA33582	Q08752
PA33583	Q9UNP9
PA33584	P30405
PA33585	Q13427
PA33586	O43447;Q6FH36
PA33587	Q9Y3C6
PA33588	Q13356
PA33589	Q9H2H8
PA33590	Q8WUA2
PA134939571	Q8IXY8
PA33931	O43586
PA33932	Q9H939
PA134882378	Q8TCE9
PA272	P26678;Q5R352
PA33603	P35813;B2R8E4
PA33604	O75688
PA33605	O15297
PA134943567	Q8WY54
PA134935566	P49593
PA33606	O15355;Q6IAU5
PA38354	Q9ULR3
PA142671150	Q5JR12
PA134912083	Q8N3J5
PA134871016	Q5SGD2
PA142671151	Q96MI6
PA165394107	Q8N819
PA142671152	Q9Y570
PA134914395	O95428;B3KXI1
PA33608	P50336
PA33686	P53041
PA33687	O00743
PA134908901	O96001
PA134918172	Q6NYC8
PA33636	Q13522
PA33639	Q9UD71;B3KVQ9
PA33640	Q8WVI7
PA164722001	Q6ZMI0
PA134869847	Q5T8A7
PA27555	Q86WC6
PA162385040	Q5R3F8
PA144596485	Q7Z5V6
PA162380520	Q8TAP8
PA134955014	Q96LQ0
PA33651	Q16821
PA33652	Q86XI6
PA33653	Q9UQK1
PA33654	O95685;Q86X09
PA33656	Q6ZSY5
PA162394588	Q7Z4L9
PA134886297	Q5VV67
PA33688	P50897
PA33689	Q9UMR5
PA143485580	Q8NI37
PA142671149	Q96BP3
PA33693	O60828
PA145149425	Q5THK1
PA33632	O75807
PA33633	Q5SWA1
PA165432527	Q9BU68
PA165505473	P86496;P86481;P86479;P86480;P86478
PA165698130	A6NEV1
PA165698144	Q6ZRT6
PA165698175	Q6ZRP0
PA142671125	Q8NAV1
PA142671126	Q5VTL8;Q69YH0
PA28195	O75400;Q05C41
PA143485582	Q6NWY9
PA142671147	O60809
PA142671148	O60813
PA145148158	O95522
PA145148169	Q5VWM6
PA145148171	Q5SWL7
PA145148194	Q5VTA0
PA145148195	Q5VWM3
PA145148198	Q5VT98
PA162400009	A3QJZ6
PA164725009	Q96KF2
PA34155	Q9UI14
PA134955002	O60831
PA134898937	O75915
PA142671138	O95521
PA142671139	O60811
PA142671141	O60810
PA142671142	Q5TYX0
PA142671143	Q5VXH4
PA142671144	Q5VXH5
PA142671145	Q5VWM4
PA142671146	Q5VWM5
PA33698	P78395
PA142671137	Q96QH2
PA134981678	Q96NZ9;A6XND8
PA33843	Q9BXM0
PA33701	Q04118
PA33702	P10163
PA33703	O43663
PA25263	P48634
PA165585468	Q5JSZ5;Q9BU62
PA165750415	Q9Y520
PA165432492	Q8NCQ7
PA33704	Q92733;Q96FT4
PA162400025	Q00LT1
