UniRef100_P31946	P31946;V9HWD6
UniRef100_L8E7W3	L8E7W3
UniRef100_Q9MYH8	Q9MYH8;Q7YNY6;Q9MYI2;Q7YP25;A0A076V767
UniRef100_A0A2I7FSV7	U5IQN3;R4ZGR7;A0A2I7FSV7
UniRef100_A1KXQ2	A1KXQ2
UniRef100_C9WCW8	C9WCW8;E9LY40;D5FWB3
UniRef100_L8E835	L8E835
UniRef100_L8E948	L8E948
UniRef100_Q504U6	Q504U6
UniRef100_Q58A70	Q58A70
UniRef100_A0A059QK23	A0A059QK23
UniRef100_Q6RCP8	Q29728;Q6RCP8
UniRef100_A0A0A1HAW1	A0A0A1HAW1
UniRef100_O62920	O62920
UniRef100_Q30024	Q30024
UniRef100_A0A0B5J139	A0A0B5J139
UniRef100_E3WH36	E3WH36;B2YGA3;D5FZS7
UniRef100_Q96CE4	Q96CE4
UniRef100_A0A098CM30	A0A098CM30
UniRef100_A0A583ZBM7	D3Y2R2;C9E1G4;Q9GIN5;F2X5V0;A0A583ZBM7;F4YZT8;G1EPI9;C7FDR1;E3SWJ0;I7GGT2;C5IZT6;D4P2X7;F4YZU4;A0A583ZBL6
UniRef100_D3VVN8	D3VVN8
UniRef100_D4HP97	D4HP97;F8R195;D7NQX2;D5FWA9;J7F8L8;E0YTL1;F1AQP1;D5FI03;E7BY98;C9WCR4;C9WEN7;I6MHI0;C7FDR2;G1EPR1
UniRef100_Q13382	Q13382
UniRef100_Q2VPA0	Q2VPA0
UniRef100_Q2XP30	Q2XP30
UniRef100_Q6I9S9	Q6I9S9
UniRef100_Q6LDX5	Q6LDX5
UniRef100_Q6P712	Q6P712
UniRef100_Q6PIX0	Q6PIX0
UniRef100_A0A0A7C3K2	A0A0A7C3K2
UniRef100_A0A0A7C8F4	A0A0A7C8F4
UniRef100_A0A0A7C8G7	A0A0A7C8G7;A0A0G2R1D1;A0A0A7C5N5
UniRef100_A1YEQ3	Q7Z3P1
UniRef100_A0A060KS66	A0A060KS66
UniRef100_A1YZK1	A1YZK1
UniRef100_J7HH10	J7HH10
UniRef100_J7JXN6	J7JXN6
UniRef100_L8EAB8	L8EAB8
UniRef100_H2QZV8	Q2HZY9
UniRef100_B7Z885	B7Z885
UniRef100_D2KC07	D2KC07
UniRef100_L8EBF9	L8EBF9
UniRef100_A0A068BC99	A0A068BC99
UniRef100_A0A068J146	A0A068J146
UniRef100_R9UV10	R9UV10
UniRef100_A0A1S5QR49	A0A1S5QR49
UniRef100_A0A1S5UZ24	A0A1S5UZ24
UniRef100_A0A1W6EPH4	A0A1W6EPH4
UniRef100_A0A1S5QQT0	A0A1S5QQT0
UniRef100_A0A1S6NTK4	A0A1S6NTK4
UniRef100_A0A1W1B6F6	A0A1W1B6F6;A0A2K9VPW2;Q45YJ1;Q9GIN9
UniRef100_A0A1W1RMX8	A0A1W1RMX8
UniRef100_A0A1W2PPU0	A0A1W2PPU0
UniRef100_A0A1W2PQT6	A0A1W2PQT6
UniRef100_A0A1W2PS45	A0A1W2PS45
UniRef100_A0A1W2PS91	A0A1W2PS91
UniRef100_A0A2D1LVN8	A0A2D1LVN8
UniRef100_A0A1B1HY30	A0A1B1HY30
UniRef100_A0A288QXT9	A0A1X9I3Y6;A0A288QXT9;A0A0U2XJU5;A0A2H4G3X0
UniRef100_A0A1C8DVK9	A0A1C8DVK9;A0A1L2BM33
UniRef100_A0A1C8DVR3	A0A1C8DVR3;A0A186VNK6
UniRef100_A0A1D0BZT6	A0A1D0BZT6
UniRef100_A0A1D5RMT0	A0A1D5RMT0
UniRef100_A0A0E3DCR5	A0A0E3DCR5;A0A0G4KC23
UniRef100_A0A140VK37	A0A140VK37
UniRef100_Q7Z5B4-5	A0A0S2Z607
UniRef100_A0A0G2JLZ4	A0A0G2JLZ4;E4W3V5
UniRef100_A0A0G2JPV6	A0A0G2JPV6
UniRef100_A0A0S2VHB8	A0A0S2VHB8
UniRef100_A0A2J8TBX5	A0A0S2Z480
UniRef100_A0A0S2Z5G3	A0A0S2Z5G3;A0A1B0GTU6
UniRef100_A0A126GWN6	A0A126GWN6
UniRef100_A0A0H5BM62	A0A0H5BM62
UniRef100_F4NC13	Q8HWN8;C7E566;F4NC13
UniRef100_Q8SP68	Q8SP68
UniRef100_L8E8U9	L8E8U9
UniRef100_Q2LC36	Q2LC36
UniRef100_Q8WVX4	Q8WVX4
UniRef100_T1W120	T1W120
UniRef100_T1WEP8	T1WEP8
UniRef100_T2HLX9	T2HLX9
UniRef100_A6ZID5	A6ZID5
UniRef100_A7E1W7	A7E1W7
UniRef100_C9WCZ1	C9WCZ1;G0ZDT2;I6M545;I6M546;F2VYK0
UniRef100_I2GUK3	I2GUK3
UniRef100_Q32Q20	Q32Q20;A0JLT9
UniRef100_Q6UY30	Q6UY30
UniRef100_Q6V4Z4	Q6V4Z4
UniRef100_Q9H6J4	Q9H6J4
UniRef100_A0A059QJL5	A0A059QJL5
UniRef100_A0A059RHP6	A0A059RHP6
UniRef100_A0A059RPY2	A0A059RPY2
UniRef100_A0A059SF52	A0A059SF52
UniRef100_L7XLN7	L7XLN7
UniRef100_L8E7Y5	L8E7Y5
UniRef100_L8E8P7	L8E8P7
UniRef100_M4MFB3	M4MFB3
UniRef100_A0A2H4RK91	Q14SN2;D7NNQ7;A0A2H4RK91;Q1G4P2
UniRef100_A0S244	A0S244
UniRef100_B2R6U9	B2R6U9
UniRef100_B2RE66	B2RE66
UniRef100_Q6ZVH0	Q6ZVH0
UniRef100_A0A0B6XK26	A0A0B6XK26
UniRef100_H0VCW3	V9H012;Q7Z7J0;A0A0X9QC09;Q6LE81
UniRef100_A0A2J8IKH7	A0A2H4Z8E2
UniRef100_A0A2I7FST4	A0A2I7FST4;Q58P06
UniRef100_A0A2K4Z9W7	A0A2K4Z9W7
UniRef100_A0A4D6FLX9	A0A4D6FLX9
UniRef100_A0A0S4T1I6	A0A1L2BME2;A0A0X7YRH8;A0A1C8DVI6;A0A2H4G472;A0A109NRG2;A0A141AZB8;A0A0X7YLE5;A0A0X7YJ44;A0A288Q9Y5;A0A0X7YYQ8;A0A141AZC3;A0A141AZC2;A0A0X7YU09;A0A109NRF7;A0A0S4T1I6;A0A0X7YJZ1
UniRef100_A0A1L5YTJ2	A0A1L5YTJ2
UniRef100_A0A1U9X7D6	A0A1U9X7D6
UniRef100_A0A1U9X7L5	A0A1U9X7L5
UniRef100_A0A1X9I4J7	A0A1X9I4J7
UniRef100_A0A140T9H5	A0A140T9H5
UniRef100_A0A0U1RQN6	A0A0U1RQN6
UniRef100_A0A0U1RRA5	A0A0U1RRA5
UniRef100_A0A167RN49	A0A167RN49
UniRef100_A0A0E3DC48	A0A0E3DC48;A0A0G2R0V7;A0A0G2R0R7;A0A0E3DCB4;A0A0G2R1N9;A0A0E3DCW6;A0A0G2R0W8
UniRef100_A0A0S2Z3S9	A0A0S2Z3S9
UniRef100_A0A0U1RRB5	A0A0U1RRB5
UniRef100_A0A140VJE7	A0A140VJE7
UniRef100_A0A455JVT9	A0A455JVT9
UniRef100_A0A0G2JHA9	A0A0G2JHA9
UniRef100_A0A0G2JP11	A0A0G2JP11
UniRef100_A0A2K6P629	A0A0G2JR54
UniRef100_A0A0S2Z500	A0A0S2Z500
UniRef100_A0A0S2IKY7	A0A0S2IKY7
UniRef100_A0A0S2Z3W0	A0A0S2Z3W0
UniRef100_Q9H0M4-4	A0A0S2Z5N7
UniRef100_A0A126GVR2	A0A126GVR2
UniRef100_A0A126GVS8	A0A126GVS8
UniRef100_A0A126GWB6	A0A126GWB6
UniRef100_A0A0M4KDX3	A0A0M4KDX3
UniRef100_A0A1X9I3Y3	A0A1X9I3Y3
UniRef100_A0A1S5QQY4	A0A1S5QQY4
UniRef100_A0A1S5QRD2	A0A1S5QRD2
UniRef100_A0A1W2PP99	A0A1W2PP99
UniRef100_A0A1W2PPD8	A0A1W2PPD8
UniRef100_A0A1W2PQM1	A0A1W2PQM1
UniRef100_A0A286RYY1	A0A286RYY1
UniRef100_A0A288QA17	A0A288QA17
UniRef100_A0A288R1V5	A0A288R1V5
UniRef100_A0A1C8DWJ7	A0A1C8DWJ7
UniRef100_A0A3G2Y4K4	A0A3G2Y4K4
UniRef100_A0A1L2BMA9	A0A1L2BMA9;E0X619
UniRef100_A0A4D6FMB3	A0A4D6FMB3
UniRef100_A0A1X9I4Y1	A0A1X9I4Y1;A0A1C8DUX4
UniRef100_A0A1S5QR80	A0A1S5QR80;A0A0N7A6J9;A0A288QD63;A0A0A7C5Q3
UniRef100_A0A1U9X8H1	A0A1U9X8H1
UniRef100_A0A1W2PS29	A0A1W2PS29
UniRef100_A0A1Z2RPA9	A0A1Z2RPA9
UniRef100_A0A1L3HDY8	A0A1L3HDY8
UniRef100_A0A1P8P1S9	A0A1P8P1S9
UniRef100_A0A1X9I522	A0A1X9I522
UniRef100_A0A1U9X790	A0A1U9X790
UniRef100_A0A1U9X817	A0A1U9X817
UniRef100_A0A1U9X8I9	A0A1U9X8I9
UniRef100_A0A1W1B5L8	A0A1W1B5L8;Q9TPR7
UniRef100_A0A1W2PNV2	A0A1W2PNV2
UniRef100_A0A1W2PP71	A0A1W2PP71
UniRef100_A0A1W2PRN9	A0A1W2PRN9
UniRef100_A0A1Z1VNI8	A0A1Z1VNI8
UniRef100_A0A2H5CP65	A0A288Q9M5;A0A2H5CP65
UniRef100_A0A2H4G2K1	A0A2H4G2K1;A0A2H4FZE6
UniRef100_A0A1W2PPE6	A0A1W2PPE6
UniRef100_A0A1W2PS68	A0A1W2PS68
UniRef100_A0A286MC51	A0A286MC51
UniRef100_A0A1P8VY24	A0A1P8VY24
UniRef100_A0A1S5QR87	A0A1S5QR87
UniRef100_A0A1W2PNY2	A0A1W2PNY2
UniRef100_A0A1W2PNY5	A0A1W2PNY5
UniRef100_A0A1W2PQ64	A0A1W2PQ64
UniRef100_A0A1W2PQE4	A0A1W2PQE4
UniRef100_A0A1W2PR83	A0A1W2PR83
UniRef100_A0A1W2PRT5	A0A1W2PRT5
UniRef100_A0A1Z2R896	A0A1Z2R896
UniRef100_A0A1X7SBZ2	A0A1X7SBZ2
UniRef100_A0A223PY77	A0A223PY77
UniRef100_A0A1W2PQQ9	A0A1W2PQQ9
UniRef100_A0A1W2PRG6	A0A1W2PRG6
UniRef100_A0A1W2PRW5	A0A1W2PRW5
UniRef100_A0A1X7SBT2	A0A1X7SBT2
UniRef100_A0A286MC64	A0A286MC64;A0A2I4Q068
UniRef100_A0A286YER2	A0A286YER2
UniRef100_A0A288Q9X0	A0A288Q9X0;A0A2I4PZH3
UniRef100_A0A288QCL9	A0A288QCL9
UniRef100_A0A2I2JL03	A0A2I2JL03
UniRef100_A0A2I4PZL3	A0A2I4PZL3
UniRef100_A0A2L0A456	A0A2L0A456
UniRef100_A0A286RNG5	A0A286RNG5
UniRef100_A0A286SD65	A0A286SD65
UniRef100_A0A288Q999	A0A288Q999
UniRef100_A0A2L1DGH3	A0A292FP66;H9C8X8;A0A2L1DGH3;Q708F0
UniRef100_A0A2I4PZ17	A0A2I4PZ17
UniRef100_A0A2I4PZM3	A0A2I4PZM3;A0A2I4PZQ0
UniRef100_A0A2H4FZS3	A0A2H4FZS3;A0A2I4PZU1;A0A2H4FZS0
UniRef100_A0A2H4G3K5	A0A2H4G3K5;A0A2U7N6Q4
UniRef100_A0A2H4PWH9	A0A2H4PWH9
UniRef100_A0A2H4V0T8	A0A2H4V0T8
UniRef100_A0A2C9F2R7	A0A2C9F2R7
UniRef100_A0A2K4X4N9	A0A2K4X4N9;A0A2U7MWK4
UniRef100_A0A2R8Y701	A0A2R8Y701
UniRef100_A0A2R8YCM3	A0A2R8YCM3
UniRef100_A0A4W2CHY4	A0A2R8YDW6
UniRef100_A0A2R8YEW7	A0A2R8YEW7
UniRef100_A0A2R8Y833	A0A2R8Y833
UniRef100_A0A2S1KLT7	A0A2S1KLT7
UniRef100_H2R285	A0A2R8Y4T2;A0A2R8Y2A9
UniRef100_A0A2R8Y5A1	A0A2R8Y5A1
UniRef100_A0A2R8Y5R8	A0A2R8Y5R8
UniRef100_A0A2R8Y761	A0A2R8Y761
UniRef100_A0A2R8Y7I2	A0A2R8Y7I2
UniRef100_A0A2K4X4K0	A0A2K4X4K0
UniRef100_A0A2U3QLG6	A0A2U3QLG6
UniRef100_A0A2K8FKR1	A0A2K8FKR1
UniRef100_A0A2R8YCW8	A0A2R8YCW8
UniRef100_A0A2R8YD21	A0A2R8YD21
UniRef100_A0A2U3RU19	A0A2U3RU19
UniRef100_A0A2U3RU89	A0A2U3RU89
UniRef100_A0A2U8J906	A0A2U8J906
UniRef100_A0A2X0SEX5	A0A2X0SEX5
UniRef100_A0A342YA86	A0A342YA86
UniRef100_A0A343ERX5	A0A343ERX5
UniRef100_A0A343F577	A0A343F577
UniRef100_A0A343F8H1	A0A343F8H1
UniRef100_A0A343LPX8	A0A343LPX8
UniRef100_A0A343SU48	A0A343SU48
UniRef100_A0A343UE68	A0A343UE68
UniRef100_A0A345AJB1	A0A345AJB1
UniRef100_A0A385HVY8	A0A385HVY8
UniRef100_A0A386L1T8	A0A386L1T8
UniRef100_A0A386NCW0	A0A386NCW0
UniRef100_A0A3B3ISP4	A0A3B3ISP4
UniRef100_A0A3B3ISR4	A0A3B3ISR4
UniRef100_A0A3B3ITG8	A0A3B3ITG8
UniRef100_A0A3B3ITU6	A0A3B3ITU6
UniRef100_A0A3B3ITU8	A0A3B3ITU8
UniRef100_Q8WYB5-2	A0A3B3IU93;A0A3B3ITI0
UniRef100_A0A3S6RIB1	A0A3S6RIB1
UniRef100_A0A2U3TZN6	A0A2U3TZN6
UniRef100_A0A2U8J8M1	A0A2U8J8M1
UniRef100_A0A2U8J8Y4	A0A2U8J8Y4
UniRef100_A0A343GFG4	A0A343GFG4
UniRef100_A0A343GJ29	A0A343GJ29
UniRef100_A0A344ARI6	A0A344ARI6;D3K5V4
UniRef100_A0A386NCU2	A0A386NCU2
UniRef100_A0A387L8C4	A0A387L8C4
UniRef100_A0A3B3IS98	A0A3B3IS98
UniRef100_A0A3B3ISE8	A0A3B3ISE8
UniRef100_A0A3B3IT18	A0A3B3IT18
UniRef100_A0A3B3IUD0	A0A3B3IUD0
UniRef100_A0A3G5BD46	A0A3G5BD46
UniRef100_A0A2R8YD12	A0A2R8YD12
UniRef100_A0A2R8YE18	A0A2R8YE18
UniRef100_A0A2R8YEG3	A0A2R8YEG3
UniRef100_A0A2R8YEH4	A0A2R8YEH4;A0A2R8YCU3
UniRef100_A0A2R8Y5I5	A0A2R8Y5I5
UniRef100_A0A2R8Y606	A0A2R8Y606
UniRef100_A0A2R8Y6G9	A0A2R8Y6G9
UniRef100_A0A2R8Y6L0	A0A2R8Y6L0
UniRef100_A0A2R8Y720	A0A2R8Y720
UniRef100_A0A2R8Y7J7	A0A2R8Y7J7
UniRef100_A0A2R8YFW8	A0A2R8YFW8
UniRef100_A0A342Y3K6	A0A342Y3K6
UniRef100_A0A091DWQ4	A0A2R8Y677
UniRef100_A0A2R8Y6S4	A0A2R8Y6S4
UniRef100_A0A2R8Y6U1	A0A2R8Y6U1
UniRef100_A0A2R8YFA5	A0A2R8YFA5
UniRef100_A0A343EFC1	A0A343EFC1
UniRef100_A0A343HXG4	A0A343HXG4
UniRef100_A0A343LF01	A0A343LF01
UniRef100_A0A343YSN9	A0A343YSN9
UniRef100_A0A346LZY5	A0A346LZY5
UniRef100_A0A383S279	A0A383S279;Q8SNB1;Q860R8
UniRef100_A0A410P8C3	A0A410P8C3
UniRef100_A0A499FJ85	A0A499FJ85
UniRef100_A0A4P8VSN6	A0A4P8VSN6
UniRef100_A0A386IPL0	A0A386IPL0
UniRef100_A0A3B3IQ51	A0A3B3IQ51
UniRef100_A0A3G1NJS2	A0A3G1NJS2
UniRef100_A0A3G9CMW0	A0A3G9CMW0
UniRef100_A0A3S6RF12	A0A3S6RF12
UniRef100_A0A3S6RGR8	A0A3S6RGR8;A0A3S6RGS4
UniRef100_A0A3B0IT57	A0A3B0IT57
UniRef100_A0A3B0MQP0	A0A3B0MQP0
UniRef100_A0A3B3IRZ8	A0A3B3IRZ8
UniRef100_A0A3B3IS00	A0A3B3IS00
UniRef100_A0A3B3ISJ4	A0A3B3ISJ4
UniRef100_A0A3B3IT12	A0A3B3IT12
UniRef100_A0A3G5ATA1	A0A3G5ATA1
UniRef100_A0A484HK63	A0A484HK63
UniRef100_A0A5C2FWQ8	A0A5C2FWQ8
UniRef100_A0A5C2FXC3	A0A5C2FXC3
UniRef100_A0A5C2FYH5	A0A5C2FYH5
UniRef100_A0A5C2G016	A0A5C2G016
UniRef100_A0A5C2G228	A0A5C2G228
UniRef100_A0A5C2G3F7	A0A5C2G3F7
UniRef100_A0A5C2G4F0	A0A5C2G4F0
UniRef100_A0A5C2G5N5	A0A5C2G5N5
UniRef100_A0A5C2G6S1	A0A5C2G6S1
UniRef100_A0A5C2G7V2	A0A5C2G7V2
UniRef100_A0A5C2GB58	A0A5C2GB58
UniRef100_A0A5C2GNX3	A0A5C2GNX3
UniRef100_A0A5C2GWM1	A0A5C2GWM1
UniRef100_A0A5C2FWT9	A0A5C2FWT9
UniRef100_A0A5C2FXS6	A0A5C2FXS6
UniRef100_A0A5C2FZB5	A0A5C2FZB5
UniRef100_A0A5C2G0W1	A0A5C2G0W1
UniRef100_A0A5C2G3J7	A0A5C2G3J7
UniRef100_A0A5C2GE77	A0A5C2GE77
UniRef100_A0A5C2GMS8	A0A5C2GMS8
UniRef100_A0A5C2GTV2	A0A5C2GTV2
UniRef100_A0A590UJV7	A0A590UJV7
UniRef100_A0A4P2SSJ6	A0A4P2SSJ6
UniRef100_A0A4P2SSS7	A0A4P2SSS7
UniRef100_A0A4P2SSM5	A0A4P2SSM5
UniRef100_A0A4P2SR43	A0A4P2SR43
UniRef100_A0A4P9D212	A0A4P9D212
UniRef100_A0A5C2FYG6	A0A5C2FYG6
UniRef100_A0A5C2G167	A0A5C2G167
UniRef100_A0A5C2G973	A0A5C2G973
UniRef100_A0A5C2G9U3	A0A5C2G9U3
UniRef100_A0A5C2GB35	A0A5C2GB35
UniRef100_A0A5C2GCN1	A0A5C2GCN1
UniRef100_A0A5C2GFV1	A0A5C2GFV1
UniRef100_A0A5C2GFZ3	A0A5C2GFZ3
UniRef100_A0A5C2GLQ4	A0A5C2GLQ4
UniRef100_A0A5C2GP22	A0A5C2GP22
UniRef100_A0A5C2GR42	A0A5C2GR42
UniRef100_A0A5C2GV62	A0A5C2GV62
UniRef100_A0A5C2GXE0	A0A5C2GXE0
UniRef100_A0A5C2FUT3	A0A5C2FUT3
UniRef100_A0A5C2FWX4	A0A5C2FWX4
UniRef100_A0A5C2G4D7	A0A5C2G4D7
UniRef100_A0A5C2GB75	A0A5C2GB75
UniRef100_A0A5C2GC03	A0A5C2GC03
UniRef100_A0A5C2GG40	A0A5C2GG40
UniRef100_A0A5C2GMF3	A0A5C2GMF3
UniRef100_A0A5C2GNP0	A0A5C2GNP0
UniRef100_A0A5C2GPF3	A0A5C2GPF3
UniRef100_A0A5C2GPX0	A0A5C2GPX0
UniRef100_A0A5C2GQF5	A0A5C2GQF5
UniRef100_A0A5C2GQW7	A0A5C2GQW7
UniRef100_A0A5C2GT43	A0A5C2GT43
UniRef100_A0A5C2GTE8	A0A5C2GTE8
UniRef100_A0A5C2GTS1	A0A5C2GTS1
UniRef100_A0A5C2GWJ7	A0A5C2GWJ7
UniRef100_A0A583ZC31	A0A583ZC30;A0A583ZC31;F8TIA1
UniRef100_A0A590UJ08	A0A590UJ08
UniRef100_A0A590UJU4	A0A590UJU4
UniRef100_A0A5A4U9W7	A0A5A4U9W7
UniRef100_A0A4V1FUG5	A0A4V1FUG5
UniRef100_A0A5C2GKB1	A0A5C2GKB1
UniRef100_A0A5C2GKP6	A0A5C2GKP6
UniRef100_A0A5C2GLW7	A0A5C2GLW7
UniRef100_A0A590UJL7	A0A590UJI1;A0A590UJL7
UniRef100_A0A5C2FX99	A0A5C2FX99
UniRef100_A0A5C2FZQ9	A0A5C2FZQ9
UniRef100_A0A5C2FZX9	A0A5C2FZX9
UniRef100_A0A5C2G296	A0A5C2G296
UniRef100_A0A5C2G444	A0A5C2G444
UniRef100_A0A5C2G5K0	A0A5C2G5K0
UniRef100_A0A5C2G5M0	A0A5C2G5M0
UniRef100_A0A5C2G6J5	A0A5C2G6J5
UniRef100_A0A5C2GAJ6	A0A5C2GAJ6
UniRef100_A0A5C2GEN9	A0A5C2GEN9
UniRef100_A0A5C2GGE1	A0A5C2GGE1
UniRef100_A0A5C2GI73	A0A5C2GI73
UniRef100_A0A5C2GK48	A0A5C2GK48
UniRef100_A0A5C2GM65	A0A5C2GM65
UniRef100_A0A5C2GNW0	A0A5C2GNW0
UniRef100_A0A5C2GPI6	A0A5C2GPI6
UniRef100_A0A5C2GUC2	A0A5C2GUC2
UniRef100_A0A5C2GVD4	A0A5C2GVD4
UniRef100_A0A5C2GW96	A0A5C2GW96
UniRef100_A0A5C2GXX0	A0A5C2GXX0
UniRef100_A0A5C2G9F8	A0A5C2G9F8
UniRef100_A0A5C2GPW5	A0A5C2GPW5
UniRef100_A0A5C2GXG9	A0A5C2GXG9
UniRef100_A0A5C2H0K9	A0A5C2H0K9
UniRef100_A0A583ZC34	A0A583ZC34
UniRef100_A0A1Z2RTQ9	A0A583ZAZ5;A0A583ZB32;A0A1Z2RTQ9
UniRef100_A0A5C2G6C9	A0A5C2G6C9
UniRef100_A0A5C2FVM9	A0A5C2FVM9
UniRef100_A0A5C2FZB9	A0A5C2FZB9
UniRef100_A0A5C2FZR7	A0A5C2FZR7
UniRef100_A0A5C2G276	A0A5C2G276
UniRef100_A0A5C2G2E9	A0A5C2G2E9
UniRef100_A0A5C2G630	A0A5C2G630
UniRef100_A0A5C2G9A5	A0A5C2G9A5
UniRef100_A0A5C2GCJ2	A0A5C2GCJ2
UniRef100_A0A5C2GCM6	A0A5C2GCM6
UniRef100_A0A5C2GCQ3	A0A5C2GCQ3
UniRef100_A0A5C2GDF4	A0A5C2GDF4
UniRef100_A0A5C2GEM7	A0A5C2GEM7
UniRef100_A0A5C2GGR4	A0A5C2GGR4
UniRef100_A0A5C2GHY3	A0A5C2GHY3
UniRef100_A0A5C2GIN6	A0A5C2GIN6
UniRef100_A0A5C2GKE1	A0A5C2GKE1
UniRef100_A0A5C2GKP9	A0A5C2GKP9
UniRef100_A0A5C2GKQ2	A0A5C2GKQ2
UniRef100_A0A5C2GLR2	A0A5C2GLR2
UniRef100_A0A5C2GPP4	A0A5C2GPP4
UniRef100_A0A5C2GPV8	A0A5C2GPV8
UniRef100_A0A5C2GRH4	A0A5C2GRH4
UniRef100_A0A5C2GSU9	A0A5C2GSU9
UniRef100_A0A5C2GTJ6	A0A5C2GTJ6
UniRef100_A0A5C2GTL8	A0A5C2GTL8
UniRef100_A0A5C2GUU6	A0A5C2GUU6
UniRef100_A0A5C2GV25	A0A5C2GV25
UniRef100_A0A5C2GVL7	A0A5C2GVL7
UniRef100_A0A5C2GZ56	A0A5C2GZ56
UniRef100_B3KM48	B3KM48
UniRef100_B4DJ01	B4DJ01
UniRef100_B4DRW5	B4DRW5
UniRef100_B4DYZ1	B4DYZ1
UniRef100_B4DZ29	B4DZ29
UniRef100_D9ZB55	D9ZB55
UniRef100_E1NZ85	E1NZ85
UniRef100_Q12771	Q12771
UniRef100_Q1ZYL7	Q1ZYL7;B3KUV6
UniRef100_Q495U0	Q495U0
UniRef100_Q59GL8	Q59GL8
UniRef100_A0A455AD80	Q8WXU1
UniRef100_A0A286LD90	A5JSG6;A0A583ZB12;A0A286LD90
UniRef100_E1U1M8	E1U1M8
UniRef100_Q59GF2	Q59GF2
UniRef100_Q59GR0	Q59GR0
UniRef100_B4E0P6	Q59HF1;B4E0P6
UniRef100_S4TZK4	S4TZK4
UniRef100_B2R4D8	B2R4D8
UniRef100_D6ML11	D6ML11
UniRef100_D6PZZ7	D6PZZ7;U3RCQ5
UniRef100_F8K9X7	F8K9X7
UniRef100_Q69YX3	Q69YX3
UniRef100_Q7YPZ5	Q7YPZ5
UniRef100_B2ZSE2	B2ZSE2
UniRef100_B4DER5	B4DER5
UniRef100_B4DEY4	B4DEY4
UniRef100_B4DZL5	B4DZL5
UniRef100_B4YDT0	B4YDT0
UniRef100_B4DE74	B4DE74
UniRef100_B4DK08	B4DK08
UniRef100_B4DV94	B4DV94
UniRef100_G9HRK6	G9HRK6
UniRef100_E6Y2G6	E6Y2G6
UniRef100_X5C9T0	X5C9T0
UniRef100_X5CR12	X5CR12
UniRef100_X5D8X0	X5D8X0
UniRef100_A0A1B0GWI6	A0A1B0GV59;A0A1B0GWI6
UniRef100_A0A1B0GVN8	A0A1B0GVN8
UniRef100_A6NFU8-2	A0A1B0GWH3
UniRef100_A0A5C2FUY7	A0A5C2FUY7
UniRef100_A0A5C2FVX3	A0A5C2FVX3
UniRef100_A0A5C2FWI4	A0A5C2FWI4
UniRef100_A0A5C2FWQ1	A0A5C2FWQ1
UniRef100_A0A5C2FY09	A0A5C2FY09
UniRef100_A0A5C2FYQ3	A0A5C2FYQ3
UniRef100_A0A5C2G008	A0A5C2G008
UniRef100_A0A5C2G4C1	A0A5C2G4C1
UniRef100_A0A5C2G4H2	A0A5C2G4H2
UniRef100_A0A5C2G4L6	A0A5C2G4L6
UniRef100_A0A5C2G6H9	A0A5C2G6H9
UniRef100_A0A5C2G6J3	A0A5C2G6J3
UniRef100_A0A5C2G7Q1	A0A5C2G7Q1
UniRef100_A0A5C2G8Z3	A0A5C2G8Z3
UniRef100_A0A5C2G9Y3	A0A5C2G9Y3
UniRef100_A0A5C2GDA8	A0A5C2GDA8
UniRef100_A0A5C2GDY9	A0A5C2GDY9
UniRef100_A0A5C2GDZ4	A0A5C2GDZ4
UniRef100_A0A5C2GEN4	A0A5C2GEN4
UniRef100_A0A5C2GFI7	A0A5C2GFI7
UniRef100_A0A5C2GHT2	A0A5C2GHT2
UniRef100_A0A5C2GIM3	A0A5C2GIM3
UniRef100_A0A5C2GK18	A0A5C2GK18
UniRef100_A0A5C2GKE5	A0A5C2GKE5
UniRef100_A0A5C2GKL1	A0A5C2GKL1
UniRef100_A0A5C2GMR3	A0A5C2GMR3
UniRef100_A0A5C2GNL5	A0A5C2GNL5
UniRef100_A0A5C2GPP1	A0A5C2GPP1
UniRef100_A0A5C2GSF9	A0A5C2GSF9
UniRef100_A0A5C2GTG9	A0A5C2GTG9
UniRef100_A0A5C2GU12	A0A5C2GU12
UniRef100_A0A5C2GUG8	A0A5C2GUG8
UniRef100_A0A5C2GUZ2	A0A5C2GUZ2
UniRef100_A0A5C2GVG1	A0A5C2GVG1
UniRef100_A0A5C2GVS1	A0A5C2GVS1
UniRef100_A0A5C2GXE7	A0A5C2GXE7
UniRef100_A0A5C2GXN4	A0A5C2GXN4
UniRef100_A0A5C2H0Q4	A0A5C2H0Q4
UniRef100_A0A5C2G2W2	A0A5C2G2W2
UniRef100_A0A5C2G4K2	A0A5C2G4K2
UniRef100_A0A5C2G7G4	A0A5C2G7G4
UniRef100_A0A5C2G7H2	A0A5C2G7H2
UniRef100_A0A5C2GEE5	A0A5C2GEE5
UniRef100_A0A5C2GHV9	A0A5C2GHV9
UniRef100_A0A5C2GKI1	A0A5C2GKI1
UniRef100_A0A5C2GUC9	A0A5C2GUC9
UniRef100_A0A5C2GVX1	A0A5C2GVX1
UniRef100_A0A5C2GWS4	A0A5C2GWS4
UniRef100_A0A5C2H0E6	A0A5C2H0E6
UniRef100_A0A5C2H2R0	A0A5C2H2R0
UniRef100_A0A5C2FSX6	A0A5C2FSX6
UniRef100_A0A5C2G3N4	A0A5C2G3N4
UniRef100_A0A5C2G3U7	A0A5C2G3U7
