K16197	P31946;P27348;P63104;D0PNI1;V9HWD6
K04257	Q9H208;P58181;Q9H209;Q9H207;Q8NH74;Q8NGE5;Q8NGE0;Q8NH19;Q96KK4;Q8NGC4;Q8NGN3;Q8NGN6;Q8NGN5;Q8NGN4;Q9Y4A9;O60403;O60404;Q8NGA5;Q8NGA6;P30954;Q5JRS4;Q8NHC4;Q8NGX5;Q6IF99;Q8NGE3;Q8NGQ4;Q8NGX6;Q8NGN2;Q8NGX3;Q8NGI7;Q8NGF6;Q8NGY0;Q8NGY1;Q9GZK7;Q8NGC1;Q8NG94;Q8NH07;Q8NGC9;Q8NGC7;Q8NGC8;B2RN74;Q8NGX0;P58182;Q9UGF7;Q8NGR1;Q8NGS9;Q8NGS6;Q8NGS5;Q8NGS8;Q8NGS7;Q8NGT0;Q8NGV5;Q8NGS4;Q8NGZ3;Q8NG92;Q8NGT2;Q8NHC5;Q8NHC7;A6ND48;Q9UGF5;Q8NGT7;Q96R47;A4D2G3;Q8NHA4;Q9H205;A6NM03;Q8NG84;Q8NGE2;A6NND4;Q8NGZ9;Q8NH01;Q8NG77;Q8NH04;Q8NH02;Q8NG76;Q8NGX1;Q8NGX2;Q8NGL6;Q8NH70;Q6IF82;A6NHA9;Q8NGB8;Q8NGA8;O95013;Q8NGJ7;Q8NGJ6;Q8NH64;Q9Y5P1;Q9Y5P0;Q9H339;Q9H340;Q8NGF3;Q8TCB6;Q9H255;Q8NH61;Q8NGK1;Q8NGK0;Q8NH63;Q9H343;Q9H344;Q9H342;Q8NGJ5;Q9H341;Q8NH59;Q8NGJ8;Q8NGJ9;Q9H2C8;Q9UKL2;Q9H2C5;Q96RD2;Q8NGK2;Q8NGF0;Q9H346;Q8NGJ3;Q8NGJ4;Q8NGH9;Q96RD3;Q6IFG1;Q8NGJ2;Q8NGK6;Q8NH67;Q8NH60;Q8NGK4;Q8NGK3;Q8NGH7;Q8NGK5;Q8NH53;Q8NGI0;Q8NGI2;Q8NH56;Q8NGF1;Q6IF63;P0C646;Q8NGH5;Q8NH54;Q8NGH8;P0C7T3;Q8NGI3;Q8NH76;Q9NZP5;Q8NH90;Q8NGI8;Q8NGF4;Q8NGP9;Q8N127;Q8NGC0;A6NHG9;A6NDH6;A6NJZ3;A6NDL8;A6NIJ9;A6NCV1;A6NL08;A6NM76;Q6IFN5;Q6IF36;Q9P1Q5;Q9Y585;Q8NGR6;Q15619;P34982;P58170;P30953;P47887;O43749;P47890;O60431;Q8NGS3;Q8NGS2;Q8NGS1;Q8NGR3;Q8NH94;Q8NH93;Q8NGR5;Q8NGR2;Q8NGR8;Q8NGA1;Q8NGS0;Q8NGR9;Q15612;Q8NH92;Q8NGQ3;Q8NGT9;Q6IF42;O95047;Q96R48;Q96R45;Q9GZK3;O76000;P58173;Q5JQS5;O95371;Q8N628;Q9H210;Q8NGH3;Q13607;O95006;Q8NGZ5;Q8NGZ4;Q5TZ20;Q9GZK4;O95918;Q9GZK6;O76002;O76001;Q8NGT1;Q8NH16;Q8NG85;Q8NG80;Q8NGY9;Q8N349;Q96R28;Q8NG83;Q96R27;A3KFT3;Q8NG81;Q9NQN1;O43869;Q6IF00;Q8NH03;Q8NH00;Q6IEZ7;Q8NHC8;A6NH00;Q8NHB1;Q96R30;Q9Y3N9;Q7Z3T1;A6NFC9;Q8NGV0;Q8NG97;P47881;P47893;P47888;Q8NH83;Q8NGF8;Q8NH37;Q8NGB2;Q8NH72;Q6IEV9;Q96R67;Q8NGP0;Q8NGM1;Q8NGL9;Q15615;P58180;Q8NGN0;Q8NGJ1;Q8NGE8;Q8NGI6;Q8NGI4;P0C645;Q6IEY1;Q96R69;Q8NH21;Q8NGB9;Q8NGD4;Q8NGD2;Q8NGD3;Q8NH42;Q8NGD5;Q8NH41;Q8NGC6;Q8NH43;Q8NGD0;Q8NGB6;Q8NGD1;Q8N0Y3;Q8IXE1;Q8NGL7;Q8NH05;Q8NGB4;Q8NH73;Q8NH49;Q8NGF9;Q8NGJ0;Q8NGI9;Q96R09;Q8NH48;Q96R08;Q8NGF7;A6NL26;Q8NGR4;Q8NGL4;Q8NGL3;Q8NGK9;Q8NGL1;O95221;A6NKK0;Q8NGV7;Q8NGV6;Q13606;Q8NH18;Q8NHB7;Q8NHB8;A6NET4;A6NMS3;Q8NGL2;Q8NGL0;Q8NGP8;Q8NGP4;Q8NGP6;Q8NGP3;Q6IEU7;Q96RB7;Q8WZ92;Q8WZ94;Q8NH85;Q8NG75;Q8NGG2;Q8NGG3;Q9UGF6;Q8NH69;O95222;O95007;Q6IFH4;Q8NGW1;Q96RD1;Q9NZP2;Q9NZP0;Q8NGE1;A6NF89;Q8NGZ6;Q8NGY2;Q8NGY3;Q8NGW6;Q8NGM8;Q8NGY5;Q8NGY6;Q8NGX9;Q8NGQ2;Q8NH40;Q8NGN1;Q8N148;Q8NH79;Q8NGX8;Q15622;O76100;O14581;O76099;O60412;Q96RA2;Q8NG98;Q8NGA0;Q8NG99;Q8NG95;Q8NGG7;Q96RD0;Q8NGG8;Q96RC9;Q15620;Q8NGG6;Q8WZ84;Q9GZM6;Q8NGM9;Q15617;Q8NG78;Q8NGG4;Q8N162;Q8N146;Q8N0Y5;Q8NGP2;Q8NGG0;Q8NGG5;Q8NH51;Q8NH50;Q8NH09;Q8NH10;P0C7N5;Q8NGT5;Q8NGU2;Q8NH87;Q8NGQ1;Q8NGQ6;Q8NGE7;Q8NGQ5;Q8NGE9;A0A126GW85;A0A126GVR5;A0A126GVH3;A0A126GVH6;A0A126GVP0;A0A126GWI7;A0A126GVZ4;A0A126GW94;A0A126GWD2;A0A126GVR6;A0A126GW34;A0A126GVF5;A0A126GVN4;A0A126GV80;A0A126GV73;A0A126GWK0;A0A126GVN6;A0A126GVZ6;A0A126GVM2;A0A126GVF2;A0A126GWR8;A0A126GVL0;A0A126GWJ2;A0A126GV96;A0A126GWJ7;A0A126GVE3;A0A126GVP1;A0A126GVP6;A0A126GVR8;A0A0B4J1S0;A0A126GVX6;A0A126GW91;D2XT27;A0A126GVD4;A0A024RCM6;A0A126GWQ9;A0A126GVK6;A0A126GVE9;A0A126GVC9;A0A126GV74;A0A126GW55;A0A126GVP9;A0A0C4DFP3;A0A126GVV4;A0A126GW57;B2RNI9;A0A126GW70;A0A126GVT2;A0A126GWE3;A0A126GVE5;A0A126GVP4;A0A126GVC7;A0A126GV99;A0A126GVP8;A0A126GVR3;A0A126GW81;A0A126GW41;A0A126GVS2;A6NLW9;A0A024RCH9;A0A126GVS5;A0A126GV65;A0A126GW44;A0A126GVA1;A0A126GV72;A0A126GWS4;A0A126GV87;A0A126GVQ9;A0A126GVU1;A0A126GVG1;A0A126GW87;A0A126GW10;A0A126GWT2;A0A126GW86;A0A126GVJ8;A0A126GWD0;A0A126GW96;A0A126GVN5;A0A126GVM6;A0A126GVJ7;A0A126GVP2;A0A126GV98;A0A0G2JNH3;A0A0C4DFX5;A0A126GV92;A0A126GVD0;A0A126GV76;A0A0C4DFU5;A0A0C4DFP2;A0A126GW65;A0A126GW82;A0A126GVG9;A0A126GW32;A0A126GVJ1;A0A126GW18;A0A126GWA2;A0A126GVL9;A0A126GVX3;A0A126GVD9;A0A126GVX5;A0A126GVB9;A0A126GW73;A0A126GVK8;A0A126GW79;A0A126GVB8;A0A1U9X844;A0A126GW45;A0A126GVW5;A0A126GVC8;A0A126GVV5;A0A126GVG3;A0A126GVM0;A0A126GWQ4;A0A126GVB1;A0A126GW42;A0A126GVK5;A0A126GWN0;A0A126GV67;A0A126GVT8;A0A126GVW6;A0A126GVH4;A0A126GVZ1;A0A126GVN8;A0A126GVW7;A0A126GWA4;A0A126GWD5;A0A126GVY5;A0A126GW49;A0A126GW19;A0A126GVH7;A0A126GVS6;A0A126GVY9;A0A126GWB1;A0A126GVL5;A0A126GWR0;A0A126GVH0;A0A126GVW2;A0A126GWF3;A0A126GVD5;Q9UM77;A0A126GVL6;A0A126GVG6;A0A126GWN3;A0A126GW60;A0A126GW16;A0A126GVQ3;A0A126GWC1;A0A126GVQ6;A0A126GVK2;A0A126GVN0;A0A126GVK0;A0A126GW68;A0A2C9F2M1;A0A126GVD8;A0A126GVU5;A0A126GWD6;A0A126GVV2;A0A126GWD8;A0A126GVD1;A0A126GVF8;A0A126GVB5;A0A126GWL6;A0A126GVY3;A0A126GW53;A0A126GW93;A0A126GV70;A0A126GWU6;A0A126GVL8;A0A126GW13;A0A126GWS7;A0A126GVR4;A0A126GW31;A0A126GVR1;A0A126GVP5;A0A126GWC6;A0A126GV57;A0A126GWS5;A0A126GVE6;A0A126GWE7;A0A126GWE9;A0A126GVN2;A0A126GWR7;A0A126GVM8;A0A126GVX0;A0A126GVN9;A0A126GVZ2;A0A126GV68;A0A126GWP9;A0A2C9F2M4;A0A2C9F2M6;A0A126GV63;A0A126GW92;A0A126GWC3;A0A126GV58;A0A126GV94;A0A126GV64;A0A126GW15;Q05CQ2;A0A126GVB4;A0A126GVC5;A0A126GVQ4;A0A126GVK9;A0A126GW20;A0A126GV79;A0A126GW05;A0A126GW71;A0A126GWB2;A0A126GW06;A0A126GVB0;A0A126GVJ4;A0A126GWP3;A0A126GW01
K14216	P00973;P29728;Q9Y6K5
K14608	Q15646
K00819	P04181;A0A140VJQ4
K16548	P54368
K16613	O95190
K16614	Q9UMX2
K17531	Q5VST9
K19574	O75147
K06088	Q16625;A8K3T2
K05940	Q9UKG9
K09699	P11182
K00166	P12694;A0A024R0K3
K00167	P21953;A0A140VKB3
K15110	Q9BQT8
K16479	Q5BJF6
K00164	Q02218;Q9ULD0;B4E3E9
K00658	P36957;A0A024R6C9
K00627	P10515;Q86YI5
K00161	P29803;P08559;A0A024RBX9
K00162	P11177;A0A384MDR8
K13997	O00330
K16480	O75665;E9KL37
K03691	Q9H488;Q9Y2G5
K15719	O60502
K03660	O15527;E5KPN1
K08408	Q15743;A1A5B2
K09667	O15294
K19788	Q9NTK5
K09085	Q8TAK6;Q13516;Q7RTU3
K08763	P78380;A0A024RAU0
K23010	Q96E52
K08124	Q99983
K16666	P23515
K05418	P13725
K17079	O60313
K23166	Q9H6K4
K20650	O60890
K01469	O14841
K04256	Q9H1Y3
K04255	Q9UHM6
K08385	Q6U736
K04213	P41143
K04214	P41145
K04215	P35372;G8XRH5
K04216	P41146
K04252	P03999;Q0PJU0
K04250	P08100
K04251	P0DN77;P0DN78;P04001
K04253	O14718
K19946	Q96CV9
K08128	Q9UBM4
K16057	Q96SN7
K16058	Q9BRQ5;A0A024QZA7
K02603	Q13415;Q96F82
K02604	Q13416;A0A024R411
K02605	Q9UBD5
K02606	O43929
K02607	O43913;A4D0P7;Q53FC8
K02608	Q9Y5N6;A0A024R6R3
K05246	O43612
K15101	Q9Y619;Q9BXI2
K13288	Q9Y3B8
K10088	Q13438
K20465	Q9BXB5;Q9BXB4;Q96SU4;Q9NX98;A0A140VJQ6
K20174	Q9BXW6;Q9H1P3;B0YJ56;B3KU11
K20463	Q9H4L5;Q9BZF3;Q9BZF2;Q8WXP9
K20464	Q9H0X9
K22285	Q9BZF1;A0A024RBB8
K20456	P22059
K20462	Q969R2
K14377	Q8IYS5
K01409	Q9NPF4;Q9H4B0
K05057	Q99650
K09215	Q8TAX0;Q8N2R0
K12670	P39656;A0A024RAD5
K14360	Q86UW1
K14361	Q86UW2
K22609	P02818
K23863	Q86WC4
K06250	P10451;A0A024RDE2
K00611	P00480
K19949	Q9HC10
K13719	Q5VVQ6
K18342	Q7L8S5;Q8N6M0;A0A087X0W9
K11860	Q8TE49;Q6GQQ9
K09602	Q96FW1;B3KUV5
K09603	Q96DC9
K13716	Q5VV17
K13717	Q5T2D3
K13718	Q01804
K12655	Q96G74;A0A024QZ09
K18343	Q96BN8
K09326	P32242
K18490	P32243;F1T0D1
K17526	Q12889;Q86YN0
K09216	O14753;Q9BRP0;A0A0J9YVN9
K04238	O43613
K06556	P41217
K04239	O43614;S4X0W3
K03217	Q15070;Q2M1J6;J3KNA0
K00273	P14920;A0A024RBI1
K00272	Q99489
K10043	Q8TDS5
K08419	Q96P68;B2R986
K03334	Q96RQ9
K09458	Q9NWU1
K08835	O95747;Q9UEW8
K04229	P30559;B2R9L7
K14316	Q96HA1;Q96KW2;B4DET5;B4DDR5
K13049	Q6GTS8
K18402	A8MW92;Q9BVI0
K14314	Q5VU65;Q8TEM1
K11583	Q06190;Q9Y5P8;Q969Q6
K05215	P51575
K05216	Q9UBL9;Q32MC3
K05217	P56373
K05218	Q99571
K05219	Q93086
K05221	O15547
K05220	Q99572
K04270	P47900
K04269	P41231
K04271	P51582
K04272	Q15077;A0A024R5I9
K08386	Q86VZ1
K04274	O00398
K08387	Q96G91
K04298	Q9H244;A8K7T1
K08388	Q9BPV8
K04299	Q15391;A5JUU3
K00923	O00443;O00750;O75747;A2RUF7;Q4LE65;L7RRS0;B7ZLY6
K08134	Q32P28
K22459	Q8IVL5
K22460	Q8IVL6
K00472	P13674;O15460;Q7Z4N8;Q5VSQ6;Q05DA4
K06711	Q9NXG6
K13711	Q9BTU6;Q8TCG2
K17491	Q6IN85;Q5MIZ7;A0A024R6M2;Q8N6W1
K04451	P04637;K7PPA8;Q53GA5
K02649	Q92569;P27986;O00459;Q8N381;A0A2X0SFG1
K00286	P32322;Q96C36;Q53H96;A0A024R8U9;A0A0A0MQS1;A0A0S2Z5U6
K12657	P54886
K09367	Q06416;Q01860;D2IYK3
K10149	Q9H3D4;A0A0S2Z4N5
K23194	Q86YP4;Q8WXI9;A0A024R7K7
K10148	O15350
K16795	P68402;Q15102;V9HW44;A0A024R0L6
K01047	P04054;Q9NZ20;P39877;P14555;Q9UNK4;Q9NZK7;Q9BZM2;O15496;Q9BZM1;Q9BX93;Q542Y6;A0A024RA96
K16342	P47712;P0C869;Q9UP65;Q86XP0;Q3MJ16;Q68DD2;A0A024QZH0;A5PKZ7
K11887	Q9BRP4
K13126	P11940;Q9H361;Q13310;Q96DU9;Q5JQF8;Q5VX58;A0A024R9C1
K05262	P18509
K17542	Q8IZE3
K20123	Q9BY11;Q9UNF0;Q9UKS6;Q5TZC3
K04587	P41586;A0A090N8F8
K23290	Q6VY07;A0A024R5H6
K23294	Q86VP3
K01481	Q9ULC6;Q9Y2J8;Q9ULW8;Q9UM07;Q6TGC4
K15174	Q8N7H5;A0A024R0H6
K01062	Q99487;Q13093
K06129	Q8NCC3
K14973	Q9BTK6
K05234	P01298
K00477	O14832
K03982	P05121;A0A024QYT5
K19821	P05120
K14322	Q9H074
K13199	Q8NC51
K04409	Q13153;A0A024R5P0
K04410	Q13177;A8K5M4
K05733	O75914
K05734	O96013;A0A024R0J1
K05736	Q9P286;B0AZM9
K05735	Q9NQU5;A0A024R9Q4
K12738	Q9Y536;A0A0B4J2A2;F5H284;A0A075B759;P0DN26;P0DN37
K10897	Q86YC2
K22029	Q8WX93
K16519	Q8IXS6;Q9NP74;O75781;A0A024R1Y6;A0A0S2Z5E7
K12571	Q504Q3
K12572	Q58A45
K09680	Q8TE04;Q9BZ23;Q9H999;Q9NVE7;A0A494C169
K03443	Q96RD7;A0A024R397
K20857	Q96RD6;Q96QZ0;B3KTT7;Q495U3
K00308	Q6QHF9
K18060	Q9NVV4
K03514	Q8NDF8;Q5XG87;B7ZLL4
K14376	P51003;Q9NRJ5;Q9BWT3;A0A024R6M3;A4D1Z6
K07762	Q13219;Q7Z613;B4DTA8
K08647	Q9BXP8
K13811	O43252;O95340;Q5TB52
K07297	Q96A54;Q86V24
K11064	Q8IY49;Q15546
K15261	Q53GL7;Q460N5;Q460N3;Q8N546
K15259	Q9NR21;Q9H0J9;Q7Z3E1;Q7Z2W4;A4D1T0
K00774	Q8N5Y8
K03914	P25116;A0A024RAP7
K04234	P55085
K04235	O00254
K04236	Q96RI0
K06093	Q9NPB6;Q9BYG5;Q9BYG4
K04237	Q8TEW0
K07759	Q86W56
K05687	Q99497;V9HWC2
K09650	Q9H300
K01148	O95453;Q8NA58;B3KN69
K10798	P09874;Q9UGN5;Q9Y6F1;Q9UKK3;A0A024R3T8
K15258	Q2NL67;Q8N3A8;A0A024R5Z4;B2RB27
K15260	Q8IXQ6
K06275	Q9NVD7;Q9HBI1;Q9HBI0;A0A024R4U4
K21753	Q8IV76
K08801	Q96RG2
K12617	Q86TB9
K09382	P15863;P55771;Q2L4T1
K15608	Q02962
K09381	P23760;P23759
K09383	Q02548
K08031	P26367;Q66SS1
K09293	Q06710;R9W7C9
K13211	Q9Y5B6;Q8N6E6
K14972	Q6ZW49
K05760	P49023;A0A140VJQ8
K11757	Q86U86
K09355	P40424;A8K5V0
K15609	P40425;A0A024RCR3
K15610	P40426;Q96AL5
K15611	Q9BYU1
K16498	Q9BZA7;Q9BZA8;Q8N6Y1;Q08174;O60245;Q9HC56;X5D7N0;B4E2D8;Q70LR4;B3KSZ7;A8K0E7
K13510	Q8NF37;Q7L5N7
K12889	Q15365;Q53SS8
K13162	Q15366
K21444	P57721;P57723
K01965	P05165
K01966	P05166
K16499	Q9P2E7;Q9NPG4;O14917;Q9HCL0;Q8TAB3;O95206;X5D999;Q5HYG2;Q9NSR3
K16500	Q96QU1
K16507	Q96JQ0;Q6V1P9;A0A0A0MRC0;Q6V1P8
K16493	Q9Y5I3;Q9Y5H9;Q9Y5H8;Q9UN74;Q9Y5H7;Q9UN73;Q9UN72;Q9Y5H6;Q9Y5H5;Q9Y5I2;Q9Y5I1;Q9UN75;Q9Y5I0;Q9H158;Q9Y5I4;Q59H34
K16494	Q9Y5F3;Q9Y5E7;Q9Y5E6;Q9Y5E5;Q9Y5E4;Q9Y5E3;Q9Y5E2;Q9UN66;Q9Y5E1;Q9UN67;Q9Y5F2;Q9Y5F1;Q9Y5F0;Q9Y5E9;Q9Y5E8;Q9NRJ7;Q59FR6;Q4KMG6;B2R708;Q59H00
K16495	Q9Y5H4;Q9Y5H1;Q9Y5H0;Q9Y5G9;Q9Y5G8;Q9Y5G7;Q9Y5G6;Q9Y5G5;Q9Y5G4;Q9Y5H3;Q9Y5H2;O60330
K16496	Q9Y5G3;Q9Y5G2;Q9Y5G1;Q9UN71;Q9Y5G0;Q9Y5F9;Q9Y5F8
K16497	Q9UN70;Q9Y5F7;Q9Y5F6;Q9BR81
K14400	O94913
K14613	Q96NT5;A0A024QZ15
K11487	Q9BSM1
K11460	P35227;A0A024R1V6
K11488	Q3KNV8;B3KWT8;B4DTN5;B3KQ06
K11489	Q86SE9
K11470	Q9BYE7
K22399	Q15645
K01596	P35558;Q16822;A0A384MTT2
K16882	Q9Y6V0
K16537	Q15154;A2RUU9
K04802	P12004
K16481	O95613
K01285	P42785;A0A024R5L0
K23596	Q9UHG2
K08671	Q6UW60;A0A140VJQ9
K08654	Q92824
K08672	P29122;A2RQD9
K08673	Q16549
K13050	Q8NBP7
K00968	P49585;Q9Y5K3;B4E322
K00967	Q99447
K05906	Q9UHG3
K06745	Q9NZQ7
K06708	Q9BQ51
K06715	Q9Y5Y4
K04332	Q13258
K18269	Q9BUL8
K12200	Q8WUM4
K06744	Q15116;A0A0M3M0G7
K14801	Q16342;Q9BRP1
K16865	Q53EL6
K06875	O14737
K18438	Q9Y233;A0A1B1UZR0
K13298	Q9HCR9
K19612	Q6L8Q7
K13755	P54750;Q01064;Q14123;A0A024RB59
K18283	O00408;Q8IW54
K19021	Q14432
K13296	Q13370;A7E2E5
K13293	P27815;Q07343;Q08493;Q08499;A0A140VJR0;Q32MM7;X5DNX5;O43849
K13762	O76074
K08718	P16499
K13756	P35913
K13757	P51160
K13758	O43924;Q6IB24
K18436	Q13946;Q9NP56
K18437	O60658;O95263;B3KN77
K13761	O76083;A0A0S2Z4T6
K04359	P04085
K17386	P01127;A0A384NYY3
K05450	Q9NRA1;Q9GZP0
K09580	P07237;A0A024R8S5
K09581	Q13087
K08056	P30101;V9HVY3
K09582	P13667;A0A090N8Y2
K09583	Q14554
K09584	Q15084;A0A384NPU5
K20354	Q8N807
K17809	Q9Y2S7
K22414	Q9BY77
K17539	Q8N165
K12077	Q15118
K00898	Q15119;Q15120;Q16654;A4D1H4
K23353	O00151;Q96JY6;Q53GG5;P50479;V9HW92
K01102	Q9P0J1;Q9P2J9;A0A024R9C0
K06276	O15530
K16778	Q86YL7
K17509	Q8NCN5
K11267	Q29RF7;Q9NTI5;G1UI16
K07594	P52945
K00868	O00764;V9HWC3
K06818	Q9NZ53
K15840	P01213
K15682	Q76G19;Q9UPQ7;Q6ZMN7;B4DGD1
K21882	Q9H5P4
K04258	P34995
K04259	P43116
K04260	P43115
K04261	P35408;A0PJF5
K17538	Q9H792
K06910	P30086;D9IAI1
K06471	P16284
K07753	Q9BY49
K19614	P36955;A0A140VKF3
K09230	Q9GZU2;P49910;Q15697;Q9UNY5;Q96N95;Q8NF99;Q8N0Y2;Q6P9G9;P17028;Q9BUG6;A6NJL1;Q96SZ4;Q9H4T2;Q8TBC5;P17040;Q9Y5A6;P10073;Q3MJ62;Q16670;Q8IWY8;Q86W11;Q96LW9;O15535;Q8NBB4;Q7Z7L9;Q8NAM6;Q53Z40;A0A024R4T0;A0A024R4S6;A0A024RCL4;A0A024R4S5;A0A024RCK9;I3L1J3;B4DVH3;Q7Z3P1;B3KTA4;B3KTR1;Q05BJ4;Q96AG1
K11964	Q96FA3;Q9HAT8;Q8N2H9;A0A024R5B1;Q53T26;Q9H716
K06965	Q9BRX2
K16913	Q8IZL8;C9JFV4
K00551	Q9UBM1
K06170	Q9NZ42
K18832	P01210;A0A024R7V4
K17680	Q96RR1;E5KSY5;Q9H6V3
K06002	P0DJD8;P0DJD7;P0DJD9;A0A1S5UZ02;B7Z719
K01377	P20142
K14213	P12955;A0A140VJR2
K09611	Q8NDH3
K10386	O60437
K21944	O15534
K02633	O15055
K21945	P56645;A2I2N5
K10788	P11678
K07818	P14222
K07607	P41219;B3KWQ6
K12550	P22079
K10789	P05164
K10136	Q96FX8
K00431	P07202;Q6P534;Q502Y3
K14843	O00541;B2RDF2
K13346	O60683;A0A024R068
K13345	O00623
K13344	Q92968
K13343	O75381
K13335	Q9Y5Y5
K13337	P40855;A0A0S2Z497
K13338	O43933
K13340	Q7Z412;A0A024R100
K06664	P28328
K13336	P56589
K13342	Q8IYB4;P50542;B4DR50;A0A0S2Z4H1
K13339	Q13608;A0A024RD09
K13341	O00628;Q6FGN1
K04262	P43088
K05407	P10720;P02776
K09548	O60925
K09549	Q9UHV9;B1AQP2
K09550	Q9NQP4
K04797	Q99471
K04798	O15212;Q5STK2
K00850	P17858;P08237;Q01813;A0A024R0Y5;Q7L2M7
K01834	P18669;P15259;Q8N0Y7;Q6FHU2
K15637	Q96HS1
K05294	Q75T13
K23552	Q9UHJ9;A0A024RCD5
K23553	Q96FM1
K06255	P98160
K06792	P16112
K06795	Q96GW7
K00069	P15428
K05309	Q9H7Z7;B3KPZ2
K04363	P16234
K05089	P09619;Q59F04
K22078	Q32M88;A0A024R1Z9
K00509	P23219
K11987	P35354
K00927	P00558;P07205;V9HWF4;A0A140VJR3
K13667	Q8NBL1
K01835	P36871
K11809	Q6PCE3
K15779	Q96G03
K15636	Q15124
K01304	Q9NXJ5
K00995	Q32NB8;A0A024R8V5
K19269	A6NDG6
K17278	O00264;O15173;Q6IB11
K01446	O75594;Q96PD5;Q96LB9;Q96LB8
K08118	P21810;B4DNL4
K04660	P07585;Q6FH10
K14050	Q92696
K11713	P53609
K05956	P53611;Q6IB63;A8KAJ2
K00500	P00439;A0A024RBG4
K17594	Q96KR7
K17585	Q8IZ21
K14291	Q9H814
K17081	Q99623
K17080	P35232;A8K401
K11456	P78364;Q6N083;Q6GMQ3
K11457	Q8IXK0
K11458	Q8NDX5;B4E2T1
K08636	P78562;B4DWG8
K22197	Q8WUB8
K11486	Q5T6S3
K11467	O43189
K19414	O75151
K12834	Q7RTV0;A0A024R1U2
K23310	Q8IWS0
K19415	Q9UPP1
K11797	Q8WWQ0
K00871	Q16816;P15735;A0A024RDL4
K23793	Q8WV24;Q53GA4;Q9Y5J5
K23794	Q86UU1;Q86SQ0;Q6NSJ2;A0A024R3H6;Q96HZ0;Q6ZUD6;Q8NC75
K01127	P80108
K16340	O60346;Q6ZVD8
K06124	Q8TCT1
K13248	Q8TCD6
K08327	P20941;Q52LP8
K01112	Q9NRX4;V9HWC4
K17586	Q9P1Y6;A0A024RCA1
K01724	Q9H0N5;P61457
K09330	O14813;Q99453
K20412	Q6UXB8
K04263	P43119
K08333	Q99570
K21290	Q8WYR1;Q5UE93;L7RT34;B3KRK9
K00920	P48426;P78356;Q8TBX8;B3KQV3
K00888	P42356;Q4LE69;B4DYG5
K19801	Q9UBF8
K00889	Q99755;O14986;O60331;Q7KYT6
K13712	Q5T9C9
K04706	O75925
K16063	O75928
K16064	Q9Y6X2;B3KNI3
K16065	Q8N2W9;B3KMR4
K16538	Q8WXW3
K20044	Q13492;A0A024R5P1
K10130	Q9HB75
K22128	Q92508;Q9H5I5
K15255	Q9H611
K03857	P37287;A0A2K4ZA02
K05286	Q92521
K03859	Q92535
K05287	Q07326;Q6IB04
K05310	Q5H8A4
K03858	Q14442
K03434	Q9Y2B2
K05284	Q9H3S5
K05285	O95427;A0A024R2C3
K05288	Q8TEQ8
K03861	P57054
K03860	Q9BRB3
K13073	P01833
K05291	Q96S52;Q96IR5;Q8NBL9
K05292	Q969N2
K05293	Q9H490
K07542	Q9NUD9
K05283	Q7Z7B1
K07541	Q8TBF5
K11001	Q3MUY2
K08098	Q86VD9;B4DL68
K15411	Q9UKJ1
K04702	P11309;A0A024RD25
K08806	Q9P1W9;A0A024QYW7
K08807	Q86V86
K00573	P22061;A0A0A0MRJ6
K09578	Q13526
K09579	Q9Y237
K13114	Q9H307
K05688	Q9BXM7
K11135	Q96BK5
K06911	O00625;A0A024RBX6
K01613	Q9UG56
K09363	P28069
K09356	P78337;X5D9A5
K04686	Q99697
K09357	O75364
K02156	Q96J94;Q8TC59;Q7Z3Z3;Q7Z3Z4;W0HK13;A0A140VKG8;A0A024RBS5
K10633	Q8NG27
K10634	O43164
K22147	Q0ZLH3
K14830	Q9NWT1;A0A0S2Z5C3
K04987	Q8TDX9
K04988	Q7Z442
K04989	Q7Z443
K04990	Q9P0L9
K04991	Q9NZM6
K00914	Q8NEB9
K00922	P42336;P42338;O00329;Q4LE51;A0A2K8FKV1
K21289	P48736;A0A024R720;A8K9G9
K04985	P98161
K04986	Q13563;Q9UEU6
K17548	Q504Y2
K19921	Q9NTG1
K23860	Q96PX9;Q58EX7;A0A024R6X4
K23796	Q9HB21;Q9HB19;A8K727
K20313	Q9HB20
K23797	Q9H4M7;Q9HAU0;Q9Y2H5;Q6IQ23
K08051	Q96JA3;A0A2P1JJM6
K23857	Q9UF11;Q96CS7;A0A024QZ35;A0A024R5H9
K19865	P08F94
K23858	Q96S99;Q9H8W4
K23859	Q9ULL1;Q9H7P9;A1L390;Q5JYA6;A0A2X0SFH4
K19464	O94827
K23861	Q3KR16;A0A2X0TW08
K23282	Q9Y4G2
K15348	Q8IWE5
K06071	Q16512
K23691	Q16513
K23692	Q6P5Z2;A0A024R8D6
K10387	Q13835
K12642	Q99959
K08379	Q8TCW9
K08380	Q8NFJ6;A8K1T0
K13618	Q53H76
K19484	Q6DJT9;A0A024R7Z0
K10056	P14923;A0A0S2Z487
K19485	Q9UM63;A1YLA1
K19486	Q9UPG8
K14018	Q9Y263
K16817	P53816;A0A024R561
K23266	Q9UL19
K23278	Q96KN8;Q8NE88
K14621	Q6P1J6;B2RWP8
K13509	Q99943;O15120;A0A024RCV5;A0A024R8I7
K05858	Q9NQ66;Q00722;Q01970;Q15147;Q59F77
K13523	Q9NRZ7;Q9NRZ5
K05857	P51178;Q8N3E9;Q9BRC7;A0A384MR47;A8K8F9
K05860	Q9P212
