C00001	H2O;Water
C11516	2-(alpha-D-Mannosyl)-3-phosphoglycerate
C11519	N-Cyclohexylformamide
C11520	Cyclohexyl isocyanide;Cyclohexaneisonitrile;N-Cyclohexylisocyanide
C11521	UDP-6-sulfoquinovose
C11522	4alpha-Methyl-5alpha-ergosta-7,24-dien-3beta-ol;24-Methylenelophenol;24-Methylidenelophenol
C11523	4-alpha-Methyl-5-alpha-stigmasta-7,Z-24-dien-3-beta-ol;24-Ethylidenelophenol;alpha1-Sitosterol;(Z)-24-Ethylidenelophenol
C11524	Diphospho-myo-inositol polyphosphate
C11525	myo-Inositol polyphosphate
C11526	1D-myo-Inositol 5-diphosphate pentakisphosphate;1D-myo-Inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate;5-Diphosphoinositol pentakisphosphate;5-PP-InsP5
C11527	4-Hydroxymandelate;4-Hydroxymandelic acid
C11529	N-Carbamoyl-L-amino acid;N-Carbamoyl-L-2-amino acid
C11531	6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranoside;beta-Primeveroside
C11535	6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranose;beta-Primeverose
C11536	(2R)-Phosphosulfolactate;(2R)-O-Phospho-3-sulfolactate
C11537	(2R)-3-Sulfolactate;(R)-3-Sulfolactate
C11538	Cobalt-sirohydrochlorin;Cobalt-factor II
C11539	Cobalt-precorrin 3
C11540	Cobalt-precorrin 4
C11541	Cobalt-precorrin 5
C11542	Cobalt-precorrin 6A;Cobalt-precorrin 6
C11543	Cobalt-precorrin 6B;Cobalt-dihydro-precorrin 6
C11544	2-O-(alpha-D-Mannopyranosyl)-D-glycerate;2-O-(alpha-D-Mannosyl)-D-glycerate;alpha-Mannosylglycerate
C11545	Cobalt-precorrin-8;Cobalt-precorrin 8
C11546	2-O-alpha-D-Glucosylglycerol;2-O-(alpha-D-Glucopyranosyl)glycerol
C11547	3-(Acyloxy)acyl group of bacterial toxin
C11548	3-Hydroxyacyl group of bacterial toxin
C11549	Poly[(R)-3-hydroxyoctanoate]n-x;Poly[(R)-3-hydroxyoctanoate]n
C11550	Poly[(R)-3-hydroxyoctanoate]x
C11551	Poly[(R)-3-hydroxybutanoate]n;Poly[(R)-3-hydroxybutanoate]n-x
C11552	Poly[(R)-3-hydroxybutanoate]x
C11553	[Heparan sulfate]-glucosamine 3-sulfate
C11554	1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate);1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate
C11555	1D-myo-Inositol 1,4,5,6-tetrakisphosphate;Inositol 1,4,5,6-tetrakisphosphate;D-myo-Inositol 1,4,5,6-tetrakisphosphate
C11556	1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',5'-bisphosphate);1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate
C11557	1-Phosphatidyl-1D-myo-inositol 5-phosphate;1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-5'-phosphate)
C11560	1-Carbazol-9-yl-3-(3,5-dimethylpyrazol-1-yl)-propan-2-ol
C11561	2-(4-Chloro-3,5-dimethylphenoxy)-N-(2-phenyl-2H-benzotriazol-5-yl)-acetamide
C11562	N-[2-(4-Chloro-phenyl)-acetyl]-N'-(4,7-dimethyl-quinazolin-2-yl)-guanidine
C11563	1-Benzyl-7,8-dimethoxy-3-phenyl-3H-pyrazolo[3,4-c]isoquinoline
C11564	N-(3-Benzooxazol-2-yl-4-hydroxy-phenyl)-2-p-tolyloxyacetamide
C11565	8-Allyl-2-phenyl-8H-1,3a,8-triaza-cyclopenta[a]indene
C11566	3-(4-Chloro-benzyl)-5-(2-methoxy-phenyl)-[1,2,4]oxadiazole
C11567	2-Phenethylsulfanyl-5,6,7,8-tetrahydro-benzo[4,5]thieno[2,3-d]pyrimidin-4-ylamine
C11568	(5,12,13-Triaza-indeno[1,2-b]anthracen-13-yl)-acetic acid ethyl ester
C11569	2,2'-(1-Phenyl-1H-1,2,4-triazole-3,5-diyl)bis-phenol
C11570	2-(2-Chloro-phenyl)-5-(5-methylthiophen-2-yl)-[1,3,4]oxadiazole
C11571	2-p-Tolyl-5,6,7,8-tetrahydrobenzo[d]imidazo[2,1-b]thiazole
C11572	Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine
C11573	6,8-Di-DMA-chrysin;6,8-Di-(3,3-dimethylallyl)chrysin;6,8-Di-(3,3-DMA)chrysin
C11574	6-Geranylchrysin
C11575	8-Geranylchrysin
C11576	6-(3,3-DMA)galangin;6-(3,3-Dimethylallyl)galangin
C11577	5,7-Dihydroxy-3-methoxy-2-phenyl-4H-1-benzopyran-4-one;3-Methylgalangin
C11578	8-(3,3-DMA)-3-methylgalangin;8-(3,3-Dimethylallyl)-3-methylgalangin
C11579	8-(1,1-Dimethylallyl)-3-methylgalangin;8-(1,1-DMA)-3-methylgalangin
C11580	8-(1,1-Dimethylallyl)kaempferide;8-(1,1-DMA)kaempferide
C11581	8-(1,1-DMA)galangin;8-(1,1-Dimethylallyl)galangin
C11582	o-Chlorophenylhydrazine hydrochloride;2-Chlorophenylhydrazine hydrochloride
C11583	4-Glutathionyl cyclophosphamide
C11584	4-Methylumbelliferyl glucuronide;4-Methylumbelliferone glucuronide
C11585	4-Methylumbelliferone sulfate;4-Methylumbelliferyl sulfate
C11586	alpha-Naphthyl-beta-D-glucuronide;1-Naphthyl glucuronide
C11587	BQ 123;Cyclo[D-trp-D-asp-L-pro-D-val-L-leu]
C11588	cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate
C11589	BQ 518
C11590	Beauvericin
C11591	4,4'-Diisothiocyanostilbene-2,2'-disulfonic acid;DIDS
C11592	Diethyl pyrocarbonate
C11593	E3040
C11594	E3040 sulfate
C11595	E3040 glucuronide
C11596	FMLP;N-Formyl-L-methionyl-L-leucyl-L-phenylalanine
C11597	Grepafloxacin 3-glucuronide;Grepafloxacin glucuronide
C11598	Hydroxylamine hydrochloride
C11599	[125I]Iodoaryl azido-rhodamine 123;IAARh123
C11600	N-(Hydrocinchonidin-8'-yl)-4-azido-2-hydroxybenzamide;IACI
C11601	LDS-751
C11602	MC-207,110
C11603	Monochloro-monoglutathionyl melphalan
C11604	N-t-Boc-deacetyl-leupeptin;N-tert-Butyloxycarbonyl-deacetyl-leupeptin
C11605	N-Acetyl 2,4-dinitrophenyl cysteine;N-Acetyl-S-(2,4-dinitrophenyl)-L-cysteine;NAc-DNP-Cys
C11606	N-Acetyl-phenylalanyl-norleucyl-arginyl-phenylalanyl-amide;NAc-FnorLRF-amide
C11607	NAc-L5Y-amide;N-Acetyl-leu-leu-leu-leu-leu-tyr-amide
C11608	Nafenopin glucuronide
C11609	Nigericin
C11610	N-Isobutyrylpepstatin;Pepsinostreptin;Isobutyryl-Val-Val-Sta-Ala-Sta
C11611	Phenylglucoside;Phenyl beta-D-glucopyranoside
C11612	Polymyxin B
C11613	Polymyxin B sulfate;Polymixin B sulfate
C11615	4-[4-(Dimethylamino)-N-methyl-L-phenylalanine]virginiamycin S1;Pristinamycin IA;Vernamycin B alpha;Mikamycin B;Streptogramin B
C11616	Vernamycin B beta;Pristinamycin IB;Efepristin;4-[N-Methyl-4-(methylamino)-L-phenylalanine]virginiamycin S1
C11617	Pristinamycin IC;2-D-Alanine-4-[4-(dimethylamino)-N-methyl-L-phenylalanine]virginiamycin S1;Vernamycin B gamma
C11618	Puromycin dihydrochloride
C11619	Spectinomycin dihydrochloride
C11620	3',5'-O-Dimethylmyricetin;3,5,7,4'-Tetrahydroxy-3',5'-dimethoxyflavone;Syringetin
C11621	Tectochrysin;Techtochrysin
C11622	Tetramethylrosamine
C11623	alpha-(4-(1,1,3,3-Tetramethylbutyl)phenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl);Triton X-100
C11624	Tween 20
C11625	Tween 80;Polysorbate 80
C11626	Vinblastine sulfate
C11627	ortho-Vanadate;Vanadate
C11628	p-Aminobenzamidine dihydrochloride
C11629	omega-COOH-LTE4NAc;(7E,9E,11Z,14Z)-(5S,6R)-6-((N-Acetyl)cystein-S-yl)-5-hydroxyeicosa-7,9,11,14-tetraen-1,20-dioate;omega-Carboxy-N-acetyl-LTE4
C11630	15,16-Dihydrobiliverdin IXalpha;15,16-Dihydrobiliverdin;15,16-Dihydrobiliverdin ixa
C11631	9-Riburonosylhypoxanthine
C11632	Polyneuridine aldehyde
C11633	16-Epivellosimine
C11634	Vellosimine
C11635	10-Deoxysarpagine;Sarpagan-17-ol
C11636	7-Deoxyloganate
C11637	3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate
C11638	3-Amino-2-oxopropyl phosphate;1-Amino-3-(phosphohydroxy)propan-2-one
C11639	Pentaacetyl geniposide;Geniposide pentaacetate
C11640	Patrinoside
C11641	3',4'-Anhydrovinblastine
C11642	19-Hydroxytabersonine
C11643	16-Hydroxytabersonine
C11644	Lamiide
C11645	Lamioside
C11646	Deoxyloganin tetraacetate
C11647	Deoxyloganic acid tetraacetate
C11648	8-Epideoxyloganin
C11649	8-Epideoxyloganic acid
C11650	8-Epideoxyloganin tetraacetate
C11651	8-Epiiridodial
C11652	Boschnaloside;8-Epiiridotrial glucoside
C11653	Iridotrial glucoside
C11654	Tarennoside
C11655	Asperuloside tetraacetate
C11656	8-Epiiridodial glucoside
C11657	Iridodial glucoside tetraacetate
C11658	8-Epiiridodial glucoside tetraacetate
C11659	10-Hydroxyloganin
C11660	10-Hydroxymorroniside
C11661	7-Epiloganic acid
C11662	7-Epiloganin tetraacetate
C11663	Loganin pentaacetate
C11664	10-Deoxygeniposide tetraacetate
C11665	7-Deoxygardoside metyl ester tetraacetate
C11666	11-Hydroxyiridodial glucoside pentaacetate
C11667	8-epi-11-Hydroxyiridodial glucoside pentaacetate
C11668	7-Dehydrologanin tetraacetate
C11669	Deutzioside pentaacetate
C11670	Iridodial glucoside
C11671	Deutzioside
C11672	10-Deoxygeniposidic acid
C11673	Geniposidic acid
C11674	Secogalioside
C11675	16-Methoxytabersonine
C11676	Lochnericine
C11677	Horhammericine
C11678	Dialdehyde
C11679	4,21-Dehydrocorynantheine aldehyde
C11680	Cathenamine
C11681	19-epi-Cathenamine
C11682	Tetrahydroalstonine
C11683	19-epi-Ajmalicine
C11684	Methionine enkephalin;MET-enkephalin
C11685	Clorgyline
C11686	Uracil mustard
C11687	Aziridine
C11688	Asperlicin
C11689	Curacin A
C11690	Epibatidine
C11691	Stemmadenine
C11692	TTX;Tetrodotoxin
C11694	Quinoline-3-carboxamides
C11695	N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-ethanolamine;Anandamide;Arachidonylethanolamide;AEA
C11696	Practolol
C11697	Levcromakalim;(-)-Cromakalim
C11698	UH-301
C11699	HR 780;Glenvastatin
C11700	10-Deacetylbaccatin III
C11701	UK-47265
C11702	Ticrynafen;Tienilic acid
C11703	L-Isoprenaline;Levisoprenaline
C11704	DuP 697
C11705	SC-58125
C11706	SC-57666
C11707	Pronetalol;Pronethalol
C11708	Sultopride
C11709	DU 122290
C11710	Devazepide;MK-329
C11711	Succinyl-L-proline;Succinylproline
C11712	Teprotide
C11713	beta-Naphthol;2-Naphthol
C11714	1-Naphthol;alpha-Naphthol
C11715	Lucanthone
C11716	Mirasan
C11717	D1927
C11718	L791456;Etoricoxib
C11719	L787257
C11720	Enalaprilat;Enalaprilate
C11721	Candoxatrilat
C11723	Hexobarbitone;Hexobarbital
C11724	Cycloguanil pamoate
C11725	LDZ;Avizafone
C11726	Chloramphenicol palmitate
C11727	Chloramphenicol succinate
C11728	Clindamycin phosphate
C11729	Hetacillin
C11730	Foscan;Temoporfin
C11731	3-Chlorobenzamide;m-Chlorobenzamide
C11732	Phosphoric acid, diethyl phenyl ester;Diethyl phenyl phosphate
C11733	Decamethonium
C11734	Altanserin
C11735	N-Ethylglycine
C11736	5-Fluorodeoxyuridine;Floxuridine
C11737	CB3717
C11738	1-(3-Chlorophenyl)piperazine;mCPP;m-Chlorophenylpiperazine
C11739	SB 200646;N-(1-Methyl-5-indolyl)-N'-(3-pyridyl)urea
C11740	SB 206553
C11741	SB 221284
C11742	SB 228357
C11743	SB 243213
C11744	Arsphenamine;Salvarsan
C11745	Succinyl sulfathiazole
C11746	Penillic acid
C11747	3-Mercapto-N-[(5-oxo-4(5H)-oxazolylidene)methyl]-valine;Penicillenic acid
C11748	Flucloxacillin;Floxacillin
C11749	Penicillin T;(p-Aminobenzyl)penicillin
C11750	Pivampicillin
C11751	Talampicillin
C11752	Carfecillin;Carbenicillin phenyl
C11754	Cefaloridine;Cephaloridine
C11755	MM13902;Epithienamycin E
C11756	6-Methylpenicillin
C11757	Acyl-D-Ala-D-Ala
C11758	Mupirocin;Pseudomonic acid A
C11760	Amprotropine
C11761	Tridihexethyl bromide
C11762	Propantheline chloride
C11763	Miotine
C11764	Sarin
C11765	1-Methyl-1,6-dihydropyridine-2-carbaldoxime;ProPAM
C11766	Rivastigmine
C11767	Xanomeline
C11768	Levonordefrin;alpha-Methylnoradrenaline
C11769	R-Soterenol
C11770	R-Salbutamol;Levalbuterol;(-)-Salbutamol
C11771	Salmefamol
C11772	DCI;Dichloroisoproterenol
C11773	Epanolol
C11774	Primidolol
C11775	Xamoterol
C11776	alpha-Methyl-m-tyramine;Gepefrine
C11777	Iproniazid
C11778	O(3)-Monoacetylmorphine;3-Acetylmorphine
C11779	Heterocodeine
C11780	6-Ethylmorphine
C11781	6-Acetylmorphine;6-O-Monoacetylmorphine
C11782	Dihydromorphine
C11783	Minovincinine
C11784	Echitovenine
C11785	Normorphine
C11786	Morphine N-oxide
C11787	Nalorphine
C11788	17-Methylmorphinan;N-Methyl morphinan
C11789	Metazocine
C11790	Phenazocine
C11791	Bremazocine
C11792	Ketobemidone
C11793	Etorphine
C11794	Diprenorphine
C11795	Ethylketocyclazocine;EKC
C11796	trans-3,4-Dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]-benzeneacetamide;U50488
C11797	Tifluadom
C11798	Mepyramine;Pyrilamine
C11799	SK&F 91581
C11800	Thiaburimamide
C11801	4-Methylburimamide
C11802	Oxaburimamide
C11803	Oxmetidine
C11804	Lamtidine
C11805	Loxtidine;Lavoltidine
C11806	Pantoprazole
C11807	Vinorine
C11808	1,2-Dihydrovomilenine;2-beta-(R)-1,2-Dihydrovomilenine
C11809	17-O-Acetylnorajmaline
C11810	Norajmaline
C11811	(E)-4-Hydroxy-3-methylbut-2-en-1-yl diphosphate;1-Hydroxy-2-methyl-2-butenyl 4-diphosphate;(E)-4-Hydroxy-3-methyl-but-2-enyl diphosphate
C11812	Lochnerinine
C11813	Demethylalangiside
C11814	Demethylisoalangiside
C11815	Isoalangiside
C11816	Protoemetine
C11817	Deoxytubulosine
C11818	(R)-Canadine
C11819	Cromakalim
C11820	alpha-Methyl-m-tyrosine
C11821	5-Hydroxyisourate
C11822	2-Ammoniomalonate semialdehyde;2-Aminomalonate semialdehyde
C11823	2,3-Ene acid
C11824	Cyclic amide
C11825	3beta-Hydroxy-5beta-pregnane-20-one
C11826	[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala-D-Ala)]n-diphosphoundecaprenol;[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)]n-diphosphoundecaprenol;[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)]n+1-diphosphoundecaprenol;[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala-D-Ala)]n+1-diphosphoundecaprenol
C11827	[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol;[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n+1-diphosphoundecaprenol
C11829	13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester;13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester
C11830	13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester;13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester
C11831	3,8-Divinyl protochlorophyllide a;Mg-2,4-Divinyl-phaeoporphyrin a5-monomethylester;Divinylprotochlorophyllide;2,4-Divinylprotochlorophyllide
C11832	Divinyl chlorophyllide a;3,8-Divinyl chlorophyllide a
C11833	Isoclavulanic acid
C11834	4-Benzyloxybenzyl alcohol
C11837	N-Butyryl-L-homoserine lactone
C11838	(S)-4,5-Dihydroxypentane-2,3-dione;(4S)-4,5-Dihydroxy-2,3-pentanedione
C11839	N-(3-Oxohexanoyl)homoserine lactone
C11840	N-(3-Oxododecanoyl)homoserine lactone
C11841	OOHL;N-(3-Oxooctanoyl)homoserine lactone;N-(3-Oxooctanoyl)-L-homoserine lactone
C11842	N-(3-(S)-Hydroxybutyryl)homoserine lactone
C11843	2 -(Butylamido)-4-hydroxybutanoic acid
C11844	N-Heptanoylhomoserine lactone
C11845	N-(3-Hydroxy-7-cis-tetradecenoyl)homoserine lactone
C11846	Cyclo(deltaAla-L-Val)
C11847	Cyclo(L-Phe-L-Pro);(3S-trans)-3-Benzylhexahydropyrrolo(1,2-a)pyrazine-1,4-dione
C11848	2-Heptyl-3-hydroxy-4-quinolone;2-Heptyl-3-hydroxy-quinolone;2-Heptyl-3-hydroxy-4(1H)-quinolone
C11849	3-Hydroxy-palmitic acid methyl ester
C11850	Divinylchlorophyll a
C11851	Zinc bacteriochlorophyll a;Zn-Bacteriochlorophyll a
C11853	Gibberellin A14 aldehyde
C11854	Gibberellin A51-catabolite
C11855	Gibberellin A29-catabolite
C11856	Gibberellin A6
C11857	Gibberellin A12
C11858	Gibberellin A14
C11859	Gibberellin A37 open lactone
C11860	Gibberellin A15 open lactone
C11861	Gibberellin A24
C11862	Gibberellin A36
C11863	Gibberellin A9
C11864	Gibberellin A4
C11865	Gibberellin A51
C11866	2,3-Dehydro-gibberellin A9;2,3-Didehydro-gibberellin A9
C11867	Gibberellin A7
C11868	Gibberellin A34
C11869	Gibberellin A34-catabolite
C11870	Gibberellin A8-catabolite
C11871	Gibberellin A5
C11872	Kaur-16-en-18-ol;(-)-Kaur-16-en-18-ol;ent-Kaur-16-en-19-ol;Kaurenol
C11873	ent-Kaur-16-en-19-al;4alpha-Kaur-16-en-18-al;ent-Kaurenal;(-)-Kaur-16-en-18-al;Kaurenal;Kaur-16-en-18-al
C11874	Kaurenoic acid;Kaurenic acid;ent-Kaurenoic acid;ent-Kaur-16(17)-en-19-oic acid;Kaur-16-en-18-oic acid;ent-Kaur-16-en-19-oic acid;(-)-Kaur-16-en-19-oic acid;ent-Kaur-16-en-19-oate
C11875	ent-7alpha-Hydroxykaur-16-en-19-oic acid;(-)-Kaur-16-en-7beta-ol-19-oic acid;ent-7alpha-Hydroxykaur-16-en-19-oate
C11876	ent-6alpha,7alpha-Dihydroxykaur-16-en-19-oic acid;6beta,7beta-Dihydroxykaurenoic acid
C11877	ent-Sandaracopimaradiene;ent-13alpha-Pimara-8(14),15-diene;ent-Sandaracopimara-8(14),15-diene;(+)-Sandaracopimaradiene
C11878	(4aS,4bR,10aS)-7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene;(-)-Abietadiene;Abieta-7,13-diene;Abietadiene
C11879	Abieta-8(14),12-diene;Levopimaradiene
C11880	Neoabietadiene
C11881	Palustradiene
C11882	((1R,4aR,4bR,10aR)-7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthren-1-yl)methanol;Abietol;Abietinol;Abieta-7,13-dien-18-ol
C11883	Levopimarinol
C11884	Neoabietol;Neoabietinol
C11885	Neoabietal;Neoabietinal
C11886	Levopimarinal
C11887	Abietinal;Abietal;(1R,4aR,4bR,10aR)-7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene-1-carbaldehyde;Abieta-7,13-dien-18-al;Abietaldehyde
C11888	L-Pimaric acid;Levopimaric acid
C11889	Neoabietic acid
C11890	Aphidicolan-16beta-ol
C11891	Aphidicol-16-ene
C11892	Aphidicol-15-ene
C11893	(+)-Thunbergen;Cembrene;(+)-Cembrene;Thunbergen
C11894	Taxa-4(5),11(12)-diene;Taxa-4,11-diene
C11895	Taxa-4(20),11-dien-5alpha-ol;Taxa-4(20),11(12)-dien-5alpha-ol
C11896	Taxa-4(20),11(12)-dien-5alpha-yl acetate
C11897	Taxa-4(20),11(12)-dien-5alpha,13alpha-diol
C11898	Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol;10beta-Hydroxytaxa-4(20),11-dien-5alpha-yl acetate;5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol
C11899	10-Deacetyl-2-debenzoylbaccatin III
C11900	Baccatin III
C11901	(+)-Copalyl diphosphate;Copalyl diphosphate;Labdadienyl diphosphate
C11902	9alpha-Copalyl diphosphate;syn-Copalyl diphosphate
C11903	2-(2,3-Dihydropentaprenyloxy)phenazine;Methanophenazine;2-(2,3-Dihydro-all-trans-pentaprenyloxy)phenazine
C11904	2-(Dihydropentaprenyloxy)-dihydrophenazine;Dihydromethanophenazine
C11905	Gibberellin A53 aldehyde
C11906	Sodium arsenite;Sodium dioxoarsenate
C11907	dTDP-4-dehydro-6-deoxy-D-galactose;dTDP-6-deoxy-D-xylo-hexos-4-ulose;4,6-Dideoxy-4-oxo-dTDP-D-glucose;dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose;dTDP-6-deoxy-D-xylo-4-hexulose;dTDP-4-oxo-6-deoxy-D-glucose;dTDP-4-dehydro-6-deoxy-alpha-D-glucose;dTDP-4-dehydro-6-deoxy-alpha-D-galactose;dTDP-4-oxo-6-deoxy-alpha-D-glucose;dTDP-4-dehydro-6-deoxy-D-glucose
C11908	dTDP-3-oxo-6-deoxy-alpha-D-glucose;dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose;3,6-Dideoxy-3-oxo-dTDP-D-glucose;dTDP-6-deoxy-D-ribo-hexos-3-ulose;dTDP-3-oxo-6-deoxy-D-glucose
C11909	dTDP-3-oxo-4,6-dideoxy-alpha-D-glucose;dTDP-3-oxo-4,6-dideoxy-D-glucose;dTDP-3-dehydro-4,6-dideoxy-alpha-D-glucopyranose
C11910	dTDP-3-amino-3,4,6-trideoxy-D-glucose;dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose
C11911	dTDP-3-dimethylamino-3,4,6-trideoxy-alpha-D-glucopyranose;dTDP-3-dimethylamino-3,4,6-trideoxy-D-glucose;dTDP-3-dimethylamino-3,4,6-trideoxy-alpha-D-glucose;dTDP-alpha-D-desosamine;dTDP-D-desosamine
C11912	dTDP-6-deoxy-D-allose;dTDP-6-deoxy-alpha-D-allose
C11913	6-Deoxy-2,3-di-O-methyl-D-allo-hexose;D-Mycinose
C11915	dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose
C11916	dTDP-beta-L-mycarose;dTDP-2,6-dideoxy-3-C-methyl-beta-L-ribo-hexose;dTDP-L-mycarose
C11917	L-Cladinose
C11918	Maltol
C11919	dTDP-L-megosamine
C11920	dTDP-L-olivose
C11921	dTDP-L-oleandrose
C11922	dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose;dTDP-4-oxo-2,6-dideoxy-D-glucose;dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose;dTDP-4-keto-2,6-dideoxy-D-glucose
C11923	dTDP-2,6-dideoxy-D-glucose;dTDP-alpha-D-olivose;dTDP-D-olivose
C11924	Perillic acid
C11925	dTDP-3-amino-3,6-dideoxy-D-glucose
C11926	dTDP-4-oxo-6-deoxy-D-allose;dTDP-4-dehydro-6-deoxy-alpha-D-gulose;dTDP-4-dehydro-6-deoxy-alpha-D-allose
C11927	dTDP-4-oxo-2,6-dideoxy-L-mannose
C11928	dTDP-4-oxo-2,6-dideoxy-D-allose
C11929	Perillyl-CoA
C11930	dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose
C11931	dTDP-2,6-dideoxy-L-glycero-hex-2-enos-4-ulose
C11932	dTDP-2,6-dideoxy-L-erythro-hexos-3-ulose;dTDP 1-ester with 2,6-dideoxy-L-erythro-hexopyranos-3-ulose
C11933	dTDP-alpha-D-mycaminose;dTDP-D-mycaminose
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA
C11935	4-Isopropenyl-2-oxy-cyclohexanecarboxyl-CoA;4-Isopropenyl-2-ketocyclohexane-1-carboxyl-CoA
C11936	3-Isopropenylpimelyl-CoA
C11937	(1S,4R)-1-Hydroxymenth-8-en-2-one;(1S,4R)-1-Hydroxy-2-oxolimonene
C11938	2-Pinen-10-ol;Myrtenol
C11939	Myrtenal
C11940	6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-carboxylic acid;Myrtenic acid
C11941	Pinocarveol
C11942	trans-2-Methyl-5-isopropylhexa-2,5-dienal
C11943	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid
C11944	cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid
C11945	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA
C11947	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
C11948	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA
C11949	3-Isopropylbut-3-enoyl-CoA
C11950	3-Isopropyl-3-butenoic acid;3-Isopropylbut-3-enoic acid
C11951	(+)-cis-Isopulegone
C11952	(+)-Isomenthone
C11953	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone
C11954	5-Oxoavermectin ''2b'' aglycone
C11955	Avermectin B2b aglycone
C11956	Avermectin A2b aglycone
C11957	Avermectin B2b monosaccharide
C11958	Avermectin A2b monosaccharide
C11959	Avermectin B2b
C11960	Avermectin A2b
C11961	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone
C11962	5-Oxoavermectin ''1b'' aglycone
C11963	Avermectin B1b aglycone
C11964	Avermectin A1b aglycone
C11965	Avermectin B1b monosaccharide
C11966	Avermectin A1b monosaccharide
C11967	Avermectin B1b
C11968	Avermectin A1b;Avermectin A1a, 25-de(1-methylpropyl)-25-(1-methylethyl)-
C11969	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone
C11970	5-Oxoavermectin ''2a'' aglycone
C11971	Avermectin B2a aglycone
C11972	Avermectin A2a aglycone
C11973	Avermectin B2a monosaccharide
C11974	Avermectin A2a monosaccharide
C11975	Avermectin B2a
C11976	Avermectin A1a, 22,23-dihydro-23-hydroxy-, (23S)-;Avermectin A2a
C11977	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone
C11978	5-Oxoavermectin ''1a'' aglycone
C11979	Avermectin B1a aglycone
C11980	Avermectin A1a aglycone
C11981	Avermectin B1a monosaccharide
C11982	Avermectin A1a monosaccharide
C11983	Avermectin B1a
C11984	Avermectin A1a
C11985	Megalomicin A
C11986	Megalomicin B;4'-Acetylmegalomycin A
C11987	Megalomicin C1
C11988	Megalomicin C2
C11989	8,8a-Deoxyoleandolide
C11990	Oleandolide
C11991	L-Olivosyl-oleandolide
C11992	L-Oleandrosyl-oleandolide
C11993	10-Deoxymethynolide
