hsa:7529	P31946;V9HWD6
hsa:126206	P59047
hsa:199713	Q8WX94
hsa:126205	Q86W28
hsa:10135	P43490;A0A024R718
hsa:360030	Q7Z5D8
hsa:340719	Q8WY41
hsa:339345	P60321
hsa:342977	P60323
hsa:79923	Q9H9S0;A8K4D1
hsa:140838	Q8TBE9
hsa:222236	Q6IQ20
hsa:9476	O96009
hsa:417	P52961
hsa:419	Q13508
hsa:420	Q93070
hsa:116969	Q96L15
hsa:26502	Q9UHQ1
hsa:4678	P49321
hsa:55226	Q9H0A0
hsa:57106	Q8WUY8
hsa:375607	Q8N8M0
hsa:51471	Q9UHF3
hsa:339983	Q8N9F0
hsa:9027	Q9UHE5
hsa:26151	Q9BTE0
hsa:256302	Q8N6N6
hsa:89796	Q8NEY1
hsa:89797	Q8IVL1;A7E2D6
hsa:89795	Q8IVL0
hsa:51706	Q9UHQ9
hsa:51700	Q6BCY4;A8K237
hsa:1727	P00387
hsa:51167	Q7L1T6
hsa:606495	Q6IPT4
hsa:51594	A2RRP1;G1UI26
hsa:550643	A0A0U1RRE5;A0A4P8PLQ7
hsa:26960	Q8NFP9;B3KXQ8
hsa:65065	Q6ZS30
hsa:23218	Q6ZNJ1
hsa:100532736	P41271
hsa:4681	P41271
hsa:4683	O60934
hsa:55672	Q3BBV0
hsa:84224	Q9H094
hsa:148545	Q96M43;B7ZAX3
hsa:653149	Q5VWK0
hsa:343505	P0C2Y1
hsa:400818	P0DPF3;B4DG53
hsa:200030	Q86T75
hsa:149013	Q5TAG4
hsa:284565	Q8N660;B4DRP3
hsa:100288142	P0DPF2
hsa:4077	Q14596;A0A024R1V3
hsa:10589	Q14919
hsa:1810	Q01658;Q658N3
hsa:83988	P61601;B2RB70
hsa:4684	P13591
hsa:4685	O15394
hsa:1463	O14594;A0A024R7M3;Q4LE67
hsa:392517	A6PVI3
hsa:4686	Q09161;A0A024R179
hsa:22916	P52298
hsa:55421	Q53F19
hsa:23154	Q9UBB6
hsa:57552	Q6PIU2;A0A0R4J2G3
hsa:653361	P14598
hsa:4688	P19878;A0A0S2Z457
hsa:4689	Q15080
hsa:10752	O00533
hsa:4690	P16333;A0A0S2Z4Y3
hsa:8440	O43639;A0A0S2Z4M6
hsa:57701	Q9HCH0
hsa:10787	Q9Y2A7
hsa:344148	O14513
hsa:3071	P55160
hsa:9187	O60721
hsa:25769	Q9UI40
hsa:57419	Q9HC58
hsa:123041	Q8NFF2
hsa:283652	Q71RS6
hsa:56926	Q969V3
hsa:80024	Q6J4K2
hsa:400746	Q5T1S8
hsa:8648	Q15788
hsa:10499	Q15596
hsa:8202	Q9Y6Q9
hsa:8031	Q13772;A0A024QZI5;Q96E88
hsa:57727	Q9HCD5
hsa:23054	Q14686
hsa:135112	Q8NI08;Q8N3C8
hsa:9611	O75376;A0A024RD47
hsa:9612	Q9Y618
hsa:5447	P16435
hsa:23413	P62166;A0A024R8B2
hsa:9437	O76036;A0A0A0MQZ0
hsa:9436	O95944
hsa:259197	O14931
hsa:55706	Q9BTX1
hsa:10403	O14777;A8K031
hsa:54820	Q9NXR1;X5DR54
hsa:81565	Q9GZM8
hsa:4760	Q13562
hsa:4761	Q15784
hsa:58158	Q9HD90;Q8IW56
hsa:63974	Q96NK8;A0A090N7T3
hsa:4832	Q13232
hsa:8382	P56597;A0A0S2Z4L9
hsa:10201	O75414
hsa:29922	Q9Y5B8
hsa:4830	P15531;A0A384MTW7
hsa:4831	P22392;Q6FHN3
hsa:654364	P22392
hsa:4833	O00746
hsa:79625	Q8TB73
hsa:27158	Q9UHB4
hsa:4693	Q00604
hsa:10397	Q92597
hsa:57447	Q9UN36
hsa:57446	Q9UGV2
hsa:65009	Q9ULP0;A0A0S2Z5R7
hsa:3340	P52848;A8K8T3
hsa:8509	P52849;B4E139
hsa:9348	O95803
hsa:64579	Q9H3R1;A8K0V5
hsa:4694	O15239;Q6IBB5
hsa:4695	O43678
hsa:4696	O95167;Q6FGG4
hsa:4697	O00483;A0A024R9Z0
hsa:4698	Q16718
hsa:4700	P56556;A0A2Y9D025
hsa:4701	O95182
hsa:4702	P51970
hsa:4704	Q16795
hsa:4705	O95299
hsa:126328	Q86Y39
hsa:55967	Q9UI09
hsa:51079	Q9P0J0
hsa:4707	O75438
hsa:4708	O95178;A4D1T5
hsa:4709	O43676;A0A024R413
hsa:4710	O95168
hsa:4711	O43674
hsa:4712	O95139
hsa:4713	P17568
hsa:4714	O95169
hsa:4715	Q9Y6M9
hsa:4716	O96000;A8K761
hsa:54539	Q9NX14
hsa:4717	O43677
hsa:4718	O95298;A0A024R5K6
hsa:100532726	E9PQ53
hsa:91942	Q8N183;A0A0S2Z5U1
hsa:25915	Q9BU61;Q9Y3Z0
hsa:29078	Q9P032
hsa:79133	Q5TEU4
hsa:137682	Q330K2
hsa:55471	Q7L592
hsa:284184	A1L188
hsa:4719	P28331;E5KRK5
hsa:4720	O75306
hsa:4722	O75489
hsa:4724	O43181;A0A0S2Z433
hsa:4725	O43920;Q6IBA0
hsa:4726	O75380;Q6IBC4
hsa:374291	O75251;Q7LD69
hsa:4728	O00217
hsa:4723	P49821;E5KNH5
hsa:4729	P19404
hsa:4731	P56181
hsa:55607	Q9ULJ8
hsa:84687	Q96SB3
hsa:10529	O76041;Q59FZ8
hsa:4703	P20929;Q96MF8;Q05C45
hsa:5122	P29120
hsa:5126	P16519
hsa:64168	Q8N987
hsa:54550	Q7Z6G3
hsa:63941	Q96P71
hsa:4692	Q99608;X5D982
hsa:25977	Q8NC96
hsa:55707	Q9NVZ3
hsa:5818	Q15223
hsa:5819	Q92692
hsa:25945	Q9NQS3
hsa:81607	Q96NY8;K4PZ75
hsa:23327	Q96PU5
hsa:121441	Q8NHV4;A0A024RBE5;A8K1Z3
hsa:4734	P46934
hsa:4738	Q15843
hsa:257194	Q7Z3B1
hsa:79661	Q96FI4
hsa:252969	Q969S2;A0A024R361
hsa:55247	Q8TAT5
hsa:152110	Q6ZWH5;Q8N774
hsa:79858	Q8NG66;B4DM56
hsa:4750	Q96PY6
hsa:4751	P51955
hsa:4752	P51956
hsa:6787	P51957;Q05DF6
hsa:341676	Q6P3R8
hsa:10783	Q9HC98;A0A024R8A6
hsa:140609	Q8TDX7;B2R8K8
hsa:284086	Q86SG6
hsa:91754	Q8TD19;Q6PKF2
hsa:7469	Q9H3P2;A0A0C4DFX9
hsa:25920	Q8WX92
hsa:51497	Q8IXH7;H0UI80
hsa:7936	P18615;A0A1U9X830
hsa:4745	Q92832;K9UUD5
hsa:4753	Q99435;A0A024R0X1
hsa:9147	O60524
hsa:8517	Q9Y6K9
hsa:23306	O14524
hsa:100131211	A6NFY4
hsa:29937	Q9UMX5
hsa:4756	Q92859;Q59FP8
hsa:10436	Q92979
hsa:255919	Q8N9A8;B8YCP3
hsa:25871	Q6NW34
hsa:4311	P08473
hsa:10763	P48681;Q9H6U9
hsa:9423	O95631
hsa:4917	O00634
hsa:59277	Q9HB63
hsa:126147	Q8WTR8
hsa:81832	Q8TDF5
hsa:81831	Q8NC67
hsa:8492	P56730;Q96I80
hsa:54492	A8MQ27
hsa:5020	P01178;X5D7M6
hsa:551	P01185;X5DQP6
hsa:55907	Q8NFW8
hsa:124936	Q8WUJ1
hsa:4900	Q92686;A0A024R3M7
hsa:9148	O76050;B4DS86
hsa:140825	Q9BR09
hsa:93082	Q96EH8
hsa:84461	Q96JN8
hsa:57486	Q9BYT8
hsa:2596	P17677;Q5U058
hsa:4758	Q99519;Q5JQI0
hsa:4759	Q9Y3R4
hsa:10825	Q9UQ49;A0A024R5N6
hsa:129807	Q8WWR8;B3KR54
hsa:5274	Q99574;A0A0S2Z455
hsa:4922	P30990;Q6FH20
hsa:340533	Q5QGS0
hsa:91624	Q0ZGT2
hsa:4763	P21359
hsa:84901	Q8NCF5
hsa:4779	Q14494;Q8NF22
hsa:4780	Q16236
hsa:9603	Q9Y4A8
hsa:4772	O95644
hsa:4773	Q13469
hsa:4775	Q12968;B5B2S1
hsa:4776	Q14934
hsa:150372	Q8NET5
hsa:23114	O94856
hsa:10725	O94916
hsa:4778	Q16621;A8K3E0
hsa:58160	Q86UQ8;A0A494C0K1
hsa:4744	P12036
hsa:4774	Q12857
hsa:4781	O00712;Q5VW28
hsa:4782	P08651;B7Z4T6
hsa:4783	Q16649;A0A024R241
hsa:80762	Q9BT67
hsa:54602	Q9NV92
hsa:4784	Q14938
hsa:4790	P19838
hsa:4791	Q00653
hsa:4747	P07196
hsa:4741	P07197
hsa:4798	Q6P4R8;A0A024R3K9
hsa:9054	Q9Y697;Q53FP3
hsa:27247	Q9UMS0
hsa:4799	Q12986
hsa:152518	Q6ZNB6;B1Q2B0
hsa:4800	P23511
hsa:4801	P25208;A0A024RBG7
hsa:4802	Q13952
hsa:3934	P80188
hsa:9462	Q9UJF2;A8K2P3
hsa:116150	Q96E22
hsa:58157	Q9NPG2;A0M8W9
hsa:25983	Q8NEJ9
hsa:25791	Q8N5V2
hsa:4803	P01138
hsa:55768	Q96IV0
hsa:4762	Q92886;F1T0H3
hsa:63973	Q9H2A3
hsa:50674	Q9Y4Z2
hsa:51335	Q9NPE2
hsa:4809	P55769;Q6FHM6
hsa:79840	Q9H9Q4
hsa:378884	Q6VVB1
hsa:374354	Q8NBF2;Q7Z658
hsa:387921	Q5JS37;Q68DP7
hsa:283948	P0CG21
hsa:55651	Q9NX24
hsa:9368	O14745
hsa:9351	Q15599
hsa:5174	Q5T2W1
hsa:79849	Q86UT5
hsa:57224	Q5SYE7
hsa:340527	Q5HYW2
hsa:4810	Q6T4R5
hsa:116496	Q9BZQ8
hsa:64855	Q96TA1
hsa:199786	Q86XR2
hsa:23385	Q92542
hsa:84276	Q9BSH3;B2R7Q3
hsa:4811	P14543
hsa:22795	Q14112
hsa:60491	Q9GZT8;A0A024R3V7
hsa:167359	Q8IY84
hsa:4814	Q92982
hsa:4815	Q9NZG7;B4DJC1
hsa:22981	Q9Y2I6
hsa:51199	Q8N4C6
hsa:51388	Q9Y221
hsa:123606	Q7RTP0
hsa:81614	Q8N8Q9;A0A024R372
hsa:152519	Q6NVV3
hsa:348938	Q0D2K0
hsa:51530	Q86WB0
hsa:25836	Q6KC79
hsa:8508	Q9BPW8
hsa:2631	O75323
hsa:11188	Q9Y2I1
hsa:4817	Q86X76
hsa:56954	Q9NQR4;V9HW91
hsa:64149	Q9HAS0
hsa:6869	P25103
hsa:6865	P21452
hsa:6870	P29371
hsa:79570	Q4KMZ8
hsa:154215	Q5VXU1;B3KNZ0
hsa:128414	Q8IVV8;B3KWY5
hsa:55216	Q6ZUT1
hsa:222698	Q5M9Q1
hsa:79576	Q8N5F7
hsa:85407	Q969G9
hsa:85409	Q969F2
hsa:3821	P26715
hsa:3822	P26717
hsa:100528032	P26718;A0A024RAP8
hsa:22914	P26718;A0A024RAP8
hsa:3823	Q07444
hsa:8302	O43908
hsa:4818	Q16617
hsa:55922	O15226;A3F769
hsa:4820	P30414
hsa:390010	Q9UD57
hsa:7080	P43699
hsa:4821	O95096
hsa:159296	Q8TAU0
hsa:644524	Q9H2Z4
hsa:1482	P52952;A0A0S2Z383
hsa:137814	A6NCS4
hsa:26257	O15522
hsa:4824	Q99801
hsa:579	P78367
hsa:4825	P78426
hsa:84504	Q9C056
hsa:157848	A6NJ46
hsa:54475	Q9NVX2
hsa:22871	Q8N2Q7
hsa:57555	Q8NFZ4
hsa:54413	Q9NZ94;X5DNV3
hsa:57502	Q8N0W4;A0A024RBV0;B3KP11
hsa:22829	Q8NFZ3;A0A024R9E7
hsa:51701	Q9UBE8;A0A024QZ12
hsa:197358	Q7RTR2;C3VPR7;Q8NF06
hsa:58484	Q9NPP4
hsa:84166	Q86WI3;Q9H6Y0;Q6MZW3
hsa:22861	Q9C000
hsa:114548	Q96P20
hsa:171389	P59044
hsa:338321	Q7RTR0
hsa:79671	Q86UT6
hsa:84879	Q8NA29;Q71RE4
hsa:6342	P22307;A0A384NY87;B2R761;Q59HG9
hsa:4829	P28336
hsa:4828	P08949
hsa:116443	Q8TCU5
hsa:116444	O60391;Q5F0I5
hsa:51068	Q96D46
hsa:2903	Q12879;Q547U9
hsa:2904	Q13224
hsa:2905	Q14957;O15398
hsa:2906	O15399;Q59G17
hsa:2902	Q05586
hsa:84419	Q9C002;A0A024R5U4
hsa:9111	Q13287
hsa:64802	Q9HAN9;A0A024R4E1
hsa:23057	Q9BZQ4
hsa:349565	Q96T66;Q49AL4
hsa:57407	Q9HBL8;A0A384P622
hsa:129521	Q5H8A3;A0A250SI41
hsa:4836	P30419
hsa:9397	O60551
hsa:10316	Q9HB89
hsa:56923	Q9GZQ4
hsa:10874	P48645;A0A250SH36
hsa:4826	Q16517
hsa:4837	P40261;Q6FH49
hsa:55739	Q8IW45
hsa:128240	Q8NCW5
hsa:23530	Q13423;A0A024R0C3
hsa:51538	Q9NP64;B4DYA9
hsa:84273	Q8NC60
hsa:28987	Q9ULX3
hsa:135935	O60393
hsa:26155	Q9Y3T9
hsa:64318	Q8WTT2
hsa:79050	Q9BVI4
hsa:25819	Q9UK39
hsa:10392	Q9Y239;A0A024RA73
hsa:64127	Q9HC29
hsa:4838	Q96S42
hsa:10439	Q99784
hsa:93145	O95897
hsa:118427	Q96PB7;Q6IMJ0;B3KTG9
hsa:23560	Q9BZE4;D2CFK9
hsa:29889	Q13823;Q5T0F3
hsa:9241	Q13253
hsa:79954	Q9BSC4
hsa:25926	Q9H8H0
hsa:79159	Q9UGY1;A0A024R1M6
hsa:8996	O60936;Q5TZN6
hsa:140688	Q96MY1
hsa:8715	O94818
hsa:65083	Q9H6R4
hsa:51406	Q9UMY1;A0A024QZW2
hsa:55035	Q76FK4
hsa:79707	Q5SY16
hsa:9221	Q14978;Q96J17;B2RAU8
hsa:64434	Q5C9Z4
hsa:23420	Q15155
hsa:283820	Q5JPE7
hsa:408050	P69849;Q1LZN2
hsa:4841	Q15233;A0A0S2Z4Z9
hsa:55505	Q9NPE3
hsa:8602	P78316;A8KA74
hsa:51491	Q9Y3C1
hsa:4839	P46087
hsa:29997	Q9NZM5
hsa:10528	O00567
hsa:51602	Q9Y2X3
hsa:161424	Q86U38
hsa:4842	P29475;B3VK56;B4DG68;A0PJJ7
hsa:4843	P35228
hsa:4846	P29474
hsa:51070	Q9Y314
hsa:115677	Q8IVI9
hsa:4851	P46531
hsa:4853	Q04721;Q6IQ50;Q9UFD5
hsa:4854	Q9UM47
hsa:4855	Q99466;A0A1U9X983
hsa:344022	A8MTQ0
hsa:147111	Q6P988
hsa:4857	P51513
hsa:4858	Q9UNW9
hsa:27035	Q9Y5S8
hsa:50508	Q9HBY0
hsa:50507	Q9NPH5
hsa:79400	Q96PH1;A3QRJ0
hsa:10811	Q86UR1
hsa:124056	Q8NFA2;A8K832
hsa:4673	P55209;A0A024RBB7;Q9H2B0
hsa:4674	Q9ULW6
hsa:4675	Q99457;Q8IYV1
hsa:4676	Q99733;A0A024RCC9
hsa:266812	Q96NT1
hsa:9875	O60287
hsa:79815	Q9H841
hsa:57185	Q6P499
hsa:23742	Q9NZP6
hsa:4861	Q99742
hsa:4862	Q99743;A2I2P5
hsa:64067	Q8IXF0;X5D2Q4
hsa:266743	Q8IUM7
hsa:4863	Q14207
hsa:613037	A6NJU9
hsa:440348	A6NHN6
hsa:2831	P48145;H9NIL7
hsa:2832	P48146
hsa:256933	Q8NG41
hsa:4864	O15118
hsa:10577	P61916;A0A024R6C0
hsa:29881	Q9UHC9
hsa:56654	Q9NQX5
hsa:64106	Q9GZQ6
hsa:10886	Q9Y5X5
hsa:8620	O15130
hsa:4868	O60500
hsa:4867	O15259
hsa:27031	Q7Z494
hsa:261734	O75161
hsa:642799	Q9UND3;A0A0B4J2F6
hsa:9284	Q9UND3
hsa:642778	F8WFD2
hsa:100288332	E9PKD4
hsa:101059938	E9PJI5;P0DM63
hsa:101059953	E9PJI5;P0DM63
hsa:100132247	A8MRT5;B4E0Y1
hsa:728741	E9PJ23;B2RXF8
hsa:728734	E9PQR5
hsa:100507607	F8W1W9
hsa:55666	Q8TAT6;A0A024R8R4
hsa:80896	Q9BXD5
hsa:10361	Q86SE8
hsa:10360	O75607
hsa:4869	P06748;A0A0S2Z491
hsa:255743	Q6UXI9
hsa:10641	Q8WTW4
hsa:8131	Q12980;Q9BTE2
hsa:25934	Q9UFN0
hsa:55335	Q9BS92;Q71RE8
hsa:387129	Q6W5P4;A0A090N8Z1
hsa:594857	P0C0P6
hsa:6568	Q14916
hsa:6569	Q06495;A0A024R7R9;Q7Z725;Q86VN6
hsa:10568	O95436
hsa:142680	Q8N130
hsa:10246	O00624;A0A024QZY2
hsa:10786	O00476;A0A024QZX7
hsa:27020	Q9Y639
hsa:4884	Q15818
hsa:4885	P47972
hsa:23467	O95502
hsa:64111	Q9HCQ7
hsa:283869	Q8N729
hsa:4886	P25929
hsa:4887	P49146
hsa:100996758	P0DQD5;P50391
hsa:5540	P50391
hsa:4889	Q15761
hsa:4852	P01303;A4D158
hsa:1728	P15559
hsa:4835	P16083;B3KPX6
hsa:190	P51843;F1D8P4
hsa:8431	Q15466
hsa:9572	P20393;F1D8S3
hsa:9975	Q14995;F1D8P2
hsa:7376	P55055;F1D8P7
hsa:10062	Q13133;B4DXU5;F1D8N1
hsa:9971	Q96RI1
hsa:8856	O75469
hsa:9970	Q14994
hsa:7181	P13056;H9NIM2
hsa:7182	P49116
hsa:126382	Q86WQ0
hsa:7101	Q9Y466;B6ZGT9
hsa:10002	Q9Y5X4
hsa:2063	P10588;F1D8R3
hsa:374383	Q68D85
hsa:3164	P22736;A0A024R126
hsa:4929	P43354;F1D8N6;Q53EL4
hsa:8013	Q92570;A0A024R168
hsa:2494	O00482
hsa:2649	Q15406;F1D8S0
hsa:400258	Q8N912;A0A024R6Q4
hsa:6556	P49279
hsa:4891	P49281;A0A0X8GKR4
hsa:4892	Q86VF7
hsa:441478	Q7Z6K4
hsa:29982	Q96F24
hsa:340371	Q9NSY0
hsa:29959	Q9UHY1
hsa:4897	Q92823;Q14CA1
hsa:4898	O43847;Q6UUU9
hsa:55051	Q9H7Z3
hsa:9315	Q16612
hsa:4899	Q16656;A0A024R770
hsa:3084	Q02297;Q6PK61
hsa:9542	O14511
hsa:10718	P56975;B9EGV5
hsa:145957	Q8WWG1
hsa:8204	P48552;A8K171
hsa:83714	Q9BQI9
hsa:56675	Q9NQ35
hsa:54981	Q9NWW6
hsa:27231	Q9NPI5
hsa:203447	Q7Z2Y5
hsa:4901	P54845
hsa:11270	Q8IXM6;A0A1U9X845;B3KQU6
hsa:123904	Q496H8
hsa:51299	Q9NPD7
hsa:8829	O14786;Q6AWA9;Q68DN3;Q59F20
hsa:8828	O60462;Q7Z3T9
hsa:140767	Q8IZ57
hsa:80023	Q9GZP1
hsa:4902	Q99748
hsa:9378	P58400
hsa:9379	Q9P2S2
hsa:9369	Q9HDB5
hsa:10625	Q9Y6Y0
hsa:10412	O95478;Q5J7U2
hsa:64324	Q96L73
hsa:7468	O96028
hsa:54904	Q9BZ95
hsa:50814	Q15738;A0A384NPZ7
hsa:197370	Q8WV22
hsa:286053	Q96MF7;A0A024R9J6
hsa:56160	Q96MG7
hsa:54780	Q9NXX6
hsa:55968	Q9UNZ2;Q53FE8
hsa:4905	P46459;A0A384MTI6
hsa:27065	P42857;B2R5R8
hsa:51617	Q9Y328
hsa:25936	Q96IY1;Q53FM2
hsa:55512	Q9NY59;A8K0T6
hsa:55627	Q9NXE4
hsa:6610	O60906
hsa:26012	Q6X4W1
hsa:84081	Q9H0G5
hsa:54888	Q08J23
hsa:63899	Q9H649
hsa:387338	Q96CB9
hsa:55695	Q96P11
hsa:221078	Q8TEA1
hsa:79730	Q8NE18
hsa:388677	Q7Z3S9;P0DPK4
hsa:30833	Q8TCD5;V9HWF3
hsa:221294	Q5TFE4;Q9H2R1
hsa:64943	Q9H857
hsa:51559	Q86UY8
hsa:56953	Q9NPB1
hsa:7462	Q9GZY6
hsa:123803	Q96AB6
hsa:55093	Q96HA8
hsa:6555	Q12908
hsa:201780	Q96EP9
hsa:347051	Q5PT55
hsa:84068	Q0GE19
hsa:6554	Q14973;B2RA41
hsa:10204	P61970;A0A024R6Y2
hsa:4908	P20783
hsa:4909	P34130;A0A024QZE4
hsa:4913	P78549;E5KTI5
hsa:28989	Q9BV86;A0A024R8E4
hsa:149281	Q5VVY1
hsa:728118	Q8IVF1
hsa:728130	Q8IVF1;A0A075B6P9
hsa:729262	A6NNL0
hsa:54754	A1L443
hsa:441457	Q5VZR2
hsa:22854	Q9Y2I2;Q5IEC8;Q5IEC3
hsa:84628	Q96CW9
hsa:84284	Q9BSD7;Q5TDE9
hsa:4923	P30989
hsa:23620	O95665
hsa:50863	Q9P121
hsa:4914	P04629
hsa:4915	Q16620;Q5VWE5;Q548C2
hsa:4916	Q16288;X5D2R1
hsa:57122	P57740
hsa:55746	Q8WUM0
hsa:9972	P49790
hsa:9631	O75694;A0A024R071
hsa:23279	Q12769
hsa:23511	Q5SRE5
hsa:4535	P03886;U5Z754
hsa:23165	Q92621
hsa:8021	P35658
hsa:4536	P03891;Q7GXY9
hsa:4537	P03897;Q7GXZ5
hsa:4539	P03901;Q7GXZ4
hsa:4538	P03905;H9EC08
hsa:4540	P03915;U5ZC31
hsa:4541	P03923;U5Z977
hsa:56901	Q9NRX3;A0A024RB39
hsa:9891	O60285;A0A024RBL3
hsa:81788	Q9H093;B4E0Y5
hsa:51667	Q9Y5A7;H3BM14
hsa:4682	P53384
hsa:10101	Q9Y5Y2;B7Z6P0
hsa:80224	Q8TB37;X5D2R5
hsa:4924	Q02818;A8K7Q1
hsa:4925	P80303
hsa:2021	Q14249;E5KNL5
hsa:64710	Q9H1E3
hsa:4691	P19338;B3KM80
hsa:170685	Q8NFP7
hsa:55190	Q96G61
hsa:83594	Q9BQG2
hsa:25961	Q86X67
hsa:256281	O95848
hsa:55270	Q9NV35
hsa:131870	Q96DE0
hsa:200035	P0C025
hsa:79873	Q6ZVK8
hsa:390916	A8MXV4
hsa:84304	Q9BRQ3
hsa:84955	Q96RS6
hsa:134492	Q8WVJ2
hsa:23386	Q8IVD9
hsa:10726	Q9Y266
hsa:11165	O95989
hsa:11163	Q9NZJ9;A0A024RBD0
hsa:11164	Q9UKK9
hsa:11162	P53370
hsa:283927	P0C024
hsa:254552	Q8WV74
hsa:53343	Q9BW91;Q96KB3
hsa:83540	Q9BZD4
hsa:26747	Q9UHK0
hsa:57532	Q7Z417
hsa:4926	Q14980;Q3SYK8;Q4LE64
hsa:9253	Q9Y6R0;A8K033
hsa:8650	P49757;A0A024R6F4
hsa:129401	Q8NFH5
hsa:79023	Q8NFH4
hsa:11097	O15504
hsa:348995	Q8NFH3;Q8TEA6
hsa:10762	Q9UKX7;A0A024R4X7
hsa:53371	Q7Z3B4
hsa:9818	Q9BVL2
hsa:23636	P37198;A0A024QZF1
hsa:79902	Q9BW27
hsa:4927	Q99567
hsa:9688	Q8N1F7
hsa:4928	P52948
hsa:26471	O60356;A0A024QZC4
hsa:389493	A6NF83
hsa:51203	Q9BXS6
hsa:256646	Q86Y26
hsa:4931	O15381;B4DF43
hsa:284434	Q149M9
hsa:57495	Q9ULI1
hsa:10482	Q9UBU9
hsa:56001	Q9GZY0
hsa:728343	Q9GZY0
hsa:56000	Q9H4D5
hsa:55998	Q9H1B4
hsa:115861	Q96CM4
hsa:158046	Q5VZ03
hsa:64359	Q6DKJ4
hsa:92689	Q8IWE2
hsa:120400	Q8N323
hsa:120406	Q96DL1
hsa:91775	Q969Y0
hsa:54827	Q6UWF7
hsa:30010	P58417;Q3LID8
hsa:11249	O95156
hsa:11248	O95157
hsa:11247	O95158
hsa:122945	Q6NXP6
hsa:29107	Q9UKK6
hsa:55916	Q9NPJ8
hsa:222950	Q6ZVC0
hsa:57624	Q9P242
hsa:57523	Q9P2P1
hsa:60506	Q9GZU5
hsa:341276	Q9H208
hsa:26496	P58181;A0A126GVZ2
hsa:283297	Q9H209
hsa:144124	Q9H207;A0A126GWR0
hsa:390093	Q8NH74;A0A126GVN8
hsa:121364	Q8NGE5;A0A126GVR3
hsa:121275	Q8NGE0
hsa:282770	Q8NH19;A0A126GVM8
hsa:442194	Q96KK4;A0A126GV80
hsa:26533	Q8NGC4;A0A126GWE3
hsa:390264	Q8NGN3;A0A126GWS5
hsa:390265	Q8NGN6;A0A126GWF3
hsa:219869	Q8NGN5;A0A126GVX3
hsa:219870	Q8NGN4
hsa:26539	Q9Y4A9;A0A126GVU5
hsa:26538	O60403;A0A126GWJ7
hsa:26532	O60404;A0A126GW93
hsa:126541	Q8NGA5;A0A126GVV2
hsa:284433	Q8NGA6;A0A126GWE9
hsa:26476	P30954;A0A126GWQ9
hsa:441911	Q5JRS4
hsa:127385	Q8NHC4;A0A126GV70
hsa:391109	Q8NGX5;A0A126GV64
hsa:391107	Q6IF99;A0A126GV65
hsa:121130	Q8NGE3
hsa:219960	Q8NGQ4
hsa:343406	Q8NGX6
hsa:219873	Q8NGN2
hsa:128360	Q8NGX3;A0A126GV74
hsa:390201	Q8NGI7
hsa:81341	Q8NGF6
hsa:128367	Q8NGY0;A0A126GWA4
hsa:128368	Q8NGY1;A0A126GV63
hsa:26531	Q9GZK7;A0A024RCH9
hsa:390439	Q8NGC1
hsa:81061	Q8NG94
hsa:79334	Q8NH07
hsa:390442	Q8NGC9;A0A126GW19
hsa:122748	Q8NGC7;A0A126GVP4
hsa:390441	Q8NGC8
hsa:440153	B2RN74
hsa:391189	Q8NGX0
hsa:26529	P58182;A0A126GV87
hsa:81797	Q9UGF7;D2XT27
hsa:79290	Q8NGR1;A0A126GVD8
hsa:392376	Q8NGS9;A0A126GWR7
hsa:138803	Q8NGS6;A0A126GVY9
hsa:138804	Q8NGS5;A0A126GVC9
hsa:138799	Q8NGS8
hsa:138802	Q8NGS7;A0A126GVC7
hsa:286362	Q8NGT0
hsa:286365	Q8NGV5
hsa:138805	Q8NGS4
hsa:441933	Q8NGZ3
hsa:347468	Q8NG92;A0A126GW70
hsa:392309	Q8NGT2
hsa:284532	Q8NHC5
hsa:127066	Q8NHC7
hsa:401994	A6ND48
hsa:442191	Q9UGF5;A0A126GW10
hsa:346525	Q8NGT7
hsa:135941	Q96R47;A0A126GVB0
hsa:392138	A4D2G3;A0A126GVV5
hsa:81392	Q8NHA4
hsa:144125	Q9H205;A0A126GVD0
hsa:338755	A6NM03;A0A126GWC6
hsa:391191	Q8NG84
hsa:121129	Q8NGE2;A0A126GVS5
hsa:341152	A6NND4;A0A126GWB1
hsa:127069	Q8NGZ9;A0A126GV79
hsa:127077	Q8NH01
hsa:127064	Q8NG77
hsa:403239	Q8NH04
hsa:343563	Q8NH02
hsa:391195	Q8NG76
hsa:127068	Q8NGX1
hsa:403244	Q8NGX2
hsa:81328	Q8NGL6
hsa:81327	Q8NH70;A0A126GW87
hsa:403253	Q6IF82
hsa:119749	A6NHA9
hsa:390649	Q8NGB8;A0A126GW41
hsa:81099	Q8NGA8;A0A126GWN0
hsa:441308	O95013
hsa:401667	Q8NGJ7;A0A126GWD5
hsa:401666	Q8NGJ6
hsa:119687	Q8NH64
hsa:79345	Q9Y5P1;A0A126GWB2
hsa:79339	Q9Y5P0
hsa:282763	Q9H339;Q05CQ2
hsa:390058	Q9H340
hsa:390038	Q8NGF3;A0A126GVM2
hsa:143503	Q8TCB6;A0A126GVF8
hsa:81285	Q9H255;A0A126GVK0
hsa:119694	Q8NH61
hsa:79324	Q8NGK1;A0A126GVF5
hsa:81282	Q8NGK0
hsa:401663	Q8NH63;A0A126GVH7
hsa:390063	Q9H343;A0A126GWE7
hsa:390064	Q9H344;A0A126GVE9
hsa:79470	Q9H342
