dr:D00001	Water (JP17/USP)
dr:D05488	Pipoxolan hydrochloride (USAN)
dr:D05489	Piprozolin (USAN/INN)
dr:D05490	Piquizil hydrochloride (USAN)
dr:D05491	Pirandamine hydrochloride (USAN)
dr:D05492	Pirazmonam sodium (USAN)
dr:D05493	Pirazolac (USAN/INN)
dr:D05494	Pirbenicillin sodium (USAN)
dr:D05495	Pirenperone (USAN/INN)
dr:D05496	Piridicillin sodium (USAN)
dr:D05497	Piridronate sodium (USAN)
dr:D05498	Piriprost (USAN/INN)
dr:D05499	Piriprost potassium (USAN)
dr:D05500	Piritrexim isethionate (USAN)
dr:D05501	Pirlimycin hydrochloride (USAN)
dr:D05502	Pirmagrel (USAN/INN)
dr:D05503	Pirnabine (USAN)
dr:D05504	Piroctone (USAN/INN)
dr:D05505	Piroctone olamine (USAN)
dr:D05506	Pirodavir (USAN/INN)
dr:D05507	Pirogliride tartrate (USAN)
dr:D05508	Pirolate (USAN/INN)
dr:D05509	Pirolazamide (USAN/INN)
dr:D05510	Piroxantrone hydrochloride (USAN)
dr:D05511	Piroxicam betadex (USAN)
dr:D05512	Piroxicam cinnamate (USAN)
dr:D05513	Piroxicam olamine (USAN)
dr:D05514	Piroximone (USAN)
dr:D05515	Pirprofen (USAN/INN)
dr:D05516	Pirquinozol (USAN/INN)
dr:D05517	Pirsidomine (USAN/INN)
dr:D05518	Pirtenidine hydrochloride (USAN)
dr:D05519	Pituitary, posterior
dr:D05520	Pivampicillin pamoate (USAN)
dr:D05521	Pivampicillin probenate (USAN)
dr:D05522	Pixantrone (USAN/INN)
dr:D05523	Pizotyline (USAN)
dr:D05524	Plague vaccine
dr:D05525	Plantago seed (JP17/USP)
dr:D05526	Plasma protein fraction (USP)
dr:D05527	Platelet concentrate (USP)
dr:D05528	Pleconaril (USAN/INN)
dr:D05529	Podofilox (USAN)
dr:D05530	Podophyllum (USP)
dr:D05531	Poison ivy extract, alum precipitated (USAN)
dr:D05532	Poison oak extract (USAN)
dr:D05533	Polacrilin (USAN)
dr:D05534	Polacrilin potassium (NF)
dr:D05535	Poldine methylsulfate (USAN)
dr:D05536	Policapram (USAN/INN)
dr:D05537	Polifeprosan 20 (USAN)
dr:D05538	Mozenavir (INN)
dr:D05539	Poligeenan (USAN/INN)
dr:D05540	Poliglecaprone 25 (USAN)
dr:D05541	Poliglusam (USAN/INN)
dr:D05542	Polignate sodium (USAN)
dr:D05543	Poliovirus vaccine inactivated (USP)
dr:D05544	Live oral polimyelitis vaccine (JP17)
dr:D05545	Polipropene 25 (USAN)
dr:D05546	Polixetonium chloride (USAN/INN)
dr:D05547	Poloxalene (USP/INN)
dr:D05548	Polybutester (USAN)
dr:D05549	Polybutilate (USAN)
dr:D05550	Polydextrose (NF)
dr:D05551	Kasal (USAN)
dr:D05552	Polydioxanone (USAN)
dr:D05553	Polyethadene (USAN)
dr:D05554	Polyethylene glycol monomethyl ester (NF)
dr:D05555	Polyferose (USAN)
dr:D05556	Polyglactin 370 (USAN)
dr:D05557	Polyglycolic acid (USAN/INN)
dr:D05558	Polyglyconate (USAN)
dr:D05559	Polymetaphosphate P 32 (USAN)
dr:D05560	Polyoxyl 10 oleyl ether (NF)
dr:D05561	Polyoxyl 20 cetostearyl ether (NF)
dr:D05562	Polyoxyl 35 castor oil (NF)
dr:D05563	Polyoxyl 40 hydrogenated castor oil (NF)
dr:D05564	Polyoxypropylene 15 stearyl ether (USAN)
dr:D05565	Polysorbate 20 (NF)
dr:D05566	Polysorbate 40 (NF)
dr:D05567	Polysorbate 60 (NF)
dr:D05568	Polysorbate 65 (NF)
dr:D05569	Polysorbate 85 (NF)
dr:D05570	Polyurethane foam (USAN)
dr:D05571	Polyvinyl acetate phthalate (NF)
dr:D05572	Porfiromycin (USAN/INN)
dr:D05574	Potash, sulfurated (USP)
dr:D05575	Pramipexole (USAN/INN)
dr:D05576	Potassium benzoate (NF)
dr:D05577	Potassium chloride K 42 (USAN)
dr:D05578	Potassium citrate (USP)
dr:D05579	Potassium glucaldrate (USAN/INN)
dr:D05580	Potassium guaiacolsulfonate (USP)
dr:D05581	Potassium metabisulfite (NF)
dr:D05582	Potassium metaphosphate (NF)
dr:D05583	Potassium sodium tartrate (USP)
dr:D05584	Povidone I 125 (USAN)
dr:D05585	Povidone I 131 (USAN)
dr:D05587	Practolol (USAN)
dr:D05588	Pradefovir mesylate (USAN)
dr:D05589	Pralatrexate (JAN/USAN/INN)
dr:D05590	Pralidoxime mesylate (USAN)
dr:D05591	Plauracin (USAN/INN)
dr:D05592	Pramiracetam hydrochloride (USAN)
dr:D05593	Pramiracetam sulfate (USAN)
dr:D05594	Pramlintide (USAN/INN)
dr:D05595	Pramlintide acetate (USAN)
dr:D05596	Pranolium chloride (USAN/INN)
dr:D05597	Prasugrel hydrochloride (JAN/USAN)
dr:D05598	Pravadoline maleate (USAN)
dr:D05599	Prazarelix acetate (USAN)
dr:D05600	Prednazate (USAN/INN)
dr:D05601	Prednicarbate (USP/INN)
dr:D05602	Prednimustine (USAN/INN)
dr:D05603	Prednival (USAN)
dr:D05604	Pregnenolone succinate (USAN)
dr:D05605	Premafloxacin (USAN/INN)
dr:D05606	Prenalterol hydrochloride (USAN)
dr:D05607	Prezatide copper acetate (USAN/INN)
dr:D05608	Pridefine hydrochloride (USAN)
dr:D05609	Prifelone (USAN/INN)
dr:D05610	Priliximab (USAN/INN)
dr:D05611	Prinomide tromethamine (USAN)
dr:D05612	Prinoxodan (USAN/INN)
dr:D05613	Prizidilol hydrochloride (USAN)
dr:D05614	Proadifen hydrochloride (USAN)
dr:D05615	Probicromil calcium (USAN)
dr:D05616	Procinonide (USAN/INN)
dr:D05617	Proclonol (USAN/INN)
dr:D05618	Prodilidine hydrochloride (USAN)
dr:D05619	Prodolic acid (USAN/INN)
dr:D05620	Profadol hydrochloride (USAN)
dr:D05621	Progabide (USAN/INN)
dr:D05622	Proinsulin human (USAN)
dr:D05623	Prolintane hydrochloride (USAN)
dr:D05624	Potassium citrate and sodium citrate hydrate
dr:D05625	Propane (NF)
dr:D05626	Propanidid (USAN/INN)
dr:D05627	Propatyl nitrate (USAN)
dr:D05628	Propenzolate hydrochloride (USAN)
dr:D05629	Propikacin (USAN)
dr:D05630	Propiolactone (USAN/INN)
dr:D05631	Propiram fumarate (USAN)
dr:D05632	Propoxyphene napsylate (USAN)
dr:D05633	Propylene carbonate (NF)
dr:D05634	Propylene glycol alginate (NF)
dr:D05635	Propylene glycol diacetate
dr:D05636	Propylene glycol monostearate (NF)
dr:D05637	Propylhexedrine (USP/INN)
dr:D05638	Proquazone (USAN/INN)
dr:D05639	Proquinolate (USAN/INN)
dr:D05640	Prorenoate potassium (USAN/INN)
dr:D05641	Proroxan hydrochloride (USAN)
dr:D05642	Prostalene (USAN)
dr:D05643	Protein hydrolysate (USP)
dr:D05644	Proxazole (USAN/INN)
dr:D05645	Proxicromil (USAN/INN)
dr:D05646	Proxorphan tartrate (USAN)
dr:D05647	Prussian blue insoluble (USAN)
dr:D05648	Pseudoephedrine polistirex (USAN)
dr:D05649	Pseudoephedrine sulfate (USP)
dr:D05650	Psyllium hemicellulose (USP)
dr:D05651	Psyllium husk (USP)
dr:D05652	Pumice (USP)
dr:D05653	Puromycin (USAN)
dr:D05655	Puromycin hydrochloride (USAN)
dr:D05656	Pyrabrom (USAN)
dr:D05657	Pyrantel tartrate (USP)
dr:D05658	Pyrazofurin (USAN)
dr:D05659	Pyrethrum extract (USP)
dr:D05660	Pyrilamine maleate (USP)
dr:D05661	Pyrinoline (USAN/INN)
dr:D05662	Pyrithione sodium (USAN)
dr:D05663	Pyrovalerone hydrochloride (USAN)
dr:D05664	Pyroxamine maleate (USAN)
dr:D05665	Pyrrocaine (USAN/INN)
dr:D05666	Pyrroliphene hydrochloride (USAN)
dr:D05667	Quadazocine mesylate (USAN)
dr:D05668	Quazinone (USAN/INN)
dr:D05669	Quazodine (USAN/INN)
dr:D05670	Quazolast (USAN/INN)
dr:D05671	Quiflapon sodium (USAN)
dr:D05672	Quinaldine blue (USAN/INN)
dr:D05673	Quinazosin hydrochloride (USAN)
dr:D05674	Quinbolone (USAN/INN)
dr:D05675	Quindecamine acetate (USAN)
dr:D05676	Quindonium bromide (USAN/INN)
dr:D05677	Quinelorane hydrochloride (USAN)
dr:D05678	Quinetolate (USAN/INN)
dr:D05679	Quingestanol acetate (USAN)
dr:D05680	Quingestrone (USAN/INN)
dr:D05681	Quinine ascorbate (USAN)
dr:D05682	Quinpirole hydrochloride (USAN)
dr:D05683	Quinterenol sulfate (USAN)
dr:D05684	Quinuclium bromide (USAN)
dr:D05685	Quipazine maleate (USAN)
dr:D05686	Rabies immune globulin (USP)
dr:D05687	Racephenicol (USAN/INN)
dr:D05688	Racepinephrine (USP/INN)
dr:D05689	Racepinephrine hydrochloride (USP)
dr:D05690	Raclopride C11 (USAN)
dr:D05691	Ractopamine hydrochloride (USP)
dr:D05692	Radafaxine hydrochloride (USAN)
dr:D05693	Rafoxanide (USAN/INN)
dr:D05694	Ralitoline (USAN/INN)
dr:D05695	Raluridine (USAN)
dr:D05696	Ramoplanin (USAN/INN)
dr:D05697	Ranibizumab (USAN/INN)
dr:D05698	Ranimycin (USAN/INN)
dr:D05699	Ranitidine bismuth citrate (USAN)
dr:D05700	Ranolazine (USAN/INN)
dr:D05701	Ranolazine hydrochloride (USAN)
dr:D05702	Ranpirnase (USAN)
dr:D05703	Rapacuronium bromide (USAN/INN)
dr:D05704	Rasburicase (USAN/INN)
dr:D05705	Rauwolfia serpentina (USP)
dr:D05706	Raxibacumab (USAN/INN)
dr:D05707	Rayon, purified (USP)
dr:D05708	Recainam hydrochloride (USAN)
dr:D05709	Recainam tosylate (USAN)
dr:D05710	Reclazepam (USAN/INN)
dr:D05711	Regadenoson (USAN/INN)
dr:D05712	Regramostim (USAN/INN)
dr:D05713	Relomycin (USAN/INN)
dr:D05714	Remacemide hydrochloride (USAN)
dr:D05715	Remiprostol (USAN/INN)
dr:D05716	Repifermin (USAN/INN)
dr:D05717	Repromicin (USAN/INN)
dr:D05718	Reproterol hydrochloride (USAN)
dr:D05719	Resocortol butyrate (USAN)
dr:D05720	Retapamulin (USAN/INN)
dr:D05721	Reteplase (USAN/INN)
dr:D05722	Revaprazan hydrochloride (USAN)
dr:D05723	Rho(D) immune globulin (USP)
dr:D05724	Ribaminol (USAN/INN)
dr:D05725	Riboflavin 5'-phosphate sodium (USP)
dr:D05726	Riboprine (USAN/INN)
dr:D05727	Ridogrel (USAN/INN)
dr:D05728	Rilapladib (USAN)
dr:D05729	Rimexolone (USP/INN)
dr:D05730	Rimiterol hydrobromide (USAN)
dr:D05731	Rimonabant (JAN/USAN/INN)
dr:D05732	Rioprostil (USAN/INN)
dr:D05733	Ripazepam (USAN/INN)
dr:D05734	Rismorelin porcine (USAN)
dr:D05735	Risocaine (USAN)
dr:D05736	Risotilide hydrochloride (USAN)
dr:D05737	Ristianol phosphate (USAN)
dr:D05738	Ritanserin (USAN/INN)
dr:D05739	Rivoglitazone (USAN/INN)
dr:D05740	Rizatriptan sulfate (USAN)
dr:D05741	Robenidine hydrochloride (USAN)
dr:D05742	Rocastine hydrochloride (USAN)
dr:D05743	Rodocaine (USAN)
dr:D05744	Roflumilast (JAN/USAN/INN)
dr:D05745	Roflurane (USAN/INN)
dr:D05746	Rogletimide (USAN/INN)
dr:D05747	Roletamide (USAN/INN)
dr:D05748	Rolgamidine (USAN/INN)
dr:D05749	Rolicyprine (USAN/INN)
dr:D05750	Rolodine (USAN)
dr:D05751	Romazarit (USAN/INN)
dr:D05752	Ronidazole (USAN)
dr:D05753	Ronnel (USAN)
dr:D05754	Ropitoin hydrochloride (USAN)
dr:D05755	Ropizine (USAN/INN)
dr:D05756	Roquinimex (USAN/INN)
dr:D05757	Rosaramicin (USAN/INN)
dr:D05758	Rosaramicin butyrate (USAN)
dr:D05759	Rosaramicin propionate (USAN)
dr:D05760	Rosaramicin sodium phosphate (USAN)
dr:D05761	Rosaramicin stearate (USAN)
dr:D05762	Rose bengal sodium I 125 (USAN)
dr:D05763	Rose bengal sodium I 131 (USP)
dr:D05764	Rose oil (NF)
dr:D05765	Rose water, strong (NF)
dr:D05766	Rostaporfin (USAN/INN)
dr:D05767	Rotigaptide (USAN)
dr:D05768	Rotigotine (JAN/USAN/INN)
dr:D05769	Rotoxamine (USAN/INN)
dr:D05770	Roxadimate (USAN/INN)
dr:D05771	Roxarsone (USP/INN)
dr:D05772	Roxifiban acetate (USAN)
dr:D05773	Rubidium chloride Rb 82 (USP)
dr:D05774	Rubidium chloride Rb 86 (USAN)
dr:D05775	Rufinamide (JAN/USP/INN)
dr:D05776	Rupintrivir (USAN/INN)
dr:D05777	Ruplizumab (USAN/INN)
dr:D05778	Rutamycin (USAN/INN)
dr:D05779	Sabcomeline hydrochloride (USAN)
dr:D05780	Sabeluzole (USAN/INN)
dr:D05781	Saccharin calcium (USP)
dr:D05782	Sacrosidase (USAN)
dr:D05783	Safflower oil (USP)
dr:D05784	Safingol (USAN/INN)
dr:D05785	Safingol hydrochloride (USAN)
dr:D05786	Salantel (USAN/INN)
dr:D05787	Salcaprozate sodium (USAN)
dr:D05788	Salcolex (USAN)
dr:D05789	Salethamide maleate (USAN)
dr:D05790	Salicyl alcohol (USAN)
dr:D05791	Salicylate meglumine (USAN)
dr:D05792	Salmeterol (USAN/INN)
dr:D05793	Salnacedin (USAN/INN)
dr:D05794	Salts, rehydration (USP)
dr:D05795	Samarium Sm 153 lexidronam pentasodium (USAN)
dr:D05796	Sancycline (USAN/INN)
dr:D05797	Sanfetrinem cilexetil (USAN)
dr:D05798	Sanfetrinem sodium (USAN)
dr:D05799	Sanguinarium chloride (USAN/INN)
dr:D05800	Saperconazole (USAN/INN)
dr:D05801	Saprisartan potassium (USAN)
dr:D05802	Sarafloxacin hydrochloride (USAN)
dr:D05803	Sargramostim (USP/INN)
dr:D05804	Sarizotan hydrochloride (USAN)
dr:D05805	Sarmoxicillin (USAN/INN)
dr:D05806	Sarpicillin (USAN)
dr:D05807	Satraplatin (USAN/INN)
dr:D05808	Schick test control (USP XXX)
dr:D05809	Scopafungin (USAN)
dr:D05810	Seclazone (USAN/INN)
dr:D05811	Sedecamycin (USAN/INN)
dr:D05812	Seglitide acetate (USAN)
dr:D05813	Selamectin (USAN/INN)
dr:D05814	Selenious acid (USP)
dr:D05815	Selenium sulfide (USP)
dr:D05816	Selenomethionine Se 75 (USAN/INN)
dr:D05817	Seletracetam (USAN/INN)
dr:D05818	Selodenoson (USAN/INN)
dr:D05819	Semaxanib (USAN/INN)
dr:D05820	Semduramicin (USAN/INN)
dr:D05821	Semparatide acetate (USAN)
dr:D05822	Semustine (USAN/INN)
dr:D05824	Sepazonium chloride (USAN/INN)
dr:D05825	Seprilose (USAN/INN)
dr:D05826	Seproxetine hydrochloride (USAN)
dr:D05827	Seractide acetate (USAN)
dr:D05828	Serazapine hydrochloride (USAN)
dr:D05829	Sergolexole maleate (USAN)
dr:D05830	Sermetacin (USAN/INN)
dr:D05831	Sevirumab (USAN/INN)
dr:D05832	Sibenadet hydrochloride (USAN)
dr:D05833	Sibopirdine (USAN/INN)
dr:D05834	Sibrafiban (USAN/INN)
dr:D05837	Silandrone (USAN/INN)
dr:D05838	Silica, dental-type (NF)
dr:D05839	Siliceous earth, purified (NF)
dr:D05840	Silver nitrate, toughened (USP)
dr:D05841	Simethicone (USP)
dr:D05842	Simotaxel (USAN)
dr:D05843	Simtrazene (USAN/INN)
dr:D05844	Sinapultide (USAN/INN)
dr:D05845	Sincalide (USAN/INN)
dr:D05846	Sinefungin (USAN/INN)
dr:D05847	Siplizumab (USAN/INN)
dr:D05848	Sitogluside (USAN/INN)
dr:D05849	Soda lime (NF)
dr:D05850	Sodium acetate C 11 (USP)
dr:D05851	Sodium amylosulfate (USAN)
dr:D05852	Sodium arsenate As 74 (USAN)
dr:D05853	Sodium ascorbate (USP/INN)
dr:D05854	Sodium chloride Na 22 (USAN)
dr:D05855	Sodium citrate (USP)
dr:D05856	Sodium dehydroacetate (NF)
dr:D05857	Sodium dichloroacetate (USAN)
dr:D05858	Sodium ethasulfate (USAN)
dr:D05859	Sodium ferric gluconate complex (USAN)
dr:D05860	Sodium fluoride F 18 (USP)
dr:D05861	Sodium formaldehyde sulfoxylate (NF)
dr:D05862	Sodium gluconate (USP)
dr:D05863	Sodium iodide I 125 (USAN)
dr:D05864	Sodium monofluorophosphate (USP)
dr:D05865	Sodium nitrite (USP)
dr:D05866	Sodium oxybate (USAN)
dr:D05867	Sodium phenylacetate (USAN)
dr:D05868	Sodium phenylbutyrate (JAN/USP)
dr:D05869	Sodium phosphate, dibasic (USP)
dr:D05870	Sodium phosphate P 32 (USP)
dr:D05871	Sodium polyphosphate (USAN)
dr:D05872	Sodium propionate (NF)
dr:D05873	Sodium pyrophosphate (USAN)
dr:D05874	Sodium starch glycolate (JP17/NF)
dr:D05875	Sodium stearate (NF)
dr:D05876	Sodium stearyl fumarate (NF)
dr:D05877	Sodium sulfate (USP)
dr:D05878	Sodium sulfate S 35 (USAN)
dr:D05879	Solabegron hydrochloride (USAN)
dr:D05880	Solypertine tartrate (USAN)
dr:D05881	Somagrebove (USAN/INN)
dr:D05882	Somalapor (USAN/INN)
dr:D05883	Somantadine hydrochloride (USAN)
dr:D05884	Somatrem (USAN)
dr:D05885	Somavubove (USAN/INN)
dr:D05886	Somenopor (USAN/INN)
dr:D05887	Sometribove (USAN/INN)
dr:D05888	Sometripor (USAN/INN)
dr:D05889	Somfasepor (USAN/INN)
dr:D05890	Somidobove (USAN/INN)
dr:D05891	Sonepiprazole mesylate (USAN)
dr:D05892	Sorbic acid (NF)
dr:D05893	Sorbinil (USAN/INN)
dr:D05894	Sorbitan laurate (INN)
dr:D05895	Sorbitan oleate (INN)
dr:D05896	Sorbitan palmitate (INN)
dr:D05897	Sorbitan stearate (INN)
dr:D05898	Sorbitan trioleate (INN/NF)
dr:D05899	Sorbitan tristearate (USAN/INN)
dr:D05900	Timoprazole (INN)
dr:D05901	Picoprazole (INN)
dr:D05902	Soterenol hydrochloride (USAN)
dr:D05903	Sotirimod (USAN)
dr:D05904	Sparfosate sodium (USAN)
dr:D05905	Sparsomycin (USAN/INN)
dr:D05906	Leminoprazole (INN)
dr:D05907	Spiradoline mesylate (USAN)
dr:D05908	Spiramycin (JAN/USAN/INN)
dr:D05909	Spirogermanium hydrochloride (USAN)
dr:D05910	Spiromustine (USAN/INN)
dr:D05911	Spiroplatin (USAN/INN)
dr:D05912	Spiroxasone (USAN/INN)
dr:D05913	Sprodiamide (USAN/INN)
dr:D05914	Squalamine lactate (USAN)
dr:D05915	Squalane (NF)
dr:D05916	Stallimycin hydrochloride (USAN)
dr:D05917	Stamulumab (USAN)
dr:D05918	Stannous chloride (NF)
dr:D05919	Stannous fluoride (USP)
dr:D05920	Stannous pyrophosphate (USAN)
dr:D05921	Stannous sulfur colloid (USAN)
dr:D05922	Stannsoporfin (USAN/INN)
dr:D05923	Statolon (USAN)
dr:D05924	Steffimycin (USAN/INN)
dr:D05925	Stenbolone acetate (USAN)
dr:D05926	Stilbazium iodide (USAN/INN)
dr:D05927	Stilonium iodide (USAN/INN)
dr:D05928	Stiripentol (JAN/USAN/INN)
dr:D05929	Stirofos (USAN)
dr:D05930	Streptonicozid (USAN)
dr:D05931	Streptonigrin (USAN)
dr:D05932	Streptozocin (JAN/USAN/INN)
dr:D05933	Strontium chloride Sr 85 (USAN)
dr:D05934	Strontium nitrate Sr 85 (USAN)
dr:D05935	Sucrose octaacetate (NF)
dr:D05936	Sucrosofate potassium (USAN)
dr:D05937	Sudoxicam (USAN/INN)
dr:D05938	Sufentanil (USAN/INN)
dr:D05939	Sufotidine (USAN/INN)
dr:D05940	Sugammadex sodium (JAN/USAN)
dr:D05941	Sulamserod hydrochloride (USAN)
dr:D05942	Sulazepam (USAN/INN)
dr:D05943	Sulbenox (USAN/INN)
dr:D05944	Sulesomab (USAN/INN)
dr:D05945	Sulfabenz (USAN/INN)
dr:D05946	Sulfabenzamide (USP/INN)
dr:D05947	Sulfacetamide (USP/INN)
dr:D05948	Sulfachlorpyridazine (USP/INN)
dr:D05949	Sulfadiazine sodium (USP)
dr:D05950	Sulfanilate zinc (USAN)
dr:D05951	Sulfanitran (USAN/INN)
dr:D05952	Sulfaquinoxaline (USP/INN)
dr:D05953	Sulfasomizole (USAN/INN)
dr:D05954	Sulfazamet (USAN/INN)
dr:D05955	Sulfinalol hydrochloride (USAN)
dr:D05956	Sulfisoxazole acetyl (USP)
dr:D05957	Sulfisoxazole diolamine (USAN)
dr:D05959	Sulfomyxin (USAN/INN)
dr:D05960	Sulfonterol hydrochloride (USAN)
dr:D05961	Sulfur dioxide (NF)
dr:D05962	Sulfur hexafluoride (USAN)
dr:D05963	Sulfuric acid (NF)
dr:D05964	Sulisobenzone (USP/INN)
dr:D05965	Sulmarin (USAN/INN)
dr:D05966	Sulnidazole (USAN/INN)
dr:D05967	Suloctidil (USAN/INN)
dr:D05968	Sulofenur (USAN/INN)
dr:D05969	Sulopenem (USAN/INN)
dr:D05970	Sulotroban (USAN/INN)
dr:D05971	Suloxifen oxalate (USAN)
dr:D05972	Sultamicillin (USAN/INN)
dr:D05973	Sumarotene (USAN/INN)
dr:D05974	Suncillin sodium (USAN)
dr:D05975	Suproclone (USAN/INN)
dr:D05977	Surfomer (USAN/INN)
dr:D05978	Surgibone (USAN)
dr:D05979	Suricainide maleate (USAN)
dr:D05980	Suritozole (USAN/INN)
dr:D05981	Suronacrine maleate (USAN)
dr:D05982	Sutilains (USAN/INN)
dr:D05983	Suture, adsorbable surgical (USP)
dr:D05984	Suxemerid sulfate (USAN)
dr:D05985	Symclosene (USAN/INN)
dr:D05986	Symetine hydrochloride (USAN)
dr:D05987	Synthetic conjugated estrogens, B (USAN)
dr:D05988	Tacedinaline (USAN/INN)
dr:D05989	Talabostat (USAN/INN)
dr:D05990	Talabostat mesylate (USAN)
dr:D05991	Talactoferrin alfa (USAN/INN)
dr:D05992	Taleranol (USAN/INN)
dr:D05993	Talisomycin (USAN/INN)
dr:D05994	Talizumab (USAN/INN)
dr:D05995	Talmetacin (USAN/INN)
dr:D05996	Talnetant hydrochloride (USAN)
dr:D05997	Talopram hydrochloride (USAN)
dr:D05998	Talosalate (USAN/INN)
dr:D05999	Talotrexin ammonium (USAN)
dr:D06000	Talsaclidine fumarate (USAN)
dr:D06001	Taltobulin (USAN/INN)
dr:D06002	Tameridone (USAN/INN)
dr:D06003	Tanaproget (USAN/INN)
dr:D06004	Tandamine hydrochloride (USAN)
dr:D06005	Tandutinib (USAN/INN)
dr:D06006	Tape, adhesive (USP)
dr:D06007	Tapentadol (USAN/INN)
dr:D06008	Tariquidar (USAN/INN)
dr:D06009	Tasidotin hydrochloride (USAN)
dr:D06010	Tasosartan (USAN/INN)
dr:D06011	Tazadolene succinate (USAN)
dr:D06012	Tazifylline hydrochloride (USAN)
dr:D06013	Tazofelone (USAN/INN)
dr:D06014	Tazolol hydrochloride (USAN)
dr:D06015	Tazomeline citrate (USAN)
dr:D06016	Tebanicline tosylate (USAN)
dr:D06017	Tebufelone (USAN/INN)
dr:D06018	Tebuquine (USAN/INN)
dr:D06019	Tecadenoson (USAN/INN)
dr:D06020	Tecalcet hydrochloride (USAN)
dr:D06021	Tecastemizole (USAN/INN)
dr:D06022	Technetium Tc 99m albumin (USP)
dr:D06023	Technetium Tc 99m albumin aggregated (USP)
dr:D06024	Technetium Tc 99m albumin colloid (USP)
dr:D06025	Technetium Tc 99m albumin microaggregated (USAN)
dr:D06026	Technetium Tc 99m antimony trisulfide colloid (USAN)
dr:D06027	Technetium Tc 99m apcitide (USP)
dr:D06028	Technetium Tc 99m arcitumomab (USP)
dr:D06029	Technetium Tc 99m bicisate (USP)
dr:D06030	Technetium Tc 99m depreotide (USP)
dr:D06031	Technetium Tc 99m disofenin (USP)
dr:D06032	Technetium Tc 99m etidronate (USP)
dr:D06033	Technetium Tc 99m fanolesomab (USP)
dr:D06034	Technetium Tc 99m furifosmin (USAN)
dr:D06035	Technetium Tc 99m gluceptate (USP)
dr:D06036	Technetium Tc 99m lidofenin (USP)
dr:D06037	Technetium Tc 99m mebrofenin (USP)
dr:D06038	Technetium Tc 99m medronate disodium (USAN)
dr:D06039	Technetium Tc 99m mertiatide (USP)
dr:D06040	Technetium Tc 99m nitridocade (USAN)
dr:D06041	Technetium Tc 99m oxidronate (USP)
dr:D06042	Technetium Tc 99m pentetate (USP)
dr:D06043	Technetium Tc 99m pentetate calcium trisodium (USAN)
dr:D06044	Technetium Tc 99m (pyro- and trimeta-) phosphates (USP)
dr:D06045	Technetium Tc 99m pyrophosphate (USP)
dr:D06046	Technetium Tc 99m red blood cells (USP)
dr:D06047	Technetium Tc 99m siboroxime (USAN)
dr:D06048	Technetium Tc 99m sulfur colloid (USP)
dr:D06049	Technetium Tc 99m teboroxime (USAN)
dr:D06050	Technetium Tc 99m tetrofosmin (USP)
dr:D06051	Teclozan (USAN/INN)
dr:D06052	Tecogalan sodium (USAN)
dr:D06053	Teduglutide (USAN/INN)
dr:D06054	Tefibazumab (USAN/INN)
dr:D06055	Teflurane (USAN/INN)
dr:D06056	Tegaserod (USAN/INN)
dr:D06057	Telavancin hydrochloride (USAN)
dr:D06058	Telbermin (USAN/INN)
dr:D06059	Teloxantrone hydrochloride (USAN)
dr:D06060	Teludipine hydrochloride (USAN)
dr:D06061	Tematropium methylsulfate (USAN)
dr:D06062	Temefos (USAN/INN)
dr:D06063	Temelastine (USAN/INN)
dr:D06064	Temocillin (USAN)
dr:D06065	Temodox (USAN)
dr:D06066	Temoporfin (USAN/INN)
dr:D06067	Temozolomide (JAN/USAN/INN)
dr:D06068	Temsirolimus (JAN/USAN/INN)
dr:D06069	Temurtide (USAN/INN)
dr:D06070	Tenecteplase (USAN/INN)
dr:D06071	Teneliximab (USAN/INN)
dr:D06072	Tenidap (USAN/INN)
dr:D06073	Tenidap sodium (USAN)
dr:D06074	Tenofovir (USAN)
dr:D06075	Tepoxalin (USAN/INN)
dr:D06076	Teprotide (USAN/INN)
dr:D06077	Terbogrel (USAN/INN)
dr:D06078	Teriparatide (USP/INN)
dr:D06079	Teroxalene hydrochloride (USAN)
dr:D06080	Teroxirone (USAN)
dr:D06081	Terpin hydrate (USP)
dr:D06082	Tesicam (USAN)
dr:D06083	Tesimide (USAN/INN)
dr:D06084	Tesmilifene hydrochloride (USAN)
dr:D06085	Testosterone ketolaurate (USAN/INN)
dr:D06086	Testosterone phenylacetate (USAN)
dr:D06087	Testosterone undecanoate (USAN)
dr:D06088	Tetanus antitoxin
dr:D06089	Tetanus immune globulin (USP)
dr:D06091	Tetramisole hydrochloride (USAN)
dr:D06092	Tetraxetan (USAN)
dr:D06093	Tetrazolast meglumine (USAN)
dr:D06094	Tetrofosmin (JAN/USAN/INN)
dr:D06095	Tetronasin sodium (USAN)
dr:D06096	Tetroquinone (USAN/INN)
dr:D06097	Tetroxoprim (USAN/INN)
dr:D06098	Tetracycline metaphosphate (JAN)
dr:D06099	Tetrydamine (USAN)
dr:D06100	Tezacitabine (USAN)
dr:D06101	Thenium closylate (USAN)
dr:D06102	Theofibrate (USAN)
dr:D06103	Theophylline (USP)
dr:D06104	Theophylline sodium glycinate (USP)
dr:D06105	Thiamiprine (USAN/INN)
dr:D06106	Thiamylal
dr:D06107	Thiazinamium chloride (USAN)
dr:D06108	Thimerfonate sodium (USAN)
dr:D06109	Thioguanine (USP)
dr:D06110	Thiosalan (USAN/INN)
dr:D06111	Thiostrepton (USP)
dr:D06112	Thiphenamil hydrochloride (USAN)
dr:D06113	Thiphencillin potassium (USAN)
